"","plotid","Date","species","cluster","tag","status","stemestdbh","stemslc","stemdbh2012"
"96","ANN05",2011-04-22,"UMCA","D","262","Alive",7.5,28,9.1
"97","ANN05",2011-04-22,"UMCA","F","3176","Alive",6.5,8,7.2
"98","ANN05",2011-04-22,"UMCA","B","347","Alive",8,37,9.3
"99","ANN05",2011-04-22,"UMCA","H","536","Alive",12.75,90,15.3
"100","ANN05",2011-04-22,"UMCA","E","554","Alive",7,5,7.5
"101","ANN05",2011-04-22,"UMCA","H","568","Alive",12,36,5.1
"102","ANN05",2011-04-22,"UMCA","F","630","Alive",11.75,30,13.1
"103","ANN05",2011-04-22,"UMCA","C","637","Alive",9.75,35,10.5
"104","ANN05",2011-04-22,"UMCA","A","652","Alive",12.25,10,14.1
"105","ANN05",2011-04-22,"UMCA","B","662","Alive",11.75,76,12.8
"106","ANN05",2011-04-22,"UMCA","G","691","Alive",5.5,101,7.4
"107","ANN05",2011-04-22,"UMCA","F","694","Alive",7.75,93,7.1
"108","ANN06",2011-04-21,"UMCA","B","106","Alive",13.89999962,95,14.7
"109","ANN06",2011-04-21,"UMCA","A","3054","Alive",23.70000076,0,22.4
"110","ANN06",2011-04-21,"UMCA","A","3055","Alive",8.5,24,9.2
"111","ANN06",2011-04-21,"UMCA","A","3056","Alive",14.39999962,21,16.4
"112","ANN06",2011-04-21,"UMCA","A","3057","Alive",8.399999619,23,8.4
"113","ANN06",2011-04-21,"UMCA","B","3058","Alive",9.800000191,87,10.4
"114","ANN06",2011-04-21,"UMCA","B","3059","Alive",9.399999619,91,10.1
"115","ANN06",2011-04-21,"UMCA","B","3060","Alive",7.599999905,76,7.6
"116","ANN06",2011-04-21,"UMCA","B","5208","Alive",0,71,6.5
"117","ANN06",2011-04-21,"UMCA","C","6100","Alive",10.69999981,52,11.4
"118","ANN07",2011-04-21,"UMCA","A","3066","Alive",20.39999962,57,21.6
"119","ANN07",2011-04-21,"UMCA","A","3067","Alive",11.89999962,40,13.1
"120","ANN07",2011-04-21,"UMCA","B","3068","Alive",4.599999905,15,5.6
"121","ANN08",2011-04-21,"UMCA","A","119","Alive",18.89999962,79,23.1
"122","ANN08",2011-04-21,"UMCA","A","3061","Alive",18.10000038,21,19
"123","ANN08",2011-04-21,"UMCA","B","3062","Alive",9.100000381,10,9.9
"124","ANN08",2011-04-21,"UMCA","A","5293","Alive",14.19999981,56,13.1
"125","ANN09",2011-04-21,"UMCA","A","1128","Alive",18.29999924,50,19.9
"126","ANN09",2011-04-21,"UMCA","A","3063","Alive",21.70000076,48,24.9
"127","ANN09",2011-04-21,"UMCA","B","3064","Alive",28.29999924,0,30.5
"128","ANN09",2011-04-21,"UMCA","C","3065","Alive",16,25,17.5
"129","ANN09",2011-04-21,"UMCA","A","5209","Alive",10.19999981,36,13.5
"130","ANN10",2011-04-21,"UMCA","C","3080","Alive",24.89999962,6,31
"131","ANN10",2011-04-21,"UMCA","A","3081","Alive",1.799999952,4,4.3
"132","ANN10",2011-04-21,"UMCA","E","3082","Alive",29.5,62,30.2
"133","ANN10",2011-04-21,"UMCA","D","3083","Alive",3.599999905,71,5.3
"134","ANN10",2011-04-21,"UMCA","B","3085","Alive",10.19999981,23,13.2
"135","ANN11",2011-04-21,"UMCA","A","3073","Alive",2.5,19,2.8
"136","ANN12",2011-04-22,"UMCA","E","4772","Alive",3.5,132,5.4
"137","ANN12",2011-04-22,"UMCA","G","4791","Alive",2.5,117,3.2
"138","ANN12",2011-04-22,"UMCA","L","5283","Alive",4.5,173,4.8
"139","ANN12",2011-04-22,"UMCA","M","5655","Alive",11.30000019,128,11.6
"140","ANN12",2011-04-22,"UMCA","E","5698","Alive",2.299999952,142,2.2
"141","ANN12",2011-04-22,"UMCA","A","811","Alive",11.5,89,9.8
"142","ANN12",2011-04-22,"UMCA","C","823","Alive",7.75,83,8.2
"143","ANN12",2011-04-22,"UMCA","I","824","Alive",22.5,102,26
"144","ANN12",2011-04-22,"UMCA","K","830","Alive",22,113,17.1
"145","ANN12",2011-04-22,"UMCA","G","837","Alive",11.5,124,12.2
"146","ANN12",2011-04-22,"UMCA","D","843","Alive",9,140,8.5
"147","ANN12",2011-04-22,"UMCA","H","847","Alive",23,51,NA
"148","ANN12",2011-04-22,"UMCA","F","856","Alive",8.5,170,8.7
"149","ANN12",2011-04-22,"UMCA","D","876","Alive",10.25,27,10.3
"150","ANN12",2011-04-22,"UMCA","E","877","Alive",19,152,8.9
"151","ANN12",2011-04-22,"UMCA","J","899","Alive",21.25,99,24
"152","ANN13",2011-04-25,"UMCA","D","846","Alive",16.20000076,192,16.5
"153","ANN13",2011-04-25,"UMCA","E","922","Alive",21.29999924,154,22.9
"154","ANN13",2011-04-25,"UMCA","A","979","Alive",18.20000076,115,18.9
"155","ANN13",2011-04-25,"UMCA","B","980","Alive",15.30000019,104,14.4
"156","ANN13",2011-04-25,"UMCA","C","994","Alive",14.10000038,69,14
"157","ANN14",2011-04-25,"UMCA","F","5290","Alive",17.79999924,120,19.5
"158","ANN14",2011-04-25,"UMCA","B","5292","Dead",32.5,-9999,NA
"159","ANN14",2011-04-25,"UMCA","B","833","Alive",12.5,175,10.7
"160","ANN14",2011-04-25,"UMCA","A","932","Alive",9.399999619,66,10.7
"161","ANN14",2011-04-25,"UMCA","D","947","Alive",11.80000019,175,12.2
"162","ANN14",2011-04-25,"UMCA","C","983","Alive",9.100000381,148,9.3
"163","ANN14",2011-04-25,"UMCA","E","997","Alive",8.199999809,101,8.2
"164","ANN15",2011-04-25,"UMCA","D","333","Alive",7.199999809,66,7.4
"165","ANN15",2011-04-25,"UMCA","C","4508","Alive",9.100000381,54,9.5
"166","ANN15",2011-04-25,"UMCA","C","4525","Alive",7.5,41,8.1
"167","ANN15",2011-04-25,"UMCA","C","4526","Alive",8.5,15,8.5
"168","ANN15",2011-04-25,"UMCA","C","4528","Alive",10.19999981,14,7.3
"169","ANN15",2011-04-25,"UMCA","E","4529","Alive",9.199999809,26,9.7
"170","ANN15",2011-04-25,"UMCA","B","835","Alive",11,13,10.9
"171","ANN15",2011-04-25,"UMCA","C","839","Alive",6.5,64,9.5
"172","ANN15",2011-04-25,"UMCA","E","880","Alive",9,27,8.9
"173","ANN15",2011-04-25,"UMCA","C","891","Alive",8.899999619,16,9.7
"174","ANN15",2011-04-25,"UMCA","E","934","Alive",8.800000191,1,9.2
"175","ANN15",2011-04-25,"UMCA","D","952","Alive",6.400000095,104,6.2
"176","ANN15",2011-04-25,"UMCA","A","958","Alive",12.39999962,55,12.8
"177","ANN15",2011-04-25,"UMCA","D","960","Alive",7,21,5.7
"178","ANN15",2011-04-25,"UMCA","A","977","Alive",15.5,93,16.4
"179","ANN15",2011-04-25,"UMCA","F","984","Alive",3.799999952,139,4.4
"180","ANN17",2011-04-22,"UMCA","B","3050","Alive",14.69999981,36,17.5
"181","ANN17",2011-04-22,"UMCA","A","3051","Alive",5.300000191,13,7.7
"182","ANN17",2011-04-22,"UMCA","D","3052","Alive",21.5,47,24.4
"183","ANN17",2011-04-22,"UMCA","C","3053","Alive",15.10000038,11,16.5
"184","ANN18",2011-04-25,"UMCA","A","2660","Alive",17.5,28,18.8
"185","ANN18",2011-04-25,"UMCA","B","2661","Alive",7.300000191,60,8
"186","ANN18",2011-04-25,"UMCA","C","2662","Alive",19.70000076,187,19.4
"187","ANN18",2011-04-25,"UMCA","D","6079","Alive",14.39999962,115,14.2
"188","ANN19",2011-04-24,"UMCA","C","1252","Alive",34,95,36.3
"189","ANN19",2011-04-24,"UMCA","A","3071","Alive",11,61,13.1
"190","ANN19",2011-04-24,"UMCA","B","3072","Alive",30.39999962,20,31.8
"191","ANN20",2011-04-25,"UMCA","A","3069","Alive",30.79999924,169,34.2
"192","ANN21",2011-04-25,"UMCA","B","1241","Alive",7.099999905,129,8.3
"193","ANN21",2011-04-25,"UMCA","D","1242","Alive",13,183,14.8
"194","ANN21",2011-04-25,"UMCA","E","1243","Alive",5.599999905,209,12.2
"195","ANN21",2011-04-25,"UMCA","A","2655","Alive",22.70000076,169,23.8
"196","ANN21",2011-04-25,"UMCA","B","2656","Alive",8.5,182,10.4
"197","ANN21",2011-04-25,"UMCA","B","2657","Alive",11.39999962,124,13.8
"198","ANN21",2011-04-25,"UMCA","E","2659","Alive",6.699999809,209,9.4
"199","ANN21",2011-04-25,"UMCA","C","3031","Alive",13.69999981,142,15.8
"200","ANN22",2011-04-27,"UMCA","K","2169","Alive",23,135,28.8
"201","ANN22",2011-04-27,"UMCA","A","3034","Alive",23.39999962,92,25.8
"202","ANN22",2011-04-27,"UMCA","B","3035","Alive",31.20000076,175,33.1
"203","ANN22",2011-04-27,"UMCA","C","3036","Alive",25.5,70,28.3
"204","ANN22",2011-04-27,"UMCA","D","3037","Alive",31.29999924,111,35.1
"205","ANN22",2011-04-27,"UMCA","E","3038","Alive",12.60000038,124,15.2
"206","ANN22",2011-04-27,"UMCA","F","3039","Alive",41.20000076,126,45.3
"207","ANN22",2011-04-27,"UMCA","G","3040","Alive",10.80000019,36,11.7
"208","ANN22",2011-04-27,"UMCA","H","3041","Alive",6.099999905,157,9.1
"209","ANN22",2011-04-27,"UMCA","H","3042","Alive",8.100000381,81,11.1
"210","ANN22",2011-04-27,"UMCA","I","3043","X- Stem Missing",13.5,-9999,NA
"211","ANN22",2011-04-27,"UMCA","L","3044","Dead",41.79999924,-9999,NA
"212","ANN22",2011-04-27,"UMCA","J","4819","Alive",2.299999952,36,2.8
"213","ANN23",2011-04-27,"UMCA","A","4703","Alive",2,15,2
"214","ANN24",2011-04-26,"UMCA","E","1418","Alive",7.699999809,218,9.4
"215","ANN24",2011-04-26,"UMCA","B","2663","Alive",13.80000019,58,12.3
"216","ANN24",2011-04-26,"UMCA","C","2664","Alive",20.70000076,148,23.1
"217","ANN24",2011-04-26,"UMCA","E","2665","Alive",27,45,30.3
"218","ANN24",2011-04-26,"UMCA","F","2666","Alive",13.69999981,45,15.5
"219","ANN24",2011-04-26,"UMCA","F","2667","Alive",14.10000038,22,14
"220","ANN24",2011-04-26,"UMCA","A","3032","Alive",16.70000076,37,17
"221","ANN24",2011-04-26,"UMCA","D","3033","Alive",34.59999847,59,39.4
"222","ANN25",2011-04-26,"UMCA","D","3046","Alive",12,97,14.8
"223","ANN25",2011-04-26,"UMCA","C","3047","Alive",10.19999981,102,13.7
"224","ANN25",2011-04-26,"UMCA","B","3048","Alive",12.5,141,14.5
"225","ANN25",2011-04-26,"UMCA","A","3049","Alive",7.099999905,57,8
"226","ANN25",2011-04-26,"UMCA","A","5297","Alive",6.900000095,76,4.8
"227","ANN25",2011-04-26,"UMCA","A","5298","Alive",3,35,2.8
"228","ANN27",2011-04-22,"UMCA","A","3025","Alive",18,178,19.2
"229","ANN27",2011-04-22,"UMCA","B","3026","Alive",13.80000019,122,15.3
"230","ANN27",2011-04-22,"UMCA","B","3027","Alive",8,104,10.3
"231","ANN27",2011-04-22,"UMCA","B","3028","Alive",14.30000019,83,15.5
"232","ANN29",2011-04-27,"UMCA","C","1427","Alive",8,139,8.4
"233","ANN29",2011-04-27,"UMCA","C","2481","Alive",11.60000038,128,13
"234","ANN29",2011-04-27,"UMCA","C","2482","Alive",6.300000191,48,7
"235","ANN29",2011-04-27,"UMCA","D","2483","Alive",44.29999924,102,48.8
"236","ANN29",2011-04-27,"UMCA","D","2484","Alive",36,121,37.9
"237","ANN29",2011-04-27,"UMCA","D","2485","Alive",41,184,45.2
"238","ANN29",2011-04-27,"UMCA","D","2486","Alive",45,42,47.4
"239","ANN29",2011-04-27,"UMCA","D","2487","Alive",41.5,141,45
"240","ANN29",2011-04-27,"UMCA","A","2488","Alive",7.300000191,19,8.6
"241","ANN29",2011-04-27,"UMCA","B","2489","Alive",55,120,55.4
"242","ANN30",2011-04-27,"UMCA","A","2647","Alive",6.199999809,54,9.3
"243","ANN30",2011-04-27,"UMCA","B","2648","Alive",17.20000076,11,19.2
"244","ANN30",2011-04-27,"UMCA","B","4704","Alive",16,8,15.2
"245","ANN30",2011-04-27,"UMCA","B","4705","Alive",14,8,19.7
"246","ANN30",2011-04-27,"UMCA","C","4706","Alive",9,53,15
"247","ANN31",2011-04-26,"UMCA","A","1426","Alive",20.60000038,194,21.5
"248","ANN31",2011-04-26,"UMCA","C","2645","Alive",33.40000153,138,34.2
"249","ANN31",2011-04-26,"UMCA","C","2646","Alive",27.20000076,205,26.5
"250","ANN31",2011-04-26,"UMCA","E","3002","Alive",20.60000038,148,23
"251","ANN31",2011-04-26,"UMCA","B","3029","Alive",28.89999962,146,32.2
"252","ANN31",2011-04-26,"UMCA","D","3030","Alive",25.70000076,165,28.8
"253","ANN32",2011-04-27,"UMCA","C","1204","Alive",6.199999809,217,6.5
"254","ANN32",2011-04-27,"UMCA","B","2469","Alive",14.69999981,22,9.5
"255","ANN32",2011-04-27,"UMCA","C","2470","Alive",18,72,18.9
"256","ANN32",2011-04-27,"UMCA","C","2471","Alive",21.5,113,22.4
"257","ANN32",2011-04-27,"UMCA","C","2472","Alive",2,145,3
"258","ANN32",2011-04-27,"UMCA","C","2473","Dead",4,-9999,NA
"259","ANN32",2011-04-27,"UMCA","C","2474","Alive",17.5,192,18.5
"260","ANN32",2011-04-27,"UMCA","E","2475","Alive",22.79999924,180,23.9
"261","ANN32",2011-04-27,"UMCA","E","2476","Dead",9.699999809,-9999,NA
"262","ANN32",2011-04-27,"UMCA","E","2477","Alive",21.10000038,6,23.6
"263","ANN32",2011-04-27,"UMCA","E","2478","Alive",22.79999924,97,25
"264","ANN32",2011-04-27,"UMCA","A","2479","Alive",8.600000381,64,9.5
"265","ANN32",2011-04-27,"UMCA","D","2480","Alive",11.5,9,12.7
"266","ANN32",2011-04-27,"UMCA","F","6081","Alive",10.60000038,26,10.8
"267","ANN32",2011-04-27,"UMCA","F","6082","Alive",19.29999924,0,21.3
"268","ANN33",2011-04-28,"UMCA","A","2493","Alive",12.69999981,40,13.1
"269","ANN33",2011-04-28,"UMCA","A","2494","Dead",11.30000019,-9999,NA
"270","ANN33",2011-04-28,"UMCA","A","2495","Alive",13.19999981,85,14.4
"271","ANN33",2011-04-28,"UMCA","A","2496","Alive",15.80000019,9,16.7
"272","ANN33",2011-04-28,"UMCA","A","2497","Alive",19.20000076,19,20.8
"273","ANN33",2011-04-28,"UMCA","A","2498","Alive",8,187,8.4
"274","ANN33",2011-04-28,"UMCA","C","3001","Alive",20.10000038,37,21.8
"275","ANN33",2011-04-28,"UMCA","C","3003","Alive",13.80000019,106,13.8
"276","ANN33",2011-04-28,"UMCA","C","3004","Alive",20.29999924,24,21.9
"277","ANN33",2011-04-28,"UMCA","B","3005","Alive",11.30000019,50,11.8
"278","ANN33",2011-04-28,"UMCA","Y","3006","Alive",30.89999962,39,33.4
"279","ANN33",2011-04-28,"UMCA","S","3007","Alive",11.69999981,98,12.3
"280","ANN33",2011-04-28,"UMCA","S","3008","Alive",11.19999981,22,11.5
"281","ANN33",2011-04-28,"UMCA","S","3009","Alive",11.89999962,83,12.5
"282","ANN33",2011-04-28,"UMCA","O","3010","Alive",30.60000038,53,22
"283","ANN33",2011-04-28,"UMCA","O","3011","Alive",13,71,13.1
"284","ANN33",2011-04-28,"UMCA","O","3012","Alive",12.89999962,17,13.8
"285","ANN33",2011-04-28,"UMCA","O","3013","Alive",15.80000019,8,16.3
"286","ANN33",2011-04-28,"UMCA","O","3014","Alive",17,74,17.8
"287","ANN33",2011-04-28,"UMCA","M","3015","Alive",17.89999962,4,18
"288","ANN33",2011-04-28,"UMCA","M","3016","Alive",25,15,25.9
"289","ANN33",2011-04-28,"UMCA","J","3017","Alive",12.30000019,35,12.7
"290","ANN33",2011-04-28,"UMCA","J","3018","Alive",18.89999962,9,19.1
"291","ANN33",2011-04-28,"UMCA","J","3019","Alive",11.19999981,84,10.7
"292","ANN33",2011-04-28,"UMCA","G","3020","Alive",18.89999962,0,20.1
"293","ANN33",2011-04-28,"UMCA","G","3021","Alive",10.10000038,131,10
"294","ANN33",2011-04-28,"UMCA","G","3022","Alive",16.5,20,17.1
"295","ANN33",2011-04-28,"UMCA","F","3023","Alive",11,60,10.9
"296","ANN33",2011-04-28,"UMCA","F","6092","Alive",9.199999809,99,9.3
"297","ANN33",2011-04-28,"UMCA","F","6093","Alive",2.099999905,44,2.1
"298","ANN33",2011-04-28,"UMCA","X","6094","Alive",10,137,9.5
"299","ANN33",2011-04-28,"UMCA","W","6095","Alive",9.199999809,42,9.3
"300","ANN34",2011-04-27,"UMCA","A","1254","Dead",NA,-9999,NA
"301","ANN34",2011-04-27,"UMCA","E","1255","Alive",9.199999809,196,9.5
"302","ANN34",2011-04-27,"UMCA","E","2453","Alive",6.599999905,217,6.7
"303","ANN34",2011-04-27,"UMCA","F","2454","Alive",18.10000038,161,18.6
"304","ANN34",2011-04-27,"UMCA","K","2455","Alive",14.89999962,167,15.1
"305","ANN34",2011-04-27,"UMCA","K","2456","Alive",12,175,12.5
"306","ANN34",2011-04-27,"UMCA","C","2457","Alive",14.80000019,185,14.9
"307","ANN34",2011-04-27,"UMCA","C","2458","Alive",24,93,24.7
"308","ANN34",2011-04-27,"UMCA","C","2459","Alive",30.20000076,75,32.7
"309","ANN34",2011-04-27,"UMCA","C","2460","Alive",16.5,68,16.7
"310","ANN34",2011-04-27,"UMCA","C","2461","Alive",13.60000038,173,13.7
"311","ANN34",2011-04-27,"UMCA","B","2462","Alive",15.30000019,199,15
"312","ANN34",2011-04-27,"UMCA","D","2463","Alive",12.39999962,170,12.5
"313","ANN34",2011-04-27,"UMCA","I","2464","Alive",11.69999981,117,13.4
"314","ANN34",2011-04-27,"UMCA","J","2465","Alive",12.5,71,12.9
"315","ANN34",2011-04-27,"UMCA","J","2466","Alive",25.70000076,118,26.7
"316","ANN34",2011-04-27,"UMCA","G","2468","Alive",9.600000381,110,9.4
"317","ANN34",2011-04-27,"UMCA","E","5264","Alive",3.299999952,168,3.5
"318","ANN35",2011-04-28,"UMCA","A","2490","Alive",16.20000076,65,19
"319","ANN35",2011-04-28,"UMCA","B","2491","Alive",18,206,19.7
"320","ANN35",2011-04-28,"UMCA","B","2492","Alive",25.70000076,177,26.7
"321","ANN36",2011-04-21,"UMCA","I","3086","Alive",21,39,21.4
"322","ANN36",2011-04-21,"UMCA","J","3087","Alive",21.10000038,19,13.1
"323","ANN36",2011-04-21,"UMCA","F","3088","Alive",8.100000381,69,9.4
"324","ANN36",2011-04-21,"UMCA","H","3089","Alive",22.89999962,44,25.9
"325","ANN36",2011-04-21,"UMCA","G","3090","Alive",20.70000076,39,21.8
"326","ANN36",2011-04-21,"UMCA","E","3091","Alive",32.59999847,10,34.9
"327","ANN36",2011-04-21,"UMCA","D","3092","Alive",16.10000038,44,18.9
"328","ANN36",2011-04-21,"UMCA","K","3093","Alive",9,5,9.1
"329","ANN36",2011-04-21,"UMCA","C","3094","Alive",4.400000095,51,8.1
"330","ANN36",2011-04-21,"UMCA","C","3095","Alive",8.300000191,48,9.4
"331","ANN36",2011-04-21,"UMCA","A","3098","Alive",13.39999962,18,13.9
"332","ANN36",2011-04-21,"UMCA","A","3099","Alive",11.30000019,27,12.2
"333","ANN36",2011-04-21,"UMCA","A","3100","Alive",16.29999924,36,16.8
"334","ANN36",2011-04-21,"UMCA","A","3101","Alive",18.29999924,26,19.1
"335","ANN36",2011-04-21,"UMCA","L","3102","Alive",8.5,4,8.8
"336","ANN36",2011-04-21,"UMCA","L","3103","Alive",15.69999981,43,17.9
"337","ANN36",2011-04-21,"UMCA","N","6098","Alive",18.20000076,33,18.4
"338","ANN36",2011-04-21,"UMCA","N","6099","Alive",19.89999962,20,19.3
"339","ANN37",2011-04-26,"UMCA","R","3181","Alive",9,52,9.9
"340","ANN37",2011-04-26,"UMCA","S","3182","Alive",10.10000038,18,10.9
"341","ANN37",2011-04-26,"UMCA","A","3183","Alive",11.89999962,4,12.3
"342","ANN37",2011-04-26,"UMCA","E","3184","Alive",17.60000038,46,18.8
"343","ANN37",2011-04-26,"UMCA","E","3185","Alive",13.10000038,57,12.9
"344","ANN37",2011-04-26,"UMCA","J","3186","Dead",9.699999809,-9999,NA
"345","ANN37",2011-04-26,"UMCA","C","3187","Alive",16.70000076,6,18.3
"346","ANN37",2011-04-26,"UMCA","B","3188","Alive",13.39999962,44,13.7
