"","plot","year","tag","status","LIDE","QUAG","QUAG x QUWI","QUCH","QUKE","QUKE X QUAG","QUWI","UMCA","Unknown sp."
"6911","LARS01",2014,"2175","Alive",NA,15.3,NA,NA,NA,NA,NA,NA,NA
"6912","LARS01",2014,"2176","Alive",NA,40.6,NA,NA,NA,NA,NA,NA,NA
"6913","LARS01",2014,"2177","Alive",NA,NA,NA,NA,20.1,NA,NA,NA,NA
"6914","LARS01",2014,"2178","Dead",NA,NA,NA,NA,19,NA,NA,NA,NA
"6915","LARS01",2014,"2179","Dead",NA,NA,NA,NA,17,NA,NA,NA,NA
"6916","LARS01",2014,"2180","Dead",NA,NA,NA,NA,10,NA,NA,NA,NA
"6917","LARS01",2014,"2181","Alive",NA,25.3,NA,NA,NA,NA,NA,NA,NA
"6918","LARS01",2014,"2182","Alive",NA,18.5,NA,NA,NA,NA,NA,NA,NA
"6919","LARS01",2014,"2183","Alive",NA,24.7,NA,NA,NA,NA,NA,NA,NA
"6920","LARS01",2014,"2184","Alive",NA,NA,NA,25.7,NA,NA,NA,NA,NA
"6921","LARS01",2014,"2185","Dead",NA,NA,NA,NA,14.5,NA,NA,NA,NA
"6922","LARS01",2014,"2186","Alive",NA,NA,NA,NA,15.2,NA,NA,NA,NA
"6923","LARS01",2014,"2187","Alive",NA,31.3,NA,NA,NA,NA,NA,NA,NA
"6924","LARS01",2014,"2188","Alive",NA,28,NA,NA,NA,NA,NA,NA,NA
"6925","LARS01",2014,"3745","Alive",NA,NA,NA,NA,NA,NA,NA,2.7,NA
"6926","LARS01",2014,"3746","Alive",NA,NA,NA,NA,NA,NA,NA,3.1,NA
"6927","LARS01",2014,"3747","Alive",NA,NA,NA,NA,NA,NA,NA,7.4,NA
"6928","LARS01",2014,"3748","Alive",NA,NA,NA,NA,NA,NA,NA,2.2,NA
"6929","LARS01",2014,"3749","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"6930","LARS01",2014,"3750","Alive",NA,NA,NA,NA,NA,NA,NA,5.2,NA
"6931","LARS01",2014,"3751","Alive",NA,NA,NA,NA,NA,NA,NA,3.5,NA
"6932","LARS01",2014,"3752","Alive",NA,NA,NA,NA,NA,NA,NA,13.5,NA
"6933","LARS01",2014,"3753","Alive",NA,NA,NA,NA,NA,NA,NA,8.4,NA
"6934","LARS01",2014,"3754","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"6935","LARS01",2014,"3755","Alive",NA,NA,NA,NA,NA,NA,NA,7.6,NA
"6936","LARS01",2014,"3756","Alive",NA,NA,NA,NA,NA,NA,NA,10,NA
"6937","LARS01",2014,"3757","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"6938","LARS01",2014,"3759","Alive",NA,NA,NA,NA,NA,NA,NA,6.8,NA
"6939","LARS01",2014,"3760","Alive",NA,NA,NA,NA,NA,NA,NA,10.5,NA
"6940","LAZY04",2004,"1442","Alive",NA,47.9,NA,NA,NA,NA,NA,NA,NA
"6941","LAZY04",2004,"1443","Alive",NA,67,NA,NA,NA,NA,NA,NA,NA
"6942","LAZY04",2004,"2068","Alive",NA,74.6,NA,NA,NA,NA,NA,NA,NA
"6943","LAZY04",2004,"2069","Alive",NA,NA,NA,NA,44.6,NA,NA,NA,NA
"6944","LAZY04",2004,"2070","Alive",NA,4.9,NA,NA,NA,NA,NA,NA,NA
"6945","LAZY04",2004,"3533","Alive",NA,NA,NA,NA,NA,NA,NA,6.5,NA
"6946","LAZY04",2004,"3534","Alive",NA,NA,NA,NA,NA,NA,NA,7.1,NA
"6947","LAZY04",2004,"3535","Alive",NA,NA,NA,NA,NA,NA,NA,11.2,NA
"6948","LAZY04",2004,"3536","Alive",NA,NA,NA,NA,NA,NA,NA,1.8,NA
"6949","LAZY04",2004,"3537","Alive",NA,NA,NA,NA,NA,NA,NA,1.7,NA
"6950","LAZY04",2004,"3538","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"6951","LAZY04",2004,"3539","Alive",NA,NA,NA,NA,NA,NA,NA,2.4,NA
"6952","LAZY04",2004,"3540","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"6953","LAZY04",2004,"3542","Alive",NA,NA,NA,NA,NA,NA,NA,3.8,NA
"6954","LAZY04",2004,"3545","Alive",NA,NA,NA,NA,NA,NA,NA,7.2,NA
"6955","LAZY04",2004,"3546","Alive",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"6956","LAZY04",2004,"3547","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"6957","LAZY04",2004,"3548","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"6958","LAZY04",2004,"3550","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"6959","LAZY04",2004,"3551","Alive",NA,NA,NA,NA,NA,NA,NA,1.7,NA
"6960","LAZY04",2004,"3552","Alive",NA,NA,NA,NA,NA,NA,NA,7.7,NA
"6961","LAZY04",2004,"3555","Alive",NA,NA,NA,NA,NA,NA,NA,3.7,NA
"6962","LAZY04",2004,"3556","Alive",NA,NA,NA,NA,NA,NA,NA,5.2,NA
"6963","LAZY04",2004,"3558","Alive",NA,NA,NA,NA,NA,NA,NA,6.2,NA
"6964","LAZY04",2004,"3559","Alive",NA,NA,NA,NA,NA,NA,NA,3.9,NA
"6965","LAZY04",2004,"3560","Alive",NA,NA,NA,NA,NA,NA,NA,1.9,NA
"6966","LAZY04",2004,"3562","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"6967","LAZY04",2004,"3563","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"6968","LAZY04",2004,"3564","Alive",NA,NA,NA,NA,NA,NA,NA,4.9,NA
"6969","LAZY04",2004,"3565","Alive",NA,NA,NA,NA,NA,NA,NA,6.6,NA
"6970","LAZY04",2004,"3566","Alive",NA,NA,NA,NA,NA,NA,NA,5.2,NA
"6971","LAZY04",2004,"3568","Alive",NA,NA,NA,NA,NA,NA,NA,6.8,NA
"6972","LAZY04",2004,"3569","Alive",NA,NA,NA,NA,NA,NA,NA,1.9,NA
"6973","LAZY04",2004,"3570","Alive",NA,NA,NA,NA,NA,NA,NA,6.6,NA
"6974","LAZY04",2004,"3571","Alive",NA,NA,NA,NA,NA,NA,NA,5.9,NA
"6975","LAZY04",2004,"3574","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"6976","LAZY04",2004,"4686","Alive",NA,NA,NA,NA,NA,NA,NA,14.4,NA
"6977","LAZY04",2004,"4687","Alive",NA,NA,NA,NA,NA,NA,NA,7,NA
"6978","LAZY04",2004,"4688","Alive",NA,NA,NA,NA,NA,NA,NA,5.5,NA
"6979","LAZY04",2004,"4689","Alive",NA,NA,NA,NA,NA,NA,NA,6.8,NA
"6980","LAZY04",2004,"4690","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"6981","LAZY04",2004,"4691","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"6982","LAZY04",2004,"4692","Alive",NA,NA,NA,NA,NA,NA,NA,7.3,NA
"6983","LAZY04",2004,"4694","Alive",NA,NA,NA,NA,NA,NA,NA,8.2,NA
"6984","LAZY04",2004,"4695","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"6985","LAZY04",2004,"4696","Alive",NA,NA,NA,NA,NA,NA,NA,6.1,NA
"6986","LAZY04",2004,"4697","Alive",NA,NA,NA,NA,NA,NA,NA,4.3,NA
"6987","LAZY04",2004,"4698","Alive",NA,NA,NA,NA,NA,NA,NA,1.9,NA
"6988","LAZY04",2004,"4699","Alive",NA,NA,NA,NA,NA,NA,NA,4.4,NA
"6989","LAZY04",2004,"4700","Alive",NA,NA,NA,NA,NA,NA,NA,5.1,NA
"6990","LAZY04",2004,"6901","Alive",NA,NA,NA,NA,NA,NA,NA,12.6,NA
"6991","LAZY04",2004,"6902","Alive",NA,NA,NA,NA,NA,NA,NA,5,NA
"6992","LAZY04",2004,"6903","Alive",NA,NA,NA,NA,NA,NA,NA,6.8,NA
"6993","LAZY04",2004,"6904","Alive",NA,NA,NA,NA,NA,NA,NA,7.2,NA
"6994","LAZY04",2004,"6905","Alive",NA,NA,NA,NA,NA,NA,NA,2.4,NA
"6995","LAZY04",2004,"6906","Alive",NA,NA,NA,NA,NA,NA,NA,5,NA
"6996","LAZY04",2004,"6907","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"6997","LAZY04",2004,"6908","Alive",NA,NA,NA,NA,NA,NA,NA,6,NA
"6998","LAZY04",2004,"6909","Alive",NA,NA,NA,NA,NA,NA,NA,7.1,NA
"6999","LAZY04",2004,"6910","Alive",NA,NA,NA,NA,NA,NA,NA,3.8,NA
"7000","LAZY04",2004,"6911","Alive",NA,NA,NA,NA,NA,NA,NA,6.5,NA
"7001","LAZY04",2004,"6912","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"7002","LAZY04",2004,"6913","Alive",NA,NA,NA,NA,NA,NA,NA,5.8,NA
"7003","LAZY04",2004,"6914","Alive",NA,NA,NA,NA,NA,NA,NA,7.6,NA
"7004","LAZY04",2004,"6915","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7005","LAZY04",2004,"6916","Alive",NA,NA,NA,NA,NA,NA,NA,3,NA
"7006","LAZY04",2004,"6917","Alive",NA,NA,NA,NA,NA,NA,NA,7.7,NA
"7007","LAZY04",2004,"6918","Alive",NA,NA,NA,NA,NA,NA,NA,7.7,NA
"7008","LAZY04",2004,"6919","Alive",NA,NA,NA,NA,NA,NA,NA,1.9,NA
"7009","LAZY04",2004,"6920","Alive",NA,NA,NA,NA,NA,NA,NA,2,NA
"7010","LAZY04",2004,"721","Alive",NA,NA,NA,NA,NA,NA,NA,3.5,NA
"7011","LAZY04",2010,"4715","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"7012","LAZY04",2010,"4716","Alive",NA,NA,NA,NA,NA,NA,NA,3.7,NA
"7013","LAZY04",2011,"6120","Alive",NA,NA,NA,NA,NA,NA,NA,6.1,NA
"7014","LAZY04",2011,"7525","Alive",NA,NA,NA,NA,NA,NA,NA,3.5,NA
"7015","LAZY04",2011,"7528","Alive",NA,NA,NA,NA,NA,NA,NA,4.1,NA
"7016","LAZY04",2011,"7533","Alive",NA,NA,NA,NA,NA,NA,NA,8.5,NA
"7017","LAZY04",2011,"7545","Alive",NA,NA,NA,NA,NA,NA,NA,8.5,NA
"7018","LAZY04",2011,"7591","Alive",NA,NA,NA,NA,NA,NA,NA,7.1,NA
"7019","LAZY04",2011,"7592","Alive",NA,NA,NA,NA,NA,NA,NA,5.1,NA
"7020","LAZY04",2011,"7594","Alive",NA,NA,NA,NA,NA,NA,NA,5.8,NA
"7021","LAZY04",2012,"1442","Alive",NA,50,NA,NA,NA,NA,NA,NA,NA
"7022","LAZY04",2012,"1443","Alive",NA,68.7,NA,NA,NA,NA,NA,NA,NA
"7023","LAZY04",2012,"2068","Alive",NA,85.6,NA,NA,NA,NA,NA,NA,NA
"7024","LAZY04",2012,"2069","Alive",NA,NA,NA,NA,47.7,NA,NA,NA,NA
"7025","LAZY04",2012,"2070","Alive",NA,5.5,NA,NA,NA,NA,NA,NA,NA
"7026","LAZY04",2012,"3533","Alive",NA,NA,NA,NA,NA,NA,NA,8.3,NA
"7027","LAZY04",2012,"3534","Alive",NA,NA,NA,NA,NA,NA,NA,8.2,NA
"7028","LAZY04",2012,"3535","Alive",NA,NA,NA,NA,NA,NA,NA,9.3,NA
"7029","LAZY04",2012,"3536","Alive",NA,NA,NA,NA,NA,NA,NA,2.7,NA
"7030","LAZY04",2012,"3537","Alive",NA,NA,NA,NA,NA,NA,NA,3.7,NA
"7031","LAZY04",2012,"3538","Alive",NA,NA,NA,NA,NA,NA,NA,8.6,NA
"7032","LAZY04",2012,"3539","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"7033","LAZY04",2012,"3540","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"7034","LAZY04",2012,"3542","Alive",NA,NA,NA,NA,NA,NA,NA,4.7,NA
"7035","LAZY04",2012,"3545","Alive",NA,NA,NA,NA,NA,NA,NA,9.8,NA
"7036","LAZY04",2012,"3546","Alive",NA,NA,NA,NA,NA,NA,NA,2.7,NA
"7037","LAZY04",2012,"3547","Alive",NA,NA,NA,NA,NA,NA,NA,8.1,NA
"7038","LAZY04",2012,"3548","Alive",NA,NA,NA,NA,NA,NA,NA,5.4,NA
"7039","LAZY04",2012,"3549","Alive",NA,NA,NA,NA,NA,NA,NA,2,NA
"7040","LAZY04",2012,"3550","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7041","LAZY04",2012,"3551","Alive",NA,NA,NA,NA,NA,NA,NA,4.9,NA
"7042","LAZY04",2012,"3552","Alive",NA,NA,NA,NA,NA,NA,NA,9.7,NA
"7043","LAZY04",2012,"3555","Alive",NA,NA,NA,NA,NA,NA,NA,3.8,NA
"7044","LAZY04",2012,"3556","Dead",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"7045","LAZY04",2012,"3557","Alive",NA,NA,NA,NA,NA,NA,NA,2.4,NA
"7046","LAZY04",2012,"3558","Alive",NA,NA,NA,NA,NA,NA,NA,9,NA
"7047","LAZY04",2012,"3559","Alive",NA,NA,NA,NA,NA,NA,NA,5.4,NA
"7048","LAZY04",2012,"3560","Alive",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"7049","LAZY04",2012,"3562","Alive",NA,NA,NA,NA,NA,NA,NA,5.1,NA
"7050","LAZY04",2012,"3563","Alive",NA,NA,NA,NA,NA,NA,NA,5.5,NA
"7051","LAZY04",2012,"3564","Alive",NA,NA,NA,NA,NA,NA,NA,6.8,NA
"7052","LAZY04",2012,"3565","Alive",NA,NA,NA,NA,NA,NA,NA,9.9,NA
"7053","LAZY04",2012,"3566","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"7054","LAZY04",2012,"3568","Alive",NA,NA,NA,NA,NA,NA,NA,7.7,NA
"7055","LAZY04",2012,"3569","Alive",NA,NA,NA,NA,NA,NA,NA,2.6,NA
"7056","LAZY04",2012,"3570","Alive",NA,NA,NA,NA,NA,NA,NA,8.5,NA
"7057","LAZY04",2012,"3571","Alive",NA,NA,NA,NA,NA,NA,NA,6.3,NA
"7058","LAZY04",2012,"3574","Alive",NA,NA,NA,NA,NA,NA,NA,2.2,NA
"7059","LAZY04",2012,"4686","Alive",NA,NA,NA,NA,NA,NA,NA,17.7,NA
"7060","LAZY04",2012,"4687","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"7061","LAZY04",2012,"4688","Alive",NA,NA,NA,NA,NA,NA,NA,5.8,NA
"7062","LAZY04",2012,"4689","Alive",NA,NA,NA,NA,NA,NA,NA,7,NA
"7063","LAZY04",2012,"4690","Alive",NA,NA,NA,NA,NA,NA,NA,4.3,NA
"7064","LAZY04",2012,"4691","Alive",NA,NA,NA,NA,NA,NA,NA,3.9,NA
"7065","LAZY04",2012,"4692","Alive",NA,NA,NA,NA,NA,NA,NA,9.2,NA
"7066","LAZY04",2012,"4694","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"7067","LAZY04",2012,"4695","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"7068","LAZY04",2012,"4696","Alive",NA,NA,NA,NA,NA,NA,NA,6.5,NA
"7069","LAZY04",2012,"4697","Alive",NA,NA,NA,NA,NA,NA,NA,7,NA
"7070","LAZY04",2012,"4698","Alive",NA,NA,NA,NA,NA,NA,NA,2.6,NA
"7071","LAZY04",2012,"4699","Alive",NA,NA,NA,NA,NA,NA,NA,4.8,NA
"7072","LAZY04",2012,"4700","Alive",NA,NA,NA,NA,NA,NA,NA,6,NA
"7073","LAZY04",2012,"4715","Alive",NA,NA,NA,NA,NA,NA,NA,5.2,NA
"7074","LAZY04",2012,"4716","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"7075","LAZY04",2012,"6061","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"7076","LAZY04",2012,"6062","Alive",NA,NA,NA,NA,NA,NA,NA,3,NA
"7077","LAZY04",2012,"6120","Alive",NA,NA,NA,NA,NA,NA,NA,6.4,NA
"7078","LAZY04",2012,"6130","Alive",NA,NA,NA,NA,NA,NA,NA,2.2,NA
"7079","LAZY04",2012,"6131","Alive",NA,NA,NA,NA,NA,NA,NA,2.2,NA
"7080","LAZY04",2012,"6162","Alive",NA,NA,NA,NA,NA,NA,NA,2.2,NA
"7081","LAZY04",2012,"6164","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"7082","LAZY04",2012,"6166","Alive",NA,NA,NA,NA,NA,NA,NA,11,NA
"7083","LAZY04",2012,"6901","Alive",NA,NA,NA,NA,NA,NA,NA,12.4,NA
"7084","LAZY04",2012,"6902","Alive",NA,NA,NA,NA,NA,NA,NA,5.3,NA
"7085","LAZY04",2012,"6903","Alive",NA,NA,NA,NA,NA,NA,NA,6.9,NA
"7086","LAZY04",2012,"6904","Alive",NA,NA,NA,NA,NA,NA,NA,7.6,NA
"7087","LAZY04",2012,"6905","Dead",NA,NA,NA,NA,NA,NA,NA,2.4,NA
"7088","LAZY04",2012,"6906","Alive",NA,NA,NA,NA,NA,NA,NA,5.6,NA
"7089","LAZY04",2012,"6907","Alive",NA,NA,NA,NA,NA,NA,NA,3.1,NA
"7090","LAZY04",2012,"6908","Alive",NA,NA,NA,NA,NA,NA,NA,6.7,NA
"7091","LAZY04",2012,"6909","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"7092","LAZY04",2012,"6910","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"7093","LAZY04",2012,"6911","Alive",NA,NA,NA,NA,NA,NA,NA,6.8,NA
"7094","LAZY04",2012,"6912","Alive",NA,NA,NA,NA,NA,NA,NA,13,NA
"7095","LAZY04",2012,"6913","Alive",NA,NA,NA,NA,NA,NA,NA,7.2,NA
"7096","LAZY04",2012,"6914","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"7097","LAZY04",2012,"6915","Alive",NA,NA,NA,NA,NA,NA,NA,3.8,NA
"7098","LAZY04",2012,"6916","Alive",NA,NA,NA,NA,NA,NA,NA,3.3,NA
"7099","LAZY04",2012,"6917","Alive",NA,NA,NA,NA,NA,NA,NA,9.6,NA
"7100","LAZY04",2012,"6918","Alive",NA,NA,NA,NA,NA,NA,NA,9.1,NA
"7101","LAZY04",2012,"6919","Alive",NA,NA,NA,NA,NA,NA,NA,2,NA
"7102","LAZY04",2012,"6920","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"7103","LAZY04",2012,"721","Alive",NA,NA,NA,NA,NA,NA,NA,4.7,NA
"7104","LAZY04",2012,"7525","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"7105","LAZY04",2012,"7528","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"7106","LAZY04",2012,"7533","Alive",NA,NA,NA,NA,NA,NA,NA,8.9,NA
"7107","LAZY04",2012,"7545","Alive",NA,NA,NA,NA,NA,NA,NA,9,NA
"7108","LAZY04",2012,"7591","Alive",NA,NA,NA,NA,NA,NA,NA,7.5,NA
"7109","LAZY04",2012,"7592","Alive",NA,NA,NA,NA,NA,NA,NA,5.4,NA
"7110","LAZY04",2012,"7594","Alive",NA,NA,NA,NA,NA,NA,NA,5.4,NA
"7111","LAZY04",2014,"1442","Alive",NA,54.3,NA,NA,NA,NA,NA,NA,NA
"7112","LAZY04",2014,"1443","Alive",NA,71.5,NA,NA,NA,NA,NA,NA,NA
"7113","LAZY04",2014,"2068","Alive",NA,88.8,NA,NA,NA,NA,NA,NA,NA
"7114","LAZY04",2014,"2069","Alive",NA,NA,NA,NA,47.2,NA,NA,NA,NA
"7115","LAZY04",2014,"2070","Alive",NA,5.8,NA,NA,NA,NA,NA,NA,NA
"7116","LAZY04",2014,"3533","Alive",NA,NA,NA,NA,NA,NA,NA,8.6,NA
"7117","LAZY04",2014,"3534","Alive",NA,NA,NA,NA,NA,NA,NA,8.3,NA
"7118","LAZY04",2014,"3535","Alive",NA,NA,NA,NA,NA,NA,NA,9.7,NA
"7119","LAZY04",2014,"3536","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7120","LAZY04",2014,"3537","Alive",NA,NA,NA,NA,NA,NA,NA,4.3,NA
"7121","LAZY04",2014,"3538","Alive",NA,NA,NA,NA,NA,NA,NA,9.2,NA
"7122","LAZY04",2014,"3539","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"7123","LAZY04",2014,"3540","Alive",NA,NA,NA,NA,NA,NA,NA,5.9,NA
"7124","LAZY04",2014,"3542","Alive",NA,NA,NA,NA,NA,NA,NA,4.9,NA
"7125","LAZY04",2014,"3545","Alive",NA,NA,NA,NA,NA,NA,NA,9.6,NA
"7126","LAZY04",2014,"3546","Alive",NA,NA,NA,NA,NA,NA,NA,2.3,NA
"7127","LAZY04",2014,"3547","Alive",NA,NA,NA,NA,NA,NA,NA,8.7,NA
"7128","LAZY04",2014,"3548","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"7129","LAZY04",2014,"3549","Alive",NA,NA,NA,NA,NA,NA,NA,2,NA
"7130","LAZY04",2014,"3550","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"7131","LAZY04",2014,"3551","Alive",NA,NA,NA,NA,NA,NA,NA,5.5,NA
"7132","LAZY04",2014,"3552","Alive",NA,NA,NA,NA,NA,NA,NA,10.3,NA
"7133","LAZY04",2014,"3555","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"7134","LAZY04",2014,"3556","Dead",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7135","LAZY04",2014,"3557","Alive",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"7136","LAZY04",2014,"3558","Alive",NA,NA,NA,NA,NA,NA,NA,9.3,NA
"7137","LAZY04",2014,"3559","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"7138","LAZY04",2014,"3560","Alive",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"7139","LAZY04",2014,"3562","Alive",NA,NA,NA,NA,NA,NA,NA,5.3,NA
"7140","LAZY04",2014,"3563","Alive",NA,NA,NA,NA,NA,NA,NA,5.8,NA
"7141","LAZY04",2014,"3564","Alive",NA,NA,NA,NA,NA,NA,NA,7.2,NA
"7142","LAZY04",2014,"3565","Alive",NA,NA,NA,NA,NA,NA,NA,10.2,NA
"7143","LAZY04",2014,"3566","Alive",NA,NA,NA,NA,NA,NA,NA,5.6,NA
"7144","LAZY04",2014,"3568","Dead",NA,NA,NA,NA,NA,NA,NA,7.1,NA
"7145","LAZY04",2014,"3569","Alive",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"7146","LAZY04",2014,"3570","Alive",NA,NA,NA,NA,NA,NA,NA,8,NA
"7147","LAZY04",2014,"3571","Alive",NA,NA,NA,NA,NA,NA,NA,6.4,NA
"7148","LAZY04",2014,"3574","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"7149","LAZY04",2014,"4686","Alive",NA,NA,NA,NA,NA,NA,NA,16,NA
"7150","LAZY04",2014,"4687","Alive",NA,NA,NA,NA,NA,NA,NA,7.4,NA
"7151","LAZY04",2014,"4688","Alive",NA,NA,NA,NA,NA,NA,NA,5.5,NA
"7152","LAZY04",2014,"4689","Alive",NA,NA,NA,NA,NA,NA,NA,6.5,NA
"7153","LAZY04",2014,"4690","Alive",NA,NA,NA,NA,NA,NA,NA,4.4,NA
"7154","LAZY04",2014,"4691","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"7155","LAZY04",2014,"4692","Alive",NA,NA,NA,NA,NA,NA,NA,8.5,NA
"7156","LAZY04",2014,"4694","Alive",NA,NA,NA,NA,NA,NA,NA,4,NA
"7157","LAZY04",2014,"4695","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"7158","LAZY04",2014,"4696","Alive",NA,NA,NA,NA,NA,NA,NA,6.6,NA
"7159","LAZY04",2014,"4697","Alive",NA,NA,NA,NA,NA,NA,NA,7.3,NA
"7160","LAZY04",2014,"4698","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7161","LAZY04",2014,"4699","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"7162","LAZY04",2014,"4700","Alive",NA,NA,NA,NA,NA,NA,NA,6,NA
"7163","LAZY04",2014,"4715","Alive",NA,NA,NA,NA,NA,NA,NA,5.9,NA
"7164","LAZY04",2014,"4716","Alive",NA,NA,NA,NA,NA,NA,NA,3.6,NA
"7165","LAZY04",2014,"6061","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7166","LAZY04",2014,"6062","Dead",NA,NA,NA,NA,NA,NA,NA,3.2,NA
"7167","LAZY04",2014,"6120","Alive",NA,NA,NA,NA,NA,NA,NA,7.6,NA
"7168","LAZY04",2014,"6130","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"7169","LAZY04",2014,"6131","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"7170","LAZY04",2014,"6162","Alive",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"7171","LAZY04",2014,"6164","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"7172","LAZY04",2014,"6166","Alive",NA,NA,NA,NA,NA,NA,NA,11.2,NA
"7173","LAZY04",2014,"6901","Alive",NA,NA,NA,NA,NA,NA,NA,12.4,NA
"7174","LAZY04",2014,"6902","Alive",NA,NA,NA,NA,NA,NA,NA,5.4,NA
"7175","LAZY04",2014,"6903","Alive",NA,NA,NA,NA,NA,NA,NA,7.1,NA
"7176","LAZY04",2014,"6904","Alive",NA,NA,NA,NA,NA,NA,NA,7.6,NA
"7177","LAZY04",2014,"6905","Dead",NA,NA,NA,NA,NA,NA,NA,2.5,NA
"7178","LAZY04",2014,"6906","Alive",NA,NA,NA,NA,NA,NA,NA,5.7,NA
"7179","LAZY04",2014,"6907","Alive",NA,NA,NA,NA,NA,NA,NA,3.2,NA
"7180","LAZY04",2014,"6908","Alive",NA,NA,NA,NA,NA,NA,NA,6.6,NA
"7181","LAZY04",2014,"6909","Alive",NA,NA,NA,NA,NA,NA,NA,9.9,NA
"7182","LAZY04",2014,"6910","Alive",NA,NA,NA,NA,NA,NA,NA,5.6,NA
"7183","LAZY04",2014,"6911","Alive",NA,NA,NA,NA,NA,NA,NA,7.3,NA
"7184","LAZY04",2014,"6912","Alive",NA,NA,NA,NA,NA,NA,NA,13.9,NA
"7185","LAZY04",2014,"6913","Alive",NA,NA,NA,NA,NA,NA,NA,7.6,NA
"7186","LAZY04",2014,"6914","Alive",NA,NA,NA,NA,NA,NA,NA,9.6,NA
"7187","LAZY04",2014,"6915","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"7188","LAZY04",2014,"6916","Alive",NA,NA,NA,NA,NA,NA,NA,3,NA
"7189","LAZY04",2014,"6917","Alive",NA,NA,NA,NA,NA,NA,NA,10.1,NA
"7190","LAZY04",2014,"6918","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"7191","LAZY04",2014,"6919","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"7192","LAZY04",2014,"6920","Alive",NA,NA,NA,NA,NA,NA,NA,2.2,NA
"7193","LAZY04",2014,"721","Alive",NA,NA,NA,NA,NA,NA,NA,4.8,NA
"7194","LAZY04",2014,"7525","Alive",NA,NA,NA,NA,NA,NA,NA,3.4,NA
"7195","LAZY04",2014,"7528","Alive",NA,NA,NA,NA,NA,NA,NA,4.5,NA
"7196","LAZY04",2014,"7533","Alive",NA,NA,NA,NA,NA,NA,NA,9.4,NA
