"","plot","year","tag","status","LIDE","QUAG","QUAG x QUWI","QUCH","QUKE","QUKE X QUAG","QUWI","UMCA","Unknown sp."
"1150","ANN33",2004,"3006","Alive",NA,NA,NA,NA,NA,NA,NA,30.9,NA
"1151","ANN33",2004,"3007","Alive",NA,NA,NA,NA,NA,NA,NA,11.7,NA
"1152","ANN33",2004,"3008","Alive",NA,NA,NA,NA,NA,NA,NA,11.2,NA
"1153","ANN33",2004,"3009","Alive",NA,NA,NA,NA,NA,NA,NA,11.9,NA
"1154","ANN33",2004,"3010","Alive",NA,NA,NA,NA,NA,NA,NA,20.6,NA
"1155","ANN33",2004,"3011","Alive",NA,NA,NA,NA,NA,NA,NA,13,NA
"1156","ANN33",2004,"3012","Alive",NA,NA,NA,NA,NA,NA,NA,12.9,NA
"1157","ANN33",2004,"3013","Alive",NA,NA,NA,NA,NA,NA,NA,15.8,NA
"1158","ANN33",2004,"3014","Alive",NA,NA,NA,NA,NA,NA,NA,17,NA
"1159","ANN33",2004,"3015","Alive",NA,NA,NA,NA,NA,NA,NA,17.9,NA
"1160","ANN33",2004,"3016","Alive",NA,NA,NA,NA,NA,NA,NA,25,NA
"1161","ANN33",2004,"3017","Alive",NA,NA,NA,NA,NA,NA,NA,12.3,NA
"1162","ANN33",2004,"3018","Alive",NA,NA,NA,NA,NA,NA,NA,18.9,NA
"1163","ANN33",2004,"3019","Alive",NA,NA,NA,NA,NA,NA,NA,11.2,NA
"1164","ANN33",2004,"3020","Alive",NA,NA,NA,NA,NA,NA,NA,18.9,NA
"1165","ANN33",2004,"3021","Alive",NA,NA,NA,NA,NA,NA,NA,10.1,NA
"1166","ANN33",2004,"3022","Alive",NA,NA,NA,NA,NA,NA,NA,16.5,NA
"1167","ANN33",2004,"3023","Alive",NA,NA,NA,NA,NA,NA,NA,11,NA
"1168","ANN33",2004,"3024","Alive",NA,4.7,NA,NA,NA,NA,NA,NA,NA
"1169","ANN33",2005,"6092","Alive",NA,NA,NA,NA,NA,NA,NA,9.2,NA
"1170","ANN33",2005,"6093","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"1171","ANN33",2005,"6094","Alive",NA,NA,NA,NA,NA,NA,NA,10,NA
"1172","ANN33",2005,"6095","Alive",NA,NA,NA,NA,NA,NA,NA,9.2,NA
"1173","ANN33",2012,"2493","Alive",NA,NA,NA,NA,NA,NA,NA,13.1,NA
"1174","ANN33",2012,"2494","Alive",NA,NA,NA,NA,NA,NA,NA,10.5,NA
"1175","ANN33",2012,"2495","Alive",NA,NA,NA,NA,NA,NA,NA,14.4,NA
"1176","ANN33",2012,"2496","Alive",NA,NA,NA,NA,NA,NA,NA,16.7,NA
"1177","ANN33",2012,"2497","Alive",NA,NA,NA,NA,NA,NA,NA,20.8,NA
"1178","ANN33",2012,"2498","Alive",NA,NA,NA,NA,NA,NA,NA,8.4,NA
"1179","ANN33",2012,"3001","Alive",NA,NA,NA,NA,NA,NA,NA,21.8,NA
"1180","ANN33",2012,"3003","Alive",NA,NA,NA,NA,NA,NA,NA,13.8,NA
"1181","ANN33",2012,"3004","Alive",NA,NA,NA,NA,NA,NA,NA,21.9,NA
"1182","ANN33",2012,"3005","Alive",NA,NA,NA,NA,NA,NA,NA,11.8,NA
"1183","ANN33",2012,"3006","Alive",NA,NA,NA,NA,NA,NA,NA,33.4,NA
"1184","ANN33",2012,"3007","Alive",NA,NA,NA,NA,NA,NA,NA,12.3,NA
"1185","ANN33",2012,"3008","Alive",NA,NA,NA,NA,NA,NA,NA,11.5,NA
"1186","ANN33",2012,"3009","Alive",NA,NA,NA,NA,NA,NA,NA,12.5,NA
"1187","ANN33",2012,"3010","Alive",NA,NA,NA,NA,NA,NA,NA,22,NA
"1188","ANN33",2012,"3011","Alive",NA,NA,NA,NA,NA,NA,NA,13.1,NA
"1189","ANN33",2012,"3012","Alive",NA,NA,NA,NA,NA,NA,NA,13.8,NA
"1190","ANN33",2012,"3013","Alive",NA,NA,NA,NA,NA,NA,NA,16.3,NA
"1191","ANN33",2012,"3014","Alive",NA,NA,NA,NA,NA,NA,NA,17.8,NA
"1192","ANN33",2012,"3015","Alive",NA,NA,NA,NA,NA,NA,NA,18,NA
"1193","ANN33",2012,"3016","Alive",NA,NA,NA,NA,NA,NA,NA,25.9,NA
"1194","ANN33",2012,"3017","Alive",NA,NA,NA,NA,NA,NA,NA,12.7,NA
"1195","ANN33",2012,"3018","Alive",NA,NA,NA,NA,NA,NA,NA,19.1,NA
"1196","ANN33",2012,"3019","Alive",NA,NA,NA,NA,NA,NA,NA,10.7,NA
"1197","ANN33",2012,"3020","Alive",NA,NA,NA,NA,NA,NA,NA,20.1,NA
"1198","ANN33",2012,"3021","Alive",NA,NA,NA,NA,NA,NA,NA,10,NA
"1199","ANN33",2012,"3022","Alive",NA,NA,NA,NA,NA,NA,NA,17.1,NA
"1200","ANN33",2012,"3023","Alive",NA,NA,NA,NA,NA,NA,NA,10.9,NA
"1201","ANN33",2012,"3024","Alive",NA,6.3,NA,NA,NA,NA,NA,NA,NA
"1202","ANN33",2012,"6092","Alive",NA,NA,NA,NA,NA,NA,NA,9.3,NA
"1203","ANN33",2012,"6093","Alive",NA,NA,NA,NA,NA,NA,NA,2.1,NA
"1204","ANN33",2012,"6094","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"1205","ANN33",2012,"6095","Alive",NA,NA,NA,NA,NA,NA,NA,9.3,NA
"1206","ANN33",2014,"2493","Alive",NA,NA,NA,NA,NA,NA,NA,13.3,NA
"1207","ANN33",2014,"2494","Dead",NA,NA,NA,NA,NA,NA,NA,10.9,NA
"1208","ANN33",2014,"2495","Alive",NA,NA,NA,NA,NA,NA,NA,14.7,NA
"1209","ANN33",2014,"2496","Alive",NA,NA,NA,NA,NA,NA,NA,17.1,NA
"1210","ANN33",2014,"2497","Alive",NA,NA,NA,NA,NA,NA,NA,21.4,NA
"1211","ANN33",2014,"2498","Alive",NA,NA,NA,NA,NA,NA,NA,8.2,NA
"1212","ANN33",2014,"3001","Alive",NA,NA,NA,NA,NA,NA,NA,22.1,NA
"1213","ANN33",2014,"3003","Alive",NA,NA,NA,NA,NA,NA,NA,13.9,NA
"1214","ANN33",2014,"3004","Alive",NA,NA,NA,NA,NA,NA,NA,23.3,NA
"1215","ANN33",2014,"3005","Alive",NA,NA,NA,NA,NA,NA,NA,12.1,NA
"1216","ANN33",2014,"3006","Alive",NA,NA,NA,NA,NA,NA,NA,33.7,NA
"1217","ANN33",2014,"3007","Alive",NA,NA,NA,NA,NA,NA,NA,12.3,NA
"1218","ANN33",2014,"3008","Alive",NA,NA,NA,NA,NA,NA,NA,11.4,NA
"1219","ANN33",2014,"3009","Alive",NA,NA,NA,NA,NA,NA,NA,13.4,NA
"1220","ANN33",2014,"3010","Alive",NA,NA,NA,NA,NA,NA,NA,23,NA
"1221","ANN33",2014,"3011","Alive",NA,NA,NA,NA,NA,NA,NA,13.3,NA
"1222","ANN33",2014,"3013","Alive",NA,NA,NA,NA,NA,NA,NA,16.8,NA
"1223","ANN33",2014,"3014","Alive",NA,NA,NA,NA,NA,NA,NA,18.7,NA
"1224","ANN33",2014,"3015","Alive",NA,NA,NA,NA,NA,NA,NA,18,NA
"1225","ANN33",2014,"3016","Alive",NA,NA,NA,NA,NA,NA,NA,26.7,NA
"1226","ANN33",2014,"3017","Alive",NA,NA,NA,NA,NA,NA,NA,13,NA
"1227","ANN33",2014,"3018","Alive",NA,NA,NA,NA,NA,NA,NA,19.9,NA
"1228","ANN33",2014,"3019","Alive",NA,NA,NA,NA,NA,NA,NA,11.3,NA
"1229","ANN33",2014,"3020","Alive",NA,NA,NA,NA,NA,NA,NA,20.4,NA
"1230","ANN33",2014,"3021","Dead",NA,NA,NA,NA,NA,NA,NA,10.2,NA
"1231","ANN33",2014,"3022","Alive",NA,NA,NA,NA,NA,NA,NA,17.3,NA
"1232","ANN33",2014,"3023","Alive",NA,NA,NA,NA,NA,NA,NA,10.8,NA
"1233","ANN33",2014,"3024","Alive",NA,6.2,NA,NA,NA,NA,NA,NA,NA
"1234","ANN33",2014,"6092","Alive",NA,NA,NA,NA,NA,NA,NA,9.3,NA
"1235","ANN33",2014,"6093","Alive",NA,NA,NA,NA,NA,NA,NA,2,NA
"1236","ANN33",2014,"6094","Alive",NA,NA,NA,NA,NA,NA,NA,9.9,NA
"1237","ANN33",2014,"6095","Alive",NA,NA,NA,NA,NA,NA,NA,9.6,NA
"1238","ANN34",2004,"1255","Alive",NA,NA,NA,NA,NA,NA,NA,9.2,NA
"1239","ANN34",2004,"2453","Alive",NA,NA,NA,NA,NA,NA,NA,6.6,NA
"1240","ANN34",2004,"2454","Alive",NA,NA,NA,NA,NA,NA,NA,18.1,NA
"1241","ANN34",2004,"2455","Alive",NA,NA,NA,NA,NA,NA,NA,14.9,NA
"1242","ANN34",2004,"2456","Alive",NA,NA,NA,NA,NA,NA,NA,12,NA
"1243","ANN34",2004,"2457","Alive",NA,NA,NA,NA,NA,NA,NA,14.8,NA
"1244","ANN34",2004,"2458","Alive",NA,NA,NA,NA,NA,NA,NA,24,NA
"1245","ANN34",2004,"2459","Alive",NA,NA,NA,NA,NA,NA,NA,30.2,NA
"1246","ANN34",2004,"2460","Alive",NA,NA,NA,NA,NA,NA,NA,16.5,NA
"1247","ANN34",2004,"2461","Alive",NA,NA,NA,NA,NA,NA,NA,13.6,NA
"1248","ANN34",2004,"2462","Alive",NA,NA,NA,NA,NA,NA,NA,15.3,NA
"1249","ANN34",2004,"2463","Alive",NA,NA,NA,NA,NA,NA,NA,12.4,NA
"1250","ANN34",2004,"2464","Alive",NA,NA,NA,NA,NA,NA,NA,11.7,NA
"1251","ANN34",2004,"2465","Alive",NA,NA,NA,NA,NA,NA,NA,12.5,NA
"1252","ANN34",2004,"2466","Alive",NA,NA,NA,NA,NA,NA,NA,25.7,NA
"1253","ANN34",2004,"2467","Alive",NA,NA,NA,NA,NA,NA,NA,12,NA
"1254","ANN34",2004,"2468","Alive",NA,NA,NA,NA,NA,NA,NA,9.6,NA
"1255","ANN34",2011,"5264","Alive",NA,NA,NA,NA,NA,NA,NA,3.3,NA
"1256","ANN34",2012,"1255","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"1257","ANN34",2012,"2453","Alive",NA,NA,NA,NA,NA,NA,NA,6.7,NA
"1258","ANN34",2012,"2454","Alive",NA,NA,NA,NA,NA,NA,NA,18.6,NA
"1259","ANN34",2012,"2455","Alive",NA,NA,NA,NA,NA,NA,NA,15.1,NA
"1260","ANN34",2012,"2456","Alive",NA,NA,NA,NA,NA,NA,NA,12.5,NA
"1261","ANN34",2012,"2457","Alive",NA,NA,NA,NA,NA,NA,NA,14.9,NA
"1262","ANN34",2012,"2458","Alive",NA,NA,NA,NA,NA,NA,NA,24.7,NA
"1263","ANN34",2012,"2459","Alive",NA,NA,NA,NA,NA,NA,NA,32.7,NA
"1264","ANN34",2012,"2460","Alive",NA,NA,NA,NA,NA,NA,NA,16.7,NA
"1265","ANN34",2012,"2461","Alive",NA,NA,NA,NA,NA,NA,NA,13.7,NA
"1266","ANN34",2012,"2462","Alive",NA,NA,NA,NA,NA,NA,NA,15,NA
"1267","ANN34",2012,"2463","Alive",NA,NA,NA,NA,NA,NA,NA,12.5,NA
"1268","ANN34",2012,"2464","Alive",NA,NA,NA,NA,NA,NA,NA,13.4,NA
"1269","ANN34",2012,"2465","Alive",NA,NA,NA,NA,NA,NA,NA,12.9,NA
"1270","ANN34",2012,"2466","Alive",NA,NA,NA,NA,NA,NA,NA,26.7,NA
"1271","ANN34",2012,"2468","Alive",NA,NA,NA,NA,NA,NA,NA,9.4,NA
"1272","ANN34",2012,"5264","Alive",NA,NA,NA,NA,NA,NA,NA,3.5,NA
"1273","ANN34",2012,"6189","Alive",NA,NA,NA,NA,NA,NA,NA,2.6,NA
"1274","ANN34",2014,"1255","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"1275","ANN34",2014,"2453","Dead",NA,NA,NA,NA,NA,NA,NA,7,NA
"1276","ANN34",2014,"2454","Alive",NA,NA,NA,NA,NA,NA,NA,18.9,NA
"1277","ANN34",2014,"2455","Alive",NA,NA,NA,NA,NA,NA,NA,15.5,NA
"1278","ANN34",2014,"2456","Alive",NA,NA,NA,NA,NA,NA,NA,12.5,NA
"1279","ANN34",2014,"2457","Alive",NA,NA,NA,NA,NA,NA,NA,14.8,NA
"1280","ANN34",2014,"2458","Alive",NA,NA,NA,NA,NA,NA,NA,25.1,NA
"1281","ANN34",2014,"2459","Alive",NA,NA,NA,NA,NA,NA,NA,33.3,NA
"1282","ANN34",2014,"2460","Alive",NA,NA,NA,NA,NA,NA,NA,16.6,NA
"1283","ANN34",2014,"2461","Alive",NA,NA,NA,NA,NA,NA,NA,13.5,NA
"1284","ANN34",2014,"2462","Alive",NA,NA,NA,NA,NA,NA,NA,15.3,NA
"1285","ANN34",2014,"2463","Alive",NA,NA,NA,NA,NA,NA,NA,12.6,NA
"1286","ANN34",2014,"2464","Alive",NA,NA,NA,NA,NA,NA,NA,12.8,NA
"1287","ANN34",2014,"2465","Alive",NA,NA,NA,NA,NA,NA,NA,13,NA
"1288","ANN34",2014,"2466","Alive",NA,NA,NA,NA,NA,NA,NA,28,NA
"1289","ANN34",2014,"2468","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"1290","ANN34",2014,"5264","Alive",NA,NA,NA,NA,NA,NA,NA,3.6,NA
"1291","ANN34",2014,"6189","Alive",NA,NA,NA,NA,NA,NA,NA,2.6,NA
"1292","ANN35",2004,"2490","Alive",NA,NA,NA,NA,NA,NA,NA,16.2,NA
"1293","ANN35",2004,"2491","Alive",NA,NA,NA,NA,NA,NA,NA,18,NA
"1294","ANN35",2004,"2492","Alive",NA,NA,NA,NA,NA,NA,NA,25.7,NA
"1295","ANN35",2012,"2490","Alive",NA,NA,NA,NA,NA,NA,NA,19,NA
"1296","ANN35",2012,"2491","Alive",NA,NA,NA,NA,NA,NA,NA,19.7,NA
"1297","ANN35",2012,"2492","Alive",NA,NA,NA,NA,NA,NA,NA,26.7,NA
"1298","ANN35",2014,"2490","Alive",NA,NA,NA,NA,NA,NA,NA,22.3,NA
"1299","ANN35",2014,"2491","Alive",NA,NA,NA,NA,NA,NA,NA,20.4,NA
"1300","ANN35",2014,"2492","Alive",NA,NA,NA,NA,NA,NA,NA,26.8,NA
"1301","ANN36",2004,"3086","Alive",NA,NA,NA,NA,NA,NA,NA,21,NA
"1302","ANN36",2004,"3087","Alive",NA,NA,NA,NA,NA,NA,NA,12.1,NA
"1303","ANN36",2004,"3088","Alive",NA,NA,NA,NA,NA,NA,NA,8.1,NA
"1304","ANN36",2004,"3089","Alive",NA,NA,NA,NA,NA,NA,NA,22.9,NA
"1305","ANN36",2004,"3090","Alive",NA,NA,NA,NA,NA,NA,NA,20.7,NA
"1306","ANN36",2004,"3091","Alive",NA,NA,NA,NA,NA,NA,NA,32.6,NA
"1307","ANN36",2004,"3092","Alive",NA,NA,NA,NA,NA,NA,NA,16.1,NA
"1308","ANN36",2004,"3093","Alive",NA,NA,NA,NA,NA,NA,NA,9,NA
"1309","ANN36",2004,"3094","Alive",NA,NA,NA,NA,NA,NA,NA,4.4,NA
"1310","ANN36",2004,"3095","Alive",NA,NA,NA,NA,NA,NA,NA,8.3,NA
"1311","ANN36",2004,"3098","Alive",NA,NA,NA,NA,NA,NA,NA,13.4,NA
"1312","ANN36",2004,"3099","Alive",NA,NA,NA,NA,NA,NA,NA,11.3,NA
"1313","ANN36",2004,"3100","Alive",NA,NA,NA,NA,NA,NA,NA,16.3,NA
"1314","ANN36",2004,"3101","Alive",NA,NA,NA,NA,NA,NA,NA,18.3,NA
"1315","ANN36",2004,"3102","Alive",NA,NA,NA,NA,NA,NA,NA,8.5,NA
"1316","ANN36",2004,"3103","Alive",NA,NA,NA,NA,NA,NA,NA,15.7,NA
"1317","ANN36",2005,"1133","Alive",NA,18.8,NA,NA,NA,NA,NA,NA,NA
"1318","ANN36",2005,"1134","Alive",NA,13,NA,NA,NA,NA,NA,NA,NA
"1319","ANN36",2005,"1135","Alive",NA,12.5,NA,NA,NA,NA,NA,NA,NA
"1320","ANN36",2005,"1136","Alive",NA,17.7,NA,NA,NA,NA,NA,NA,NA
"1321","ANN36",2005,"1137","Alive",NA,19.7,NA,NA,NA,NA,NA,NA,NA
"1322","ANN36",2005,"1138","Alive",NA,24.3,NA,NA,NA,NA,NA,NA,NA
"1323","ANN36",2005,"1139","Alive",NA,20.6,NA,NA,NA,NA,NA,NA,NA
"1324","ANN36",2005,"6098","Alive",NA,NA,NA,NA,NA,NA,NA,18.2,NA
"1325","ANN36",2005,"6099","Alive",NA,NA,NA,NA,NA,NA,NA,19.9,NA
"1326","ANN36",2012,"1133","Alive",NA,19.9,NA,NA,NA,NA,NA,NA,NA
"1327","ANN36",2012,"1134","Alive",NA,13,NA,NA,NA,NA,NA,NA,NA
"1328","ANN36",2012,"1135","Alive",NA,12.7,NA,NA,NA,NA,NA,NA,NA
"1329","ANN36",2012,"1136","Alive",NA,20,NA,NA,NA,NA,NA,NA,NA
"1330","ANN36",2012,"1137","Alive",NA,20.1,NA,NA,NA,NA,NA,NA,NA
"1331","ANN36",2012,"1138","Alive",NA,27.6,NA,NA,NA,NA,NA,NA,NA
"1332","ANN36",2012,"1139","Alive",NA,22.1,NA,NA,NA,NA,NA,NA,NA
"1333","ANN36",2012,"3086","Alive",NA,NA,NA,NA,NA,NA,NA,21.4,NA
"1334","ANN36",2012,"3087","Alive",NA,NA,NA,NA,NA,NA,NA,13.1,NA
"1335","ANN36",2012,"3088","Alive",NA,NA,NA,NA,NA,NA,NA,9.4,NA
"1336","ANN36",2012,"3089","Alive",NA,NA,NA,NA,NA,NA,NA,25.9,NA
"1337","ANN36",2012,"3090","Alive",NA,NA,NA,NA,NA,NA,NA,21.8,NA
"1338","ANN36",2012,"3091","Alive",NA,NA,NA,NA,NA,NA,NA,34.9,NA
"1339","ANN36",2012,"3092","Alive",NA,NA,NA,NA,NA,NA,NA,18.9,NA
"1340","ANN36",2012,"3093","Alive",NA,NA,NA,NA,NA,NA,NA,9.1,NA
"1341","ANN36",2012,"3094","Alive",NA,NA,NA,NA,NA,NA,NA,8.1,NA
"1342","ANN36",2012,"3095","Alive",NA,NA,NA,NA,NA,NA,NA,9.4,NA
"1343","ANN36",2012,"3098","Alive",NA,NA,NA,NA,NA,NA,NA,13.9,NA
"1344","ANN36",2012,"3099","Alive",NA,NA,NA,NA,NA,NA,NA,12.2,NA
"1345","ANN36",2012,"3100","Alive",NA,NA,NA,NA,NA,NA,NA,16.8,NA
"1346","ANN36",2012,"3101","Alive",NA,NA,NA,NA,NA,NA,NA,19.1,NA
"1347","ANN36",2012,"3102","Alive",NA,NA,NA,NA,NA,NA,NA,8.8,NA
"1348","ANN36",2012,"3103","Alive",NA,NA,NA,NA,NA,NA,NA,17.9,NA
"1349","ANN36",2012,"6098","Alive",NA,NA,NA,NA,NA,NA,NA,18.4,NA
"1350","ANN36",2012,"6099","Alive",NA,NA,NA,NA,NA,NA,NA,19.3,NA
"1351","ANN36",2014,"1133","Alive",NA,20.8,NA,NA,NA,NA,NA,NA,NA
"1352","ANN36",2014,"1134","Alive",NA,13.5,NA,NA,NA,NA,NA,NA,NA
"1353","ANN36",2014,"1135","Dead",NA,13,NA,NA,NA,NA,NA,NA,NA
"1354","ANN36",2014,"1136","Alive",NA,19.9,NA,NA,NA,NA,NA,NA,NA
"1355","ANN36",2014,"1137","Alive",NA,20.4,NA,NA,NA,NA,NA,NA,NA
"1356","ANN36",2014,"1138","Alive",NA,28.1,NA,NA,NA,NA,NA,NA,NA
"1357","ANN36",2014,"1139","Alive",NA,22.9,NA,NA,NA,NA,NA,NA,NA
"1358","ANN36",2014,"3086","Alive",NA,NA,NA,NA,NA,NA,NA,21.5,NA
"1359","ANN36",2014,"3087","Alive",NA,NA,NA,NA,NA,NA,NA,13.8,NA
"1360","ANN36",2014,"3088","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"1361","ANN36",2014,"3089","Alive",NA,NA,NA,NA,NA,NA,NA,25.5,NA
"1362","ANN36",2014,"3090","Alive",NA,NA,NA,NA,NA,NA,NA,22,NA
"1363","ANN36",2014,"3091","Alive",NA,NA,NA,NA,NA,NA,NA,34.9,NA
"1364","ANN36",2014,"3092","Alive",NA,NA,NA,NA,NA,NA,NA,19.2,NA
"1365","ANN36",2014,"3093","Alive",NA,NA,NA,NA,NA,NA,NA,9.1,NA
"1366","ANN36",2014,"3094","Alive",NA,NA,NA,NA,NA,NA,NA,7.8,NA
"1367","ANN36",2014,"3095","Alive",NA,NA,NA,NA,NA,NA,NA,9.5,NA
"1368","ANN36",2014,"3098","Alive",NA,NA,NA,NA,NA,NA,NA,14.1,NA
"1369","ANN36",2014,"3099","Alive",NA,NA,NA,NA,NA,NA,NA,12.2,NA
"1370","ANN36",2014,"3100","Alive",NA,NA,NA,NA,NA,NA,NA,16.9,NA
"1371","ANN36",2014,"3101","Alive",NA,NA,NA,NA,NA,NA,NA,19.1,NA
"1372","ANN36",2014,"3102","Alive",NA,NA,NA,NA,NA,NA,NA,9.4,NA
"1373","ANN36",2014,"3103","Alive",NA,NA,NA,NA,NA,NA,NA,19.6,NA
"1374","ANN36",2014,"6098","Alive",NA,NA,NA,NA,NA,NA,NA,17.8,NA
"1375","ANN36",2014,"6099","Alive",NA,NA,NA,NA,NA,NA,NA,19.2,NA
"1376","ANN37",2004,"3181","Alive",NA,NA,NA,NA,NA,NA,NA,9,NA
"1377","ANN37",2004,"3182","Alive",NA,NA,NA,NA,NA,NA,NA,10.1,NA
"1378","ANN37",2004,"3183","Alive",NA,NA,NA,NA,NA,NA,NA,11.9,NA
"1379","ANN37",2004,"3184","Alive",NA,NA,NA,NA,NA,NA,NA,17.6,NA
"1380","ANN37",2004,"3185","Alive",NA,NA,NA,NA,NA,NA,NA,13.1,NA
"1381","ANN37",2004,"3186","Alive",NA,NA,NA,NA,NA,NA,NA,9.7,NA
"1382","ANN37",2004,"3187","Alive",NA,NA,NA,NA,NA,NA,NA,16.7,NA
"1383","ANN37",2004,"3188","Alive",NA,NA,NA,NA,NA,NA,NA,13.4,NA
"1384","ANN37",2004,"3189","Alive",NA,NA,NA,NA,NA,NA,NA,9.7,NA
"1385","ANN37",2004,"3190","Alive",NA,NA,NA,NA,NA,NA,NA,3.1,NA
"1386","ANN37",2004,"3191","Alive",NA,NA,NA,NA,NA,NA,NA,8.2,NA
"1387","ANN37",2004,"3192","Alive",NA,NA,NA,NA,NA,NA,NA,4.1,NA
"1388","ANN37",2004,"3193","Alive",NA,NA,NA,NA,NA,NA,NA,2.7,NA
"1389","ANN37",2004,"3194","Alive",NA,NA,NA,NA,NA,NA,NA,18.5,NA
"1390","ANN37",2004,"3195","Alive",NA,NA,NA,NA,NA,NA,NA,18.6,NA
"1391","ANN37",2004,"3196","Alive",NA,NA,NA,NA,NA,NA,NA,8,NA
"1392","ANN37",2004,"3197","Alive",NA,NA,NA,NA,NA,NA,NA,13.2,NA
"1393","ANN37",2004,"3198","Alive",NA,NA,NA,NA,NA,NA,NA,20.9,NA
"1394","ANN37",2004,"3199","Alive",NA,NA,NA,NA,21.2,NA,NA,NA,NA
"1395","ANN37",2004,"3200","Alive",NA,NA,NA,NA,23.1,NA,NA,NA,NA
"1396","ANN37",2004,"3201","Alive",NA,NA,NA,NA,26.3,NA,NA,NA,NA
"1397","ANN37",2004,"3202","Alive",NA,NA,NA,NA,14.4,NA,NA,NA,NA
"1398","ANN37",2004,"3203","Dead",NA,NA,NA,NA,16.3,NA,NA,NA,NA
"1399","ANN37",2004,"3204","Alive",NA,NA,NA,NA,16.5,NA,NA,NA,NA
"1400","ANN37",2004,"3205","Alive",NA,NA,NA,NA,18.1,NA,NA,NA,NA
"1401","ANN37",2004,"3206","Alive",NA,NA,NA,NA,15.3,NA,NA,NA,NA
"1402","ANN37",2004,"3207","Alive",NA,NA,NA,NA,21.4,NA,NA,NA,NA
"1403","ANN37",2004,"3208","Alive",NA,NA,NA,NA,18.1,NA,NA,NA,NA
"1404","ANN37",2004,"3209","Alive",NA,NA,NA,NA,16.2,NA,NA,NA,NA
"1405","ANN37",2005,"6083","Alive",NA,NA,NA,NA,NA,NA,NA,15.2,NA
"1406","ANN37",2005,"6084","Alive",NA,NA,NA,NA,NA,NA,NA,24.3,NA
"1407","ANN37",2005,"6085","Alive",NA,NA,NA,NA,NA,NA,NA,9.8,NA
"1408","ANN37",2005,"6086","Alive",NA,NA,NA,NA,NA,NA,NA,12.2,NA
"1409","ANN37",2005,"6087","Alive",NA,NA,NA,NA,NA,NA,NA,7.7,NA
"1410","ANN37",2005,"6088","Alive",NA,NA,NA,NA,NA,NA,NA,12.2,NA
"1411","ANN37",2005,"6089","Alive",NA,NA,NA,NA,NA,NA,NA,14,NA
"1412","ANN37",2005,"6090","Alive",NA,NA,NA,NA,NA,NA,NA,4.8,NA
"1413","ANN37",2005,"6091","Alive",NA,NA,NA,NA,NA,NA,NA,18.4,NA
"1414","ANN37",2010,"4752","Alive",NA,NA,NA,NA,NA,NA,NA,2.8,NA
"1415","ANN37",2012,"3181","Alive",NA,NA,NA,NA,NA,NA,NA,9.9,NA
"1416","ANN37",2012,"3182","Alive",NA,NA,NA,NA,NA,NA,NA,10.9,NA
"1417","ANN37",2012,"3183","Alive",NA,NA,NA,NA,NA,NA,NA,12.3,NA
"1418","ANN37",2012,"3184","Alive",NA,NA,NA,NA,NA,NA,NA,18.8,NA
"1419","ANN37",2012,"3185","Alive",NA,NA,NA,NA,NA,NA,NA,12.9,NA
"1420","ANN37",2012,"3186","Dead",NA,NA,NA,NA,NA,NA,NA,9.4,NA
"1421","ANN37",2012,"3187","Alive",NA,NA,NA,NA,NA,NA,NA,18.3,NA
"1422","ANN37",2012,"3188","Alive",NA,NA,NA,NA,NA,NA,NA,13.7,NA
"1423","ANN37",2012,"3189","Alive",NA,NA,NA,NA,NA,NA,NA,10.1,NA
"1424","ANN37",2012,"3190","Alive",NA,NA,NA,NA,NA,NA,NA,3.1,NA
"1425","ANN37",2012,"3191","Alive",NA,NA,NA,NA,NA,NA,NA,8.6,NA
"1426","ANN37",2012,"3192","Alive",NA,NA,NA,NA,NA,NA,NA,4.2,NA
"1427","ANN37",2012,"3193","Alive",NA,NA,NA,NA,NA,NA,NA,2.9,NA
"1428","ANN37",2012,"3194","Alive",NA,NA,NA,NA,NA,NA,NA,19.7,NA
"1429","ANN37",2012,"3195","Alive",NA,NA,NA,NA,NA,NA,NA,19.5,NA
"1430","ANN37",2012,"3196","Alive",NA,NA,NA,NA,NA,NA,NA,9,NA
"1431","ANN37",2012,"3197","Alive",NA,NA,NA,NA,NA,NA,NA,14.2,NA
"1432","ANN37",2012,"3198","Alive",NA,NA,NA,NA,NA,NA,NA,22.7,NA
"1433","ANN37",2012,"3199","Alive",NA,NA,NA,NA,23.4,NA,NA,NA,NA
"1434","ANN37",2012,"3200","Alive",NA,NA,NA,NA,25.4,NA,NA,NA,NA
"1435","ANN37",2012,"3201","Alive",NA,NA,NA,NA,27.4,NA,NA,NA,NA
"1436","ANN37",2012,"3202","Alive",NA,NA,NA,NA,16.3,NA,NA,NA,NA
"1437","ANN37",2012,"3203","Dead",NA,NA,NA,NA,8.7,NA,NA,NA,NA
"1438","ANN37",2012,"3204","Alive",NA,NA,NA,NA,18,NA,NA,NA,NA
"1439","ANN37",2012,"3205","Alive",NA,NA,NA,NA,20.2,NA,NA,NA,NA
"1440","ANN37",2012,"3207","Alive",NA,NA,NA,NA,22.2,NA,NA,NA,NA
