"plotid","X","Y","ppt04dys_r","ppt05dys_r","ppt06dys_r","ppt07dys_r","ppt08dys_r","ppt09dys_r","ppt10dys_r","ppt11dys_r","ppt12dys_r","ppt14dys_r","dys04c2d","dys04a3d","dys05a2d","dys05a3d","dys06b2d","dys06b3d","dys07a2d","dys07c3d","dys08c2d","dys08a3d","dys09a2d","dys09b3d","dys10c2d","dys10a3d","dys11b2d","dys11a3d","dys12b2d","dys12d3d","dys14a2d","dys14b3d","ppt04dys_v","ppt05dys_v","ppt06dys_v","ppt07dys_v","ppt08dys_v","ppt09dys_v","ppt10dys_v","ppt11dys_v","ppt12dys_v","ppt14dys_v","ppt04tot_r","ppt05tot_r","ppt06tot_r","ppt07tot_r","ppt08tot_r","ppt09tot_r","ppt10tot_r","ppt11tot_r","ppt12tot_r","ppt14tot_r","ppt04b2d","ppt04a3d","ppt05a2d","ppt05c3d","ppt06a2d","ppt06b3d","ppt07c2d","ppt07a3d","ppt08c2d","ppt08e3d","ppt09b2d","ppt09a3d","ppt10b2d","ppt10a3d","ppt11b2d","ppt11b3d","ppt12c2d","ppt12b3d","ppt14b2d","ppt14b3d","ppt04tot_v","ppt05tot_v","ppt06tot_v","ppt07tot_v","ppt08tot_v","ppt09tot_v","ppt10tot_v","ppt11tot_v","ppt12tot_v","ppt14tot_v","pptsum04","pptsum05","pptsum06","pptsum07","pptsum08","pptsum09","pptsum10"
"JROTH03",536353,4244964,13.068069323026,-77.271888162532,35.2108484625211,-49.1118755373814,8.13506281163933,-6.51774486557964,6.79000727664563,-45.7876096905728,-62.7240785196491,-42.5266611489792,48.88587,60.17967,80.07713,74.1293,95.04131,87.29697,53.24461,53.03318,62.48836,59.1346,62.17325,65.02357,82.64698,81.39397,71.25193,79.28118,46.9807,53.67236,33.0069,40.8576,12,82,104,45,46,66,85,86,52,33,781.666596326997,4653.75377308834,1367.80319798214,346.816206890112,557.148667760809,770.506683599424,730.531296962509,730.531296962509,730.987261859048,564.769548179573,557.0761,610.4157,931.366,925.485,998.1378,1041.881,522.0927,515.9567,596.3821,645.7708,665.7937,538.2054,856.4692,830.7443,928.1778,874.6663,616.9609,600.5859,602.0081,611.2803,393.799212,991.362,758.952,374.142,697.738,580.136,894.3,1178.4,698.6,642.6,1438.099967,1383.909981,1965.439968,958.799997,946.219976,900.969986,1543.039982
"JROTH04",536242,4244457,13.9974218414469,-76.6892068787934,34.8863974726745,-48.4297085399558,8.02968581647514,-6.89747466958659,6.55683478901988,-44.7241507941091,-61.6258618178292,-42.1396667559308,46.89066,59.89638,80.36562,74.50597,93.78478,87.26965,53.16115,53.0479,61.61208,58.85052,61.64819,64.80305,81.38668,81.21838,71.35458,79.48872,45.69107,53.47007,33.68858,41.28041,12,82,104,45,46,51,85,86,52,33,776.079511950774,4648.45138603856,1398.52989981886,343.988834925862,547.652427426329,748.353072007556,722.415741172061,722.415741172061,718.213751038155,546.223225802373,548.1179,571.3731,939.9834,929.3568,980.98,1017.952,517.347,521.9305,599.5352,641.1339,660.465,531.691,846.7138,824.5654,873.4333,828.4783,600.474,595.8147,590.4225,614.9694,393.799212,991.362,758.952,374.142,697.738,410.21,894.3,1178.4,698.6,642.6,1410.520012,1360.820015,1929.999989,937.280005,930.719995,886.27001,1495.400017
"JROTH05",535897,4243994,15.7214960393494,-76.1264435798099,34.5037855566539,-47.2647375207112,7.98020351824598,-7.27523703471316,6.42226200124454,-42.7876452887477,-59.6353049942431,-41.6713302998621,43.76961,59.36306,80.31052,74.51216,92.04533,87.23408,52.99039,53.03763,61.22332,59.32386,61.07497,64.52499,80.35585,81.06438,71.05506,79.88815,44.4497,53.33921,34.1377,41.63435,12,82,104,45,46,51,90,52,52,33,781.786111598076,4637.51858403645,1479.69841296295,340.699066615221,532.209704097221,709.955278872945,715.056626323285,715.056626323285,698.131696463588,512.311399334743,524.9479,480.0222,929.3636,919.1724,962.0825,970.0559,507.104,536.3417,589.345,624.675,647.5976,523.1154,834.0221,817.1306,795.0898,766.7286,576.6245,588.245,573.2682,620.379,393.799212,991.362,758.952,374.142,697.738,410.21,833.882,368.808,698.6,642.6,1378.379995,1332.459999,1888.750013,913.49999,913.17,868.640015,1441.400009
"KLASS01",539286,4240856,23.0377659711945,-75.8841164720255,34.2323041738347,-47.9253410770365,6.59336643085932,-14.3068188897272,2.2719609377982,-41.4631558661848,-60.0589481057411,-41.5553739365288,75.3671,69.1695,77.39885,72.99772,88.87901,87.05518,55.66033,54.39329,51.64768,57.67658,63.18653,64.53483,65.48824,77.62179,77.02002,80.5059,47.51242,53.10751,48.01909,44.87961,79,81,104,59,50,66,58,82,49,44,652.035535581427,4649.18524314215,1548.56117608875,342.726996323335,516.583742936821,636.608725390664,663.388237956787,663.388237956787,666.609059904172,462.092054037852,711.4469,663.4199,922.7678,917.6046,1008.961,924.7038,586.5307,586.1085,647.8577,625.2435,656.7772,572.2255,809.4098,806.1705,984.189,957.6762,546.2941,553.7972,607.11,623.9625,681.228,936.244,758.952,599.694,714.248,629.92,815.848,1035.05,525.526,627.38,1210.490004,1246.519989,1708.43998,782.999994,830.70001,795.109985,1149.549984
"KLASS02",539093,4240567,24.4387815170385,-75.6227256531557,34.0171934061313,-47.167332986111,6.55662618010323,-14.6872068569143,2.13549787273288,-40.0990664081159,-58.7110507700972,-41.2934951776675,75.0315,69.24435,78.01508,73.21664,88.63782,87.00437,56.05098,54.60275,51.42037,57.54375,63.4099,64.6172,65.50866,77.14077,77.91366,81.16618,48.48019,53.48785,48.91744,44.95149,79,81,104,59,50,66,58,82,49,44,656.345434789536,4641.55360512328,1612.74831784018,341.022134675277,506.044525474914,608.704046418352,658.798916582356,658.798916582356,652.78131461894,437.382751240162,699.339,658.154,921.2982,914.1255,1005.471,910.7705,583.4777,580.7385,652.2001,617.592,651.4708,574.4142,809.9108,808.3204,1007.476,975.9911,537.296,543.4286,616.6485,613.9202,681.228,936.244,758.952,599.694,714.248,629.92,815.848,1035.05,525.526,627.38,1191.139987,1232.760017,1684.519997,772.120003,821.07001,786.489992,1128.450005
"KUNDE01",540727,4252409,34.8704488718362,-94.2286210397592,41.750081252285,-52.9552622313669,9.51762208970837,-14.2932745480166,6.03168342672813,-41.059501664926,-62.9812881250488,-50.4450884245755,73.41363,69.94133,64.98205,67.47402,95.26078,88.99007,46.88475,50.23055,62.43361,59.83995,73.76348,70.16672,86.03687,83.29987,65.2747,76.44124,53.69491,56.1213,45.80614,42.39024,74,72,98,49,57,72,89,80,53,38,1009.42380091515,4637.86858191455,2510.10690032738,417.204932453702,572.493153327936,620.545840595098,854.815428622777,854.815428622777,748.754877121629,404.499750207457,802.4967,793.446,750.0562,765.0562,1244.574,1215.455,456.4534,548.1394,706.4719,637.8702,535.8543,555.4878,840.4319,816.7435,799.2078,831.9709,714.187,719.2219,577.661,607.0323,727.71,742.696,1427.48,518.668,902.97,588.772,829.31,892.048,714.1,538.3,1040.409999,1061.260025,1471.230007,658.099983,721.710007,704.309988,950.539997
"KUNDE02",540932,4252254,34.6122288016821,-94.1270231787649,41.7340858118713,-53.1563240157591,9.45114598599699,-14.435772369377,5.88682108773943,-41.4179182431073,-63.367416677199,-50.4358179257803,73.99199,70.17633,65.1879,67.50256,95.12205,88.87005,46.88042,50.2369,62.04065,59.74238,73.63695,70.13493,85.86254,83.15391,65.38564,77.33502,53.55411,56.02767,46.19309,42.41907,74,72,98,49,54,72,89,80,53,38,1000.14112836671,4640.97774928519,2484.74489370148,417.091503725293,574.520102673443,626.275119789546,852.525137807075,852.525137807075,750.933703559617,410.50820915277,841.8174,817.0115,761.082,773.8287,1241.948,1210.313,457.0095,548.4607,711.1343,647.5948,535.877,555.3072,839.4401,816.4974,807.1932,833.985,714.5712,723.408,576.1129,622.0709,727.71,742.696,1427.48,518.668,651.256,588.772,829.31,892.048,714.1,538.3,1053.630006,1074.790028,1490.699974,662.380015,726.549994,713.469983,958.779984
"KUNDE03",541487,4253302,29.6044503916153,-95.5517609057866,42.7169895147408,-56.036531259955,9.69468104830386,-12.8657989102568,6.58644810305973,-46.4264176136342,-68.3561100773416,-51.6203087244309,74.44902,69.65429,59.19708,64.73343,94.91467,88.53637,44.84285,49.48081,60.35794,59.4214,74.24664,70.89433,84.72769,82.16472,62.01268,78.35658,52.19495,55.96751,47.21348,42.73346,83,51,98,49,57,79,89,80,53,47,996.731180020588,4667.42990318498,2272.70967137793,425.151011747396,614.845333532315,729.716094421551,875.450506105976,875.450506105976,804.344992856102,500.63263625772,843.9186,878.974,785.1584,785.7564,1266.595,1282.918,435.6765,576.6292,771.4463,709.971,536.201,542.8395,839.8366,810.1288,710.318,780.7858,713.8354,725.1092,587.6689,672.0263,1033.272,864.108,1427.48,518.668,902.97,507.746,829.31,892.048,714.1,684.276,1128.590013,1138.909988,1587.960001,700.149998,758.169999,756.229992,1006.459995
"KUNDE04",541228,4253406,32.4256528043255,-95.8804841133957,42.6733236138037,-54.9989810326287,9.75073709959736,-13.5148178327117,6.50377632779378,-44.1592749232863,-66.2591879618856,-51.5569835246637,72.94751,69.25826,58.93804,64.79243,95.11017,88.7631,44.72808,49.39446,60.8018,59.51635,74.36861,70.8316,84.92215,82.32156,62.04762,78.21762,52.32076,56.05529,46.70412,42.70564,83,51,98,49,57,79,89,80,53,47,1018.20332364429,4654.33064023184,2418.45657675066,425.435812033403,599.756349077157,682.861698526686,875.652935639816,875.652935639816,784.875553506535,457.395716362688,783.3044,870.8141,762.8452,768.7581,1269.753,1263.927,435.5048,562.5279,762.6514,707.8707,537.2364,545.371,842.8776,812.3678,701.9061,779.6649,714.1534,727.0283,590.3348,661.3145,1033.272,864.108,1427.48,518.668,902.97,507.746,829.31,892.048,714.1,684.276,1093.460001,1103.729988,1538.970028,685.710003,744.139994,733.129992,983.219982
"LARS01",547219,4247603,26.0921085422078,-92.1921177433373,41.8311874174898,-60.3583735186659,7.55651504842442,-18.6268538209728,1.65034962172476,-53.7241924696395,-76.7257958858178,-50.8599303361811,76.55032,71.57951,76.41968,71.85316,89.49378,87.42511,49.18254,51.73514,69.74476,63.3388,61.45654,64.23148,82.92146,80.94807,50.77388,71.81876,48.61953,54.55534,51.04064,43.82473,78,81,82,53,78,72,85,46,53,63,725.363347664595,4740.66901497939,1692.80324337679,419.142836912597,649.656436106502,827.128747561107,795.053781703352,795.053781703352,834.898543377628,615.28615860584,841.975,810.5662,1081.123,1044.289,1137.147,1157.193,515.8716,522.0382,522.1627,551.8371,462.5629,511.3028,602.7319,607.5311,553.0489,597.3765,611.8018,622.9092,451.3635,607.9767,862.584,1127.76,978.8,594.106,469.392,588.772,547.37,509.27,714.1,313.182,1230.459988,1255.210014,1712.710014,736.520014,809.739998,820.979986,1096.000011
"LAZY04",542046,4251799,32.1672604637711,-94.0623160741886,41.9298105574816,-54.8541269020952,9.20503765455107,-14.7225601111753,5.38378189517871,-44.3806002826979,-66.4688470933679,-50.7188372538574,76.21286,71.22429,65.96381,67.51768,94.31682,88.4487,46.96377,50.3258,60.68201,59.35026,72.78416,69.55109,84.46953,82.46831,65.08361,77.36881,52.80226,55.62653,48.25371,42.62892,74,72,98,49,54,72,89,80,53,38,956.230873955411,4662.32766746445,2313.96854655002,418.825293842266,594.480430915266,679.453941441655,847.998154381162,847.998154381162,774.985580236174,461.541678188609,1051.777,887.7692,828.8132,827.8597,1228.193,1207.109,464.0975,557.8149,722.8353,688.0356,531.3176,548.5076,830.9812,810.6413,819.9249,826.401,711.8135,727.2516,563.3503,652.6542,727.71,742.696,1427.48,518.668,651.256,588.772,829.31,892.048,714.1,538.3,1086.400005,1109.85001,1537.049984,673.630011,737.51998,734.609986,980.880005
"LAZY05",542168,4252310,32.1949889796078,-94.9619315468347,42.3379435137377,-55.3592890217678,9.34091024791012,-14.6101298037272,5.58167212482822,-44.8649715419841,-67.1002379747865,-51.2051138373365,76.90883,71.05369,63.71941,66.57208,94.35516,88.48516,46.30923,50.11354,60.27705,59.38863,73.30406,70.04852,84.41026,82.3233,63.8149,77.11619,52.4738,55.71959,48.39022,42.70406,74,72,98,49,57,72,89,80,53,38,969.729588028205,4664.48939367853,2332.48140751768,422.729953516782,600.78500489071,688.825199431039,857.87085004907,857.87085004907,783.595757579772,468.002836423699,1032.379,892.4955,830.5225,828.9476,1239.997,1229.759,453.1972,561.1313,746.5644,704.5487,528.8628,542.6172,828.4746,805.5716,781.7677,808.6603,711.3666,727.1704,569.2509,657.7885,727.71,742.696,1427.48,518.668,902.97,588.772,829.31,892.048,714.1,538.3,1096.880021,1117.350006,1550.429987,678.479993,741.889989,739.810012,985.810001
"LINS01",535059,4243938,18.4645268485273,-75.8885492393999,34.1635599562389,-45.4253366140077,8.12569370376413,-7.31343621672539,6.69152591174058,-39.6052727523261,-56.3378582295842,-41.2245479082151,41.09422,57.8428,79.68038,74.24679,90.38023,87.22353,52.36494,52.82746,63.40275,62.46529,60.54754,64.20943,82.27039,81.45005,68.70381,80.27911,43.12024,53.34994,32.09639,41.38877,12,80,104,45,89,51,90,52,52,33,816.080055113136,4617.41630689322,1647.71765161572,337.773355199812,509.50381774193,650.574417543412,714.25734838394,714.25734838394,669.919732321759,456.979498116049,468.3957,387.8083,882.0206,877.4523,925.0338,836.457,484.3059,566.0314,535.3648,571.2534,618.3638,512.3571,825.1961,818.3919,636.4415,643.3197,548.1226,573.339,540.7407,617.6198,393.799212,817.118,758.952,374.142,395.732,410.21,833.882,368.808,698.6,642.6,1308.169992,1266.349991,1795.800005,865.129988,872.690011,829.620007,1338.009991
"LUPIN01",539688,4241511,20.6547406232439,-76.5852118150057,34.7167037121684,-49.3808955027248,6.68813251548974,-13.6503517637738,2.54351239017337,-43.9527460874316,-62.5695857790684,-42.143162682517,76.14687,69.14053,76.02944,72.57137,89.38306,87.136,54.9767,54.00526,52.36216,57.95492,62.86016,64.40889,66.43605,78.56416,75.15742,79.23539,46.16621,52.62524,46.56163,44.92235,78,82,104,59,46,66,58,82,49,44,647.708773193373,4663.20504581743,1442.91139430681,346.771864699876,536.5046157145,687.169563671146,673.829408833801,673.829408833801,692.787648265978,506.422792633428,735.1503,676.5273,923.5251,923.1223,1016.69,970.949,591.1302,561.961,635.8185,624.8494,664.6424,566.2331,807.1008,799.8601,916.4124,903.9871,564.1241,571.0251,576.0799,631.8383,704.596,991.362,758.952,599.694,697.738,629.92,815.848,1035.05,525.526,627.38,1277.880023,1293.170013,1782.499964,825.499984,865.63,826.590006,1224.459991
"MACKI01",530845,4251593,30.4894283555227,-82.4153019709753,36.1474908711852,-42.0088424526682,9.80491790647275,-6.86326607917957,9.27615559623133,-30.3163666306812,-47.8818974018783,-43.4252785361068,58.30372,61.25191,75.36224,72.88617,88.40681,87.27382,55.82079,53.52866,58.12642,57.84654,70.57638,67.1447,85.72475,84.14162,77.18108,79.07589,79.619,69.07726,24.16165,35.96764,52,75,93,60,53,64,82,88,84,23,1066.0858446418,4536.00651713321,2507.15337305089,358.346169052476,466.784193693158,477.745967010899,791.132917058135,791.132917058135,622.772446851669,277.778112654259,588.4515,578.0578,749.4216,763.5452,1092.91,1209.047,573.3175,536.7495,533.4119,566.2478,431.5994,494.2591,745.212,743.3069,833.0089,821.2015,441.7274,462.7463,199.539,312.0365,432.308,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,966.949983,994.690014,1375.390014,630.689993,683.110007,656.879998,917.780014
"MCCOR01",539110,4259852,33.0352144231285,-104.99580187003,46.6130456813007,-57.9521453348626,11.8227108624484,-9.8126043702948,10.3671996918238,-46.1528006299584,-69.0019113099141,-56.1293244919334,66.85406,65.22868,46.7597,55.71056,95.94352,89.77708,44.7332,47.66357,53.53006,56.92547,65.09278,64.72107,78.74713,80.70171,74.8584,85.13472,48.22521,53.4243,41.58704,41.56177,76,27,98,48,49,68,77,88,48,36,1242.88073219929,4639.96814704312,2768.73279280958,461.789775640845,645.65774471069,741.367512527773,995.682444991374,995.682444991374,854.375414247507,481.806186624482,942.6096,990.161,784.9552,744.8606,1511.084,1456.293,617.2346,567.5347,731.175,688.0831,806.1737,824.8433,1012.5,987.7856,1151.908,1110.072,717.1919,694.5471,702.941,667.3259,991.362,395.986,1427.48,678.688,762,778.764,1081.024,1145.794,727.456,714.248,1207.800018,1172.560005,1656.680021,769.94999,801.210012,791.300018,1049.599995
"MCCOR02",539508,4259664,28.6832614054314,-104.372478185731,46.6248834056105,-59.4561534649119,11.7288814799943,-8.78805325458528,10.4964927435818,-49.5457989558969,-72.1024172659155,-56.1590773656533,63.03238,64.72604,47.3793,56.52856,95.90913,88.85026,43.63756,47.24779,53.47101,56.82417,65.18813,64.61407,78.72284,80.88702,72.4435,82.69449,48.07983,53.2893,41.71831,41.64993,68,68,95,48,49,57,77,80,48,36,1209.29633358402,4659.90878058374,2543.83919795848,460.799332917014,667.863081547057,811.921058811222,994.389399932954,994.389399932954,883.045860594885,547.085786276167,875.4161,920.247,823.1835,784.0475,1518.431,1524.686,601.7259,647.8252,739.3978,708.8061,806.7013,828.3533,1014.358,999.2628,1075.756,1057.528,720.2206,701.6565,708.2546,688.9384,1006.856,1247.648,1639.824,678.688,762,933.704,1081.024,1183.64,727.456,714.248,1244.120011,1200.989998,1703.380032,792.849994,820.230003,810.719995,1062.690006
"MCCOR05",539671,4259888,29.1640004454804,-104.956617277681,46.8681978611815,-59.7003000102638,11.7778777563091,-8.98199131788402,10.4906362506514,-49.6104486823499,-72.3254467911007,-56.4541010388628,63.98285,64.85745,49.69473,57.83274,95.80926,88.94714,44.27448,47.42034,53.11095,56.55244,64.66084,64.26174,78.55499,80.82755,72.84631,82.87428,48.07452,53.13536,41.54227,41.50838,68,68,95,48,49,57,77,80,48,36,1215.79746686201,4660.5352822596,2570.24352087065,463.325165901735,670.018674690357,811.502767188959,999.056575213679,999.056575213679,885.789613695285,545.847493839294,901.3415,958.6577,917.7152,839.8198,1529.06,1528.867,609.7468,642.1661,741.4134,711.9782,823.9533,838.1287,1019.372,1008.172,1103.118,1079.046,720.5162,701.7293,709.9186,687.8551,1006.856,1247.648,1639.824,678.688,762,933.704,1081.024,1183.64,727.456,714.248,1256.989991,1210.409996,1718.210028,801.230008,828.270016,818.370024,1072.690014
"MCNEIL01",547129,4245347,33.269799771782,-89.9764930058489,40.4167610221024,-56.9886905254113,6.88652336833749,-22.0220422791679,-0.187219101458149,-47.5629255581613,-70.8848005811196,-49.2065579945209,75.20564,71.39822,74.4427,71.16756,88.03613,87.16213,49.61703,51.84766,68.25932,61.8671,58.25567,63.03532,80.49132,80.59779,50.94885,66.35234,46.70496,53.54603,48.03803,43.98426,78,81,82,53,78,54,85,46,44,63,691.194885975498,4711.23259504092,1931.25829923649,408.141238158046,597.376003319109,689.936158367501,751.629388629318,751.629388629318,763.047368836137,499.938684282122,671.3858,774.397,1022.448,994.3162,1100.174,1098.868,515.7202,561.8182,502.0492,596.2699,472.1328,501.461,593.5933,625.644,505.1062,599.8011,572.0657,611.8762,412.2757,589.1995,862.584,1127.76,978.8,594.106,469.392,449.5,547.37,509.27,438.7,313.182,1127.74001,1179.71003,1604.910013,685.269999,766.600013,769.529997,1034.779995
"MCNEIL03",547303,4244917,33.1249591518077,-89.5714686514736,40.2615412900251,-57.0460353676106,6.74701970262566,-22.3371948515325,-0.479838514999766,-47.75526802846,-71.0901913293486,-49.0356764255914,74.58563,71.10267,73.36758,70.79028,87.57276,87.08275,49.5657,51.82862,67.15578,61.12616,57.19016,62.63403,79.54456,80.37894,51.46172,65.74366,46.21614,53.24599,47.11536,43.77397,78,81,82,53,78,54,85,46,44,63,674.679869659417,4713.45800993648,1899.92558170647,406.782691765114,597.148101356302,691.519080768091,745.053630319463,745.053630319463,761.93212894537,503.19069589874,639.7819,759.3447,995.8336,969.6099,1092.118,1091.432,510.1757,560.1136,506.6907,597.516,466.985,496.8928,597.7277,637.1711,515.1531,618.6536,559.7458,601.6352,411.0336,580.6263,862.584,1127.76,978.8,594.106,469.392,449.5,547.37,509.27,438.7,313.182,1117.989995,1174.150002,1594.430017,681.519993,764.450004,766.620005,1026.190002
"MESCH01",535523,4247923,26.6773792592123,-82.5162953448842,36.6514517389475,-46.0194601918084,9.0233245158437,-8.91421784893187,7.37926120509207,-36.6709949206835,-54.9506947714104,-44.1776819667842,54.34551,59.859,77.10513,72.26604,97.75357,88.6629,54.73083,53.45388,69.65509,61.77054,65.97198,66.28111,86.71564,83.34146,66.22165,79.55956,57.864,57.00907,28.73666,39.78242,34,81,91,60,54,66,85,86,52,33,947.592575913779,4598.55303549575,2154.40946823769,363.825579882365,509.193767854007,581.728813957389,773.719907192941,773.719907192941,671.567513232893,380.932776176807,500.2087,578.9626,822.9304,819.4798,1150.118,958.4971,529.0585,543.4141,528.0432,487.554,628.4943,573.3514,860.6945,844.7879,796.2979,818.0524,628.8138,613.6578,548.2158,543.8486,266.446,817.118,1304.544,557.276,602.234,580.136,894.3,1178.4,698.6,642.6,1155.089986,1127.090004,1596.160002,749.97999,789.499989,743.279999,1114.970016
"MITSU01",536696,4242794,13.9154746075428,-74.9883531513085,34.1745590331147,-48.1623425783257,7.54098672560762,-7.98495318372387,5.55818638249298,-44.711183179071,-61.5853379817441,-41.3318242863887,55.70545,62.33309,79.93993,74.45733,89.69523,87.17672,53.78439,53.43402,56.55273,57.38087,61.28868,64.40617,74.02428,80.27145,74.1519,79.18954,44.84496,53.23982,39.28656,42.97898,78,82,104,45,46,51,58,82,49,44,721.697989544175,4652.44274386332,1313.20116100036,337.645035577072,541.23642679098,741.364380220666,696.980936683293,696.980936683293,707.210702073025,546.407839027093,581.6284,623.1156,947.1741,935.908,988.5014,1017.468,524.2108,523.0158,631.5883,646.7307,651.9897,524.6654,815.2966,797.0336,867.522,815.485,560.7595,575.3157,579.9357,609.14,704.596,991.362,758.952,374.142,697.738,410.21,815.848,1035.05,525.526,627.38,1435.759991,1389.459999,1960.58997,952.340004,948.499994,900.320019,1495.129997
"MITSU02",536321,4242254,12.7136607655125,-73.9526826923046,33.7596130624197,-47.7935437322458,7.48349232649577,-7.44045839720746,5.6693565007535,-44.7862145883979,-61.3323204109453,-40.8245223787905,53.69791,62.45258,79.37883,73.87037,87.68843,87.13728,53.82336,53.51662,56.36718,58.15844,61.06991,64.19083,73.07114,80.15856,74.33818,79.0991,45.09916,53.52612,40.34998,43.23584,12,82,104,45,46,51,58,82,49,44,711.850201661178,4651.72764933226,1255.47082057307,333.175089869452,538.884066990841,747.028502935202,690.015366301825,690.015366301825,704.501675938336,552.719893963879,550.3976,606.6738,912.3959,914.2962,986.3674,1020.833,510.6895,521.6021,614.1155,647.9429,632.9711,516.2162,799.0266,785.2495,832.4349,791.3743,533.7112,565.1833,568.1489,601.5759,393.799212,991.362,758.952,374.142,697.738,410.21,815.848,1035.05,525.526,627.38,1467.650034,1417.960014,1999.870007,971.950001,965.299994,915.9,1529.100002
"MITSU03",537622,4242828,15.7392028240995,-75.91957537665,34.5503283717115,-48.7974696789347,7.37921104901205,-9.47601588488837,4.83591649687597,-44.8119879041536,-62.2455320374017,-41.8254563354387,66.32029,64.08212,79.52691,74.57082,90.83985,87.21298,54.10036,53.51795,55.09756,56.53135,61.92543,64.5955,72.52826,80.07339,74.95597,79.23579,45.36282,52.97339,40.58868,43.32991,78,82,104,53,46,66,58,82,49,44,708.290678782858,4657.08869768492,1356.47808924826,342.315390852614,543.694090917773,732.451307969067,696.025895944157,696.025895944157,708.345769229811,539.746989801296,651.9423,667.4797,970.9214,952.348,1005.586,1011.516,549.1172,528.4427,653.0991,639.6785,670.7607,536.9764,825.5574,804.6296,926.2057,860.7753,584.7773,583.878,589.3986,619.5112,704.596,991.362,758.952,594.106,697.738,629.92,815.848,1035.05,525.526,627.38,1410.470019,1374.059998,1933.689974,934.869982,936.090005,886.950003,1454.020004
"MITSU04",537949,4243429,15.8122458466193,-76.8778284095242,34.9952584834447,-49.4705965727698,7.4711737155263,-9.56817536620898,4.90147334548685,-45.4901943796949,-63.1395453912166,-42.3645641969649,69.03893,64.3203,79.0733,74.74692,92.18865,87.25823,53.8611,53.34763,55.82089,56.19957,62.18918,64.72443,74.53674,80.34467,74.51596,79.08183,45.71765,52.87268,39.696,43.05358,78,82,104,53,46,66,85,86,52,33,716.381295538792,4661.38013385165,1367.20099181089,346.691056068358,551.354244791955,743.982262607085,704.937097153015,704.937097153015,718.31645445531,548.643085914851,684.7817,698.1837,983.8207,961.1299,1015.598,1024.817,556.1202,525.5382,654.4088,640.0531,680.8411,539.5905,838.9733,813.9876,946.08,876.0375,609.5997,594.5148,586.4223,621.5226,704.596,991.362,758.952,594.106,697.738,629.92,894.3,1178.4,698.6,642.6,1393.50999,1361.330002,1917.310013,921.400002,924.450008,880.690008,1461.070019
"MOREL01",533766,4242682,23.1103587408378,-74.2584009290101,33.050642260862,-41.8692883039072,8.09588076430584,-7.88704331471013,6.62977331022902,-33.8659575171646,-50.3034158962335,-39.8440148437987,52.64233,59.3585,74.57241,72.87724,81.13153,86.13032,50.19491,52.29763,62.10798,62.40662,59.27729,62.21869,78.10315,80.52285,68.25156,77.33,41.14506,52.62574,34.35155,41.18167,72,80,104,45,89,51,90,52,44,30,844.711700375417,4583.59694045864,1889.72416741846,327.879042352896,464.301141816211,540.545243001804,696.718855233661,696.718855233661,612.064962995587,358.516149832961,441.9709,492.0728,796.8887,794.6479,956.0556,820.8589,437.8083,537.5392,490.3976,488.9199,539.0964,469.093,762.139,761.0411,526.6332,558.2961,467.2124,498.9472,477.4539,535.8761,486.918,817.118,758.952,374.142,395.732,410.21,833.882,368.808,363.728,416.052,1094.909991,1106.630013,1547.439978,730.349998,760.359991,730.849998,1060.829983
"MOREL02",533838,4242167,22.6239245303091,-73.6602294850119,32.8208606312773,-41.8477918050697,7.96637808723595,-7.99190945825808,6.42107703202744,-34.0949720710014,-50.4566391347427,-39.5787216130701,53.28225,60.29561,73.63231,72.28588,79.61431,86.01426,50.23123,52.41013,60.58842,60.60472,59.31991,61.88423,75.63772,79.80883,69.74538,78.28693,42.46834,52.85073,36.83466,41.47651,61,62,47,45,47,51,66,72,44,30,828.267395040467,4585.69541482192,1846.24400455058,325.641610603123,463.879324291285,544.361416452431,689.602707334951,689.602707334951,610.933151011631,363.770817508456,445.3014,498.379,786.3868,787.4702,992.0657,809.6193,434.9461,540.3914,505.1588,498.0114,533.0721,463.8055,745.2341,741.882,582.7985,603.6968,455.05,495.3596,476.5179,544.7252,430.022,685.8,1213.358,374.142,509.016,410.21,636.27,655.828,363.728,416.052,1115.820009,1127.610001,1579.740042,744.549987,771.12998,741.510015,1084.630005
"MROTH01",535337,4243126,17.3843711926072,-74.9553162304612,33.8377417100485,-45.6557708108616,7.88023377584175,-7.56066230264121,6.26831355284741,-40.4034430002937,-57.0508171393184,-40.858272595376,42.60218,59.08872,79.06396,73.96665,88.22453,87.12589,52.50351,52.95356,60.74756,60.50402,60.26041,63.90851,78.56107,80.75002,70.64069,80.33496,43.10611,53.17462,35.27219,42.00307,12,82,104,45,46,51,90,52,44,30,783.250679743057,4623.78504273088,1554.99856507576,334.602223433196,511.813438787342,664.152951219777,702.290901269823,702.290901269823,671.666443443894,472.584260490692,489.4727,414.863,886.9986,883.0414,947.5907,870.9876,485.3228,560.2318,560.6949,592.394,616.4343,505.3365,808.0121,799.2111,688.4291,684.4913,532.4842,566.4261,542.52,619.9103,393.799212,991.362,758.952,374.142,697.738,410.21,833.882,368.808,363.728,416.052,1329.140003,1292.549988,1831.430042,882.060023,887.650009,843.729996,1350.019989
