"plotid","X","Y","ppt04dys_r","ppt05dys_r","ppt06dys_r","ppt07dys_r","ppt08dys_r","ppt09dys_r","ppt10dys_r","ppt11dys_r","ppt12dys_r","ppt14dys_r","dys04c2d","dys04a3d","dys05a2d","dys05a3d","dys06b2d","dys06b3d","dys07a2d","dys07c3d","dys08c2d","dys08a3d","dys09a2d","dys09b3d","dys10c2d","dys10a3d","dys11b2d","dys11a3d","dys12b2d","dys12d3d","dys14a2d","dys14b3d","ppt04dys_v","ppt05dys_v","ppt06dys_v","ppt07dys_v","ppt08dys_v","ppt09dys_v","ppt10dys_v","ppt11dys_v","ppt12dys_v","ppt14dys_v","ppt04tot_r","ppt05tot_r","ppt06tot_r","ppt07tot_r","ppt08tot_r","ppt09tot_r","ppt10tot_r","ppt11tot_r","ppt12tot_r","ppt14tot_r","ppt04b2d","ppt04a3d","ppt05a2d","ppt05c3d","ppt06a2d","ppt06b3d","ppt07c2d","ppt07a3d","ppt08c2d","ppt08e3d","ppt09b2d","ppt09a3d","ppt10b2d","ppt10a3d","ppt11b2d","ppt11b3d","ppt12c2d","ppt12b3d","ppt14b2d","ppt14b3d","ppt04tot_v","ppt05tot_v","ppt06tot_v","ppt07tot_v","ppt08tot_v","ppt09tot_v","ppt10tot_v","ppt11tot_v","ppt12tot_v","ppt14tot_v","pptsum04","pptsum05","pptsum06","pptsum07","pptsum08","pptsum09","pptsum10"
"ANN01",532568,4255157,31.3590663056444,-90.9164904779512,40.0026813449391,-46.9866660930367,10.9294626084749,-6.5621237112657,10.678199940999,-34.9739354123609,-54.1285609985827,-48.044039519887,74.73278,68.87679,75.15097,70.41973,94.02768,89.1573,55.52565,53.30472,63.65244,60.39642,73.17373,69.64532,82.41822,82.20159,83.08933,90.21327,74.68833,64.77073,35.0742,40.28445,83,78,93,55,53,81,82,89,61,43,1177.31525395294,4560.32368897998,2678.2273051491,395.709913671963,526.294079144587,562.51337817609,878.970034625931,878.970034625931,702.744646569836,337.251278591056,938.0683,745.4882,909.9623,899.6085,1212.77,1151.667,628.2047,570.5854,543.7531,555.1829,390.2089,400.2877,820.2726,786.7194,1049.397,928.161,504.7446,544.9849,440.7055,455.2899,902.462,1016.762,1132.84,617.982,543.306,296.418,748.792,1145.286,610.87,532.638,1011.139991,1023.319992,1420.659988,656.149986,701.960009,682.450015,934.210003
"ANN02",532557,4254989,30.2547944082045,-90.4932564353275,39.8784085150019,-47.1404303264898,10.8915526544043,-6.23863915868343,10.7222652022398,-35.5869724865753,-54.5962618555952,-47.8954185395235,74.28521,68.68271,75.23396,70.48505,94.00927,89.08305,55.6568,53.36801,63.90385,60.46906,73.08065,69.53325,82.40211,82.24329,82.38554,90.11293,75.4108,65.12725,34.60944,40.07461,83,78,93,55,53,81,82,89,61,43,1168.07201561778,4563.82799169955,2621.57615683819,394.189982933015,529.425291744871,576.367677038123,876.4839962172,876.4839962172,706.853429311196,350.446027524919,923.5893,738.0779,902.8611,892.2512,1211.366,1134.571,625.5922,563.2051,539.6121,548.5179,391.9725,404.5484,818.2192,785.9758,1028.855,916.7745,501.2446,547.9142,428.7098,459.7657,902.462,1016.762,1132.84,617.982,543.306,296.418,748.792,1145.286,610.87,532.638,1037.560009,1040.070004,1449.710026,671.959999,715.960002,692.180005,952.449993
"ANN03",533352,4254736,31.3235524306222,-91.7359061369896,40.3878055959356,-47.58078067042,11.0161468677753,-6.58540170655107,10.762001573423,-35.6077668888116,-54.9338931292524,-48.5095488462855,75.76641,69.20297,75.68709,70.7369,94.89372,89.39523,55.9468,53.4944,66.45528,61.11463,73.63237,70.52303,82.52607,82.25485,79.07333,87.11797,72.69028,64.36811,34.97815,40.27861,83,78,93,55,90,81,82,89,61,43,1184.68077862052,4568.60663551729,2684.29635462292,399.4547795859,533.260707682401,573.762031640157,886.951611381019,886.951611381019,711.87916893384,346.022296577933,900.55,771.3102,932.5475,913.9886,1227.844,1176.726,615.8376,576.8867,529.6242,559.3193,407.0514,389.3915,827.9027,792.1627,1002.689,930.0011,526.3105,559.6364,447.2148,459.3392,902.462,1016.762,1132.84,617.982,360.68,296.418,748.792,1145.286,610.87,532.638,1052.269996,1049.01001,1466.779984,680.170008,724.389985,700.069983,958.549988
"ANN04",532314,4254707,27.7841254101607,-89.2873119186001,39.4796246663163,-47.3041854645012,10.7784007205799,-5.50822316137086,10.792534066397,-36.7714101478718,-55.401837794944,-47.4171427066142,73.02142,68.14604,75.12535,70.55674,93.71008,88.7551,55.77711,53.4303,63.62349,60.43238,72.74993,69.0676,82.36218,82.31097,81.92922,90.45712,77.19074,65.89144,33.70425,39.6448,83,78,93,55,53,81,82,89,61,43,1144.88488459505,4569.35433036111,2492.16164561224,389.614182196816,534.319168564384,604.050018668057,868.385833036315,868.385833036315,713.268989248325,377.423916766121,900.7642,715.1409,882.0972,869.7468,1204.539,1063.178,622.6269,551.5787,535.2232,522.9064,392.5918,417.8534,812.1589,783.0619,996.9474,892.1171,489.7794,557.8341,402.6121,487.7585,902.462,1016.762,1132.84,617.982,543.306,296.418,748.792,1145.286,610.87,532.638,1073.359991,1061.63002,1486.960016,692.410001,735.049991,703.970011,973.970001
"ANN05",533109,4254426,28.5630850729712,-90.4524071505265,39.9718413419139,-47.8059873057665,10.8974778455806,-5.76804061266492,10.849567526301,-36.9744073874371,-55.889647267877,-48.010770734085,74.49301,68.67601,75.55959,70.69838,94.66438,89.05349,56.14451,53.59872,66.35512,61.18578,73.28033,69.95246,82.48463,82.3231,78.54992,88.74141,74.56831,65.12363,34.0841,39.88462,83,78,93,55,90,81,82,89,61,43,1159.48700661483,4575.12896027448,2540.52088278873,394.628772792869,539.232018228293,605.475471706852,878.55166008866,878.55166008866,719.715761728758,376.752718203007,882.3257,738.9724,904.8889,887.6915,1221.914,1105.671,614.0885,553.5256,522.7513,530.1759,407.5266,403.0796,822.1014,789.4233,960.7054,893.3459,514.5535,570.038,423.1533,487.619,902.462,1016.762,1132.84,617.982,360.68,296.418,748.792,1145.286,610.87,532.638,1089.060023,1073.080009,1507.579971,701.61998,742.369995,711.179988,983.219978
"ANN06",531353,4254410,28.3887411787245,-87.1704959285091,38.4623778600258,-45.6962932866389,10.5041716236684,-5.76990095803371,10.4087225245201,-34.8828827363826,-53.1474040148011,-46.194816048945,69.8819,66.83157,74.42525,70.7014,92.12151,88.56929,55.52517,53.31859,60.52814,59.74997,71.81999,67.86437,82.48257,82.44347,83.88425,90.47661,81.02158,67.27934,32.05354,38.85461,83,75,93,55,53,64,82,88,84,23,1122.50441417709,4555.43105646277,2490.98793764842,379.959597061291,514.330530945286,568.083278316281,845.634413013035,845.634413013035,686.664262839485,349.093795802775,864.882,685.9306,839.9036,834.5436,1173.867,1087.269,619.9196,558.3428,540.7897,542.2667,384.3249,450.8075,793.8324,773.0994,980.3749,867.1492,456.829,517.7095,347.4455,423.1238,902.462,748.284,1132.84,617.982,543.306,533.146,748.792,846.074,394.208,191.262,1041.630004,1041.290001,1453.119995,674.069992,717.110002,688.660004,954.220009
"ANN07",530915,4254163,31.6028294620477,-86.4452282916354,37.9228767269919,-44.0164007052063,10.3558435616514,-6.83080231838319,9.94601977324786,-31.8531342067965,-50.1833826158397,-45.5470124315675,68.58645,66.22734,74.24821,70.83324,91.32317,88.43125,55.43858,53.27784,59.24881,59.46485,71.48133,67.49776,82.67687,82.51769,84.38206,87.99582,82.17839,67.76067,31.2048,38.50317,83,75,93,55,53,64,82,88,84,23,1124.94967729578,4538.20561704906,2626.34119579263,375.701379978595,490.283215231123,504.673412781068,832.399153633861,832.399153633861,654.688566830914,293.761925509711,841.2641,675.4689,825.3226,822.471,1158.18,1173.187,616.2048,570.9883,542.5266,564.443,382.8669,462.4137,785.4096,768.752,972.9332,861.4316,445.2781,486.4182,323.0205,367.9136,902.462,748.284,1132.84,617.982,543.306,533.146,748.792,846.074,394.208,191.262,893.309999,949.57,1295.820008,589.019991,636.460002,629,859.29002
"ANN08",531490,4254046,28.1793509928729,-86.8471107784563,38.3288260258472,-45.5953559961565,10.4569514195891,-5.75345466353278,10.3541920059047,-34.8742974784074,-53.0754501771561,-46.0361351761285,69.42173,66.59586,74.60495,70.86361,92.29969,88.57828,55.74144,53.42308,61.28584,59.83421,71.79498,67.84905,82.38168,82.50858,82.38853,89.61993,81.25842,67.73318,31.42656,38.47538,83,75,93,55,53,64,82,88,84,23,1116.73571638665,4556.97698389736,2474.91133068784,378.627803285504,513.250414892266,568.19004736631,842.388008982396,842.388008982396,685.128409397667,349.899175684118,843.3777,681.4239,833.5681,828.8785,1177.849,1079.562,615.7765,556.3648,535.1252,537.8097,391.668,454.3206,793.3061,773.3593,955.5112,859.6494,458.0654,521.8901,332.6015,425.0599,902.462,748.284,1132.84,617.982,543.306,533.146,748.792,846.074,394.208,191.262,1027.840007,1033.100006,1438.03998,666.289997,709.690013,683.03,946.529999
"ANN09",531642,4253712,27.8361047579153,-86.5862126868841,38.2325311754384,-45.5838138131367,10.4204821657952,-5.68968800236758,10.3252773948028,-35.0112724908393,-53.1518793280891,-45.9221092063974,68.33057,66.06416,74.67847,71.10657,92.24827,88.52499,55.95574,53.52942,61.73659,59.82548,71.62265,67.66885,82.35107,82.61469,80.77805,88.6436,81.72284,68.32556,30.46126,37.9373,83,75,93,55,53,64,82,88,84,23,1111.30660287765,4559.25973702835,2453.74961078143,377.615198471457,513.411065649413,571.304902309698,840.039485060787,840.039485060787,685.247731132183,353.27236222096,809.9342,670.6083,819.4832,816.24,1178.179,1064.71,609.8268,553.9846,529.1833,531.9923,400.5956,463.6901,790.1691,772.2238,920.6593,846.035,456.6737,523.7952,308.8773,424.5317,902.462,748.284,1132.84,617.982,543.306,533.146,748.792,846.074,394.208,191.262,1040.629997,1041.750004,1453.509972,674.019999,716.40002,688.669984,956.119995
"ANN10",531251,4252716,24.7533680938201,-83.9857409069223,37.232433972286,-45.122167451263,10.1262293593398,-4.87653767248696,10.2034280044807,-35.8230270323442,-53.2998253754707,-44.7243344192567,63.7832,63.93254,74.73792,71.98523,90.66444,88.03001,56.01589,53.57385,60.1018,58.82546,70.92508,66.97031,83.06713,83.05631,78.9962,87.6219,82.52171,69.54631,27.3935,36.5261,71,75,93,60,53,64,82,88,84,23,1067.66099682301,4563.7905245121,2273.99994461397,367.081318470347,511.345445464586,593.282606590776,818.231534824335,818.231534824335,682.224754532679,377.8802673469,707.0698,627.5488,774.2089,779.4016,1150.131,929.1656,593.5021,549.1949,528.8132,498.1223,416.3162,490.6094,770.3209,760.2797,871.9062,829.3906,443.0586,528.4113,236.909,450.5022,686.054,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,1090.979991,1075.160004,1510.130018,704.829993,745.670009,708.70001,990.859989
"ANN11",531964,4252765,26.3212892306935,-85.6125518046904,37.8856493985741,-45.6009168108385,10.2980923967678,-5.34008340818173,10.2687487503739,-35.6718530355884,-53.5613471799162,-45.5099170611141,65.42657,64.65773,74.75245,71.6843,92.23158,88.38435,56.45597,53.78118,63.00402,59.96345,71.17971,67.31083,82.59027,82.91507,76.67705,86.62865,81.4873,68.9866,28.44709,37.01809,71,75,93,60,53,64,82,88,84,23,1091.43286407304,4566.49968620543,2366.21774285538,373.86809364622,515.130317736261,586.484732946991,831.976418886115,831.976418886115,687.264591633882,368.921150721407,728.101,642.1597,786.9567,788.0333,1182.885,1005.405,595.4598,549.1224,514.7501,509.4726,425.6848,486.7633,785.2003,770.5322,823.6028,801.875,460.736,534.9957,270.5223,440.135,686.054,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,1070.789994,1063.089996,1489.72999,691.579994,734.560016,700.750012,976.799988
"ANN12",533593,4253918,28.4403266901231,-90.561489411099,40.0364619568353,-47.997802417994,10.8876608813326,-5.82243527267332,10.810255818323,-37.2412228379126,-56.1972985575881,-48.0927785261366,73.7713,68.30372,75.06802,70.71381,95.15903,89.06136,56.66862,53.8622,68.69064,62.36654,73.18726,69.83937,82.74307,82.44293,74.37508,86.75079,73.97679,65.01147,33.39363,39.70998,83,78,93,55,90,81,82,89,61,43,1157.16273974678,4580.13291564778,2531.04654141196,395.268654934192,541.373897523461,610.012241664388,879.137956983133,879.137956983133,722.339799629016,380.919677929386,828.4136,729.8115,875.9435,863.2668,1228.671,1096.687,600.3165,552.2191,499.2563,520.8542,426.3221,416.0647,824.1158,792.1398,840.0986,820.8657,526.5873,582.8621,416.2745,496.812,902.462,1016.762,1132.84,617.982,360.68,296.418,748.792,1145.286,610.87,532.638,1090.360017,1075.199989,1511.000023,703.360012,743.639982,712.870013,985.100002
"ANN13",532839,4253296,28.6171293295719,-88.3347977653196,38.9960130560379,-46.4839520995126,10.605752992281,-5.95602763323676,10.452378352929,-35.625152298318,-54.1690440788082,-46.8428000805081,69.69306,66.53826,74.80254,71.04514,94.04487,88.86211,56.83351,53.94603,66.54361,61.67653,72.05959,68.38157,82.49156,82.6633,74.97169,85.76154,78.53546,67.1985,30.87863,38.40756,71,75,93,60,53,64,82,88,84,23,1131.85980898242,4569.45122068543,2508.71180999805,385.265809378499,523.014325510086,580.057146616562,855.985053648301,855.985053648301,697.88318195292,358.176522431318,786.236,683.9158,823.4689,820.8233,1211.421,1087.336,599.876,553.8876,498.357,526.7921,427.3268,456.6149,806.4097,782.9653,797.6342,782.5739,491.6245,552.6136,344.7654,449.6439,686.054,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,1088.45001,1071.180031,1506.110018,703.100016,742.450005,708.440022,983.110012
"ANN14",533258,4253127,27.7120888222099,-88.7693681376878,39.2563542475802,-47.1295641811068,10.6685083362139,-5.67923859730194,10.5964835536101,-36.6606584556566,-55.2383607654287,-47.1568155830529,70.34518,66.77048,74.62201,70.95349,94.58661,88.84593,57.1061,54.06543,68.1078,62.60454,72.22526,68.64113,82.70133,82.66183,73.10126,85.83885,77.06416,66.48701,31.22405,38.74815,71,71,93,60,90,64,82,39,84,23,1132.87937459524,4577.26222927978,2472.08053218585,387.528593613915,531.760434218407,601.045744541117,861.843614440773,861.843614440773,709.448521959279,376.235869404969,777.6085,689.3695,822.2287,818.6879,1219.734,1056.323,595.3359,550.7032,486.4142,509.2319,436.2196,454.0588,812.3137,786.7286,747.7337,749.5011,505.9392,571.0833,363.9963,480.6746,686.054,726.694,1132.84,557.276,360.68,533.146,748.792,398.272,394.208,191.262,1098.549991,1081.219986,1521.34001,708.949987,747.699994,714.420012,991.379997
"ANN15",533723,4253228,23.9630355958242,-88.9152917999632,39.5788571782116,-48.830088807177,10.6865611582604,-4.72213303886861,10.8478713852673,-39.9855222539316,-58.4265525674136,-47.5553617986709,71.94068,67.41839,74.39914,70.74662,95.21569,88.50607,57.19147,54.09457,69.71301,63.50267,72.66527,69.16465,82.95328,82.54035,71.68698,86.60985,74.73856,65.32399,32.23087,39.35754,71,71,93,60,90,81,82,39,61,23,1113.54958628393,4596.45610154441,2290.46752455753,389.666570252814,555.902196863118,669.500555621685,868.125939010486,868.125939010486,740.943894047312,437.934514475545,780.9981,697.5859,831.1152,817.6886,1228.368,1019.784,591.3218,562.0369,478.5078,501.0735,441.7481,441.8985,821.0176,791.455,722.4521,730.3963,526.082,608.3892,397.2353,561.9721,686.054,726.694,1132.84,557.276,360.68,296.418,748.792,398.272,610.87,191.262,1151.949986,1117.77002,1582.860039,740.629994,771.680014,732.959995,1027.330013
"ANN17",534656,4253218,28.3221531971689,-90.0859126856922,39.8967256641228,-48.5808889263718,10.5391248568556,-6.90887613959418,9.96436902171769,-38.1215912707515,-57.2958496796802,-47.9746266481067,73.14805,67.99567,73.1898,70.36899,96.04509,89.02034,57.08781,54.08054,72.12858,65.3458,73.14178,69.60101,83.5689,82.55239,68.52507,84.74498,70.67087,63.42476,33.57148,40.10209,71,71,93,60,90,81,82,39,61,23,1115.19461007423,4591.54819966057,2457.84255136499,394.471185559876,545.029504210926,619.079433977824,865.926071365251,865.926071365251,724.631483915619,393.405465505073,748.3366,723.7333,816.1635,816.4829,1239.004,1081.766,576.3702,551.8496,466.0248,505.7342,459.3264,439.2946,833.1813,799.8927,644.5172,678.8318,562.6218,614.4236,443.0904,534.489,686.054,726.694,1132.84,557.276,360.68,296.418,748.792,398.272,610.87,191.262,1110.660012,1088.87999,1536.850002,713.510013,753.599995,720.659997,1000.270004
"ANN18",532916,4252787,25.6081744574585,-87.3536991157804,38.7375542313404,-47.0217974506057,10.5216109769062,-5.07777376839318,10.5921513732606,-37.4187288037283,-55.6019336593037,-46.5345506984873,67.89181,65.67948,74.53693,71.24069,94.03689,88.51316,57.17214,54.09602,67.1731,62.24271,71.64642,68.01857,82.71745,82.79916,72.78316,86.28318,78.52539,67.33881,29.83118,38.09745,71,75,93,60,53,64,82,88,84,23,1108.37973375462,4580.2097792756,2356.18663961801,381.903831329825,532.942418867955,619.996575900424,850.906016332204,850.906016332204,710.917691567902,395.803817002077,740.6542,664.4271,798.6274,795.0891,1213.385,977.9285,591.8553,552.3823,486.6907,485.1479,442.1666,476.0334,804.072,782.3782,720.7795,731.4558,493.4755,574.6025,329.72,504.2586,686.054,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,1102.619987,1083.62999,1525.629986,711.020001,749.350002,714.429988,993.379997
"ANN19",532487,4252438,23.6282527322846,-85.7766855649748,38.1361838288328,-46.7612028391233,10.3527539387753,-4.52008297472716,10.5509317299888,-37.9697918568166,-55.7351799157095,-45.8130210468115,65.44052,64.63945,74.65163,71.59843,93.21931,88.25066,56.99725,54.02592,65.57158,61.30465,71.17879,67.51991,82.7871,82.93938,73.31028,86.28887,79.76498,68.17937,28.51353,37.41423,71,75,93,60,53,64,82,88,84,23,1082.47971386419,4581.67704227749,2243.79465638052,375.517015401771,532.147190718464,634.866919383718,838.103648317606,838.103648317606,709.759106686262,412.012243737351,706.6002,643.7289,783.0755,781.7133,1202.768,929.1097,589.2285,556.0479,495.6348,482.0349,443.7812,491.9301,794.1043,776.3896,731.9525,743.3032,479.4375,571.8442,293.5791,515.3752,686.054,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,1140.900015,1108.609985,1567.020018,734.559999,768.500015,729.230003,1018.660019
"ANN20",532753,4252341,22.7709332215057,-86.0344220020098,38.3110360226965,-47.2655098172679,10.3954092874681,-4.25375473935149,10.6707330498857,-38.8393042604333,-56.6047640177615,-46.0238411878048,65.4874,64.64552,74.56392,71.55162,93.54241,88.19512,57.18799,54.10656,66.42995,61.88036,71.16965,67.58941,82.90497,82.92921,72.19859,85.9755,79.08607,67.80954,28.57743,37.60489,71,75,93,60,53,64,82,88,84,23,1081.96170032182,4587.69099409846,2207.52108701128,376.961941597552,539.176109074577,652.77688702215,842.147636668966,842.147636668966,719.063177343318,427.605367366985,699.2677,645.3156,780.8171,779.0438,1208.605,929.9055,586.8502,560.3727,488.4016,488.0357,450.0819,493.9161,797.2768,778.4985,697.5497,719.2909,486.4243,582.4515,303.6806,536.2314,686.054,748.284,1132.84,557.276,543.306,533.146,748.792,846.074,394.208,191.262,1154.87003,1118.189995,1583.159986,742.820007,774.800009,735.350003,1026.699986
"ANN21",533279,4252561,23.9408038383745,-87.5089645691742,38.9176029489545,-47.7766550689435,10.5616174074939,-4.57033326397821,10.7735256885298,-38.8791222732201,-56.9962871000604,-46.7522631872021,68.1236,65.71693,74.21907,71.15347,94.59248,88.35675,57.5364,54.24239,68.80488,63.55707,71.65859,68.14334,83.0202,82.78402,70.61458,85.90041,77.04109,66.53458,30.01149,38.46438,71,71,93,60,90,64,82,39,84,23,1103.39213156709,4590.03182031497,2281.00355422847,383.166822294149,543.908867824314,650.625545288581,855.233524467955,855.233524467955,725.413768022605,422.994936309151,724.175,666.9736,789.588,786.0051,1221.681,965.2539,586.0538,560.7195,471.4098,488.4141,454.5229,479.5951,809.8765,786.2263,649.6973,678.8679,508.3635,596.6644,349.6042,548.4482,686.054,726.694,1132.84,557.276,360.68,533.146,748.792,398.272,394.208,191.262,1150.48,1116.040016,1580.010002,740.839993,771.510017,732.399998,1024.710014
"ANN22",533211,4251684,20.6121144820016,-85.7207868851383,38.3091886163776,-47.9424486119628,10.3710611330626,-3.65906598908716,10.7956663828608,-40.4333777803545,-58.0281986687086,-46.0254386717397,63.28616,63.69215,74.35696,71.67172,94.20257,88.01124,57.72764,54.33182,68.48245,63.71555,70.64541,67.48724,83.70831,83.02034,68.2785,84.52517,76.52906,66.47496,27.849,38.05913,71,71,93,60,90,64,82,39,84,23,1068.06663377643,4599.58554380999,2100.69814414767,376.350053888236,549.634325705511,686.720404004457,842.128828745452,842.128828745452,732.744755679549,458.777508182663,636.127,635.9832,760.4174,763.4407,1223.078,947.5532,573.7028,569.6325,468.8774,520.9682,480.0954,516.4104,803.4346,783.6798,568.9939,630.8147,507.6564,603.3451,327.5466,575.8648,686.054,726.694,1132.84,557.276,360.68,533.146,748.792,398.272,394.208,191.262,1170.04,1136.560005,1614.990015,753.200005,783.279982,744.350016,1041.429985
"ANN23",533786,4252115,22.422826425963,-86.9886428553821,38.8076356862039,-48.4070555344165,10.3870322256038,-4.61904066033067,10.4917524439055,-40.2552489310269,-58.325653913789,-46.6433246206007,67.2951,65.25356,73.63126,71.14605,95.21198,88.29942,58.04412,54.4369,70.72655,65.87552,71.33917,68.03558,83.6424,82.85095,67.44007,84.94415,74.90839,65.3343,29.82967,38.86821,71,71,93,60,90,64,82,39,84,23,1075.28823192791,4600.59017491758,2176.5173055528,381.928659094161,551.68084409448,676.144008212367,848.624336849243,848.624336849243,734.52982905503,448.382891229037,680.9214,664.5603,762.9628,767.2952,1229.883,965.87,574.8804,565.0261,449.873,495.226,478.2585,496.8251,816.2828,791.5754,532.9607,589.4209,529.1356,611.5812,373.3811,569.9247,686.054,726.694,1132.84,557.276,360.68,533.146,748.792,398.272,394.208,191.262,1162.650004,1126.459991,1597.509953,746.900004,777.400012,737.440001,1033.200005
"ANN24",534558,4252390,25.0747898246237,-88.2695053323835,39.2720155396913,-48.7201970407434,10.3358726487837,-6.0541271281408,9.95247944115166,-39.6218052855676,-58.2818720109098,-47.2295499864051,70.35549,66.59174,72.81401,70.66129,95.99438,88.57121,57.92424,54.39182,72.61652,67.54621,72.08875,68.62769,83.9192,82.71439,66.39076,84.83382,71.9721,63.76014,31.82276,39.69469,71,71,93,60,90,81,82,39,61,23,1078.86216513182,4600.55987656242,2279.20245426202,387.536679941425,550.246475498745,653.789490842791,852.158906313589,852.158906313589,731.218397086259,428.095415160077,699.9658,693.7541,764.4233,772.7141,1235.171,1007.842,570.0261,560.3517,441.4651,488.8117,480.3595,478.3867,828.3423,798.8795,513.3871,566.4807,557.4407,624.0661,421.6778,570.1463,686.054,726.694,1132.84,557.276,360.68,296.418,748.792,398.272,610.87,191.262,1150.43001,1116.830002,1582.790009,738.170004,771.880011,732.660001,1028.470013
"ANN25",534762,4252244,26.0382878705924,-88.3061714953592,39.242052887027,-48.5491056881987,10.2657524038446,-6.58215090819267,9.69714479213125,-39.0994627991162,-57.8899366541622,-47.2034770572317,70.37608,66.60749,72.51003,70.59642,96.17085,88.65752,57.91138,54.3914,73.08691,68.19935,72.06618,68.60517,84.12055,82.73522,65.71101,84.42502,71.11646,63.29174,32.04413,39.8429,71,71,93,60,90,81,82,39,61,23,1075.43780470801,4599.18828387398,2311.12092704413,387.649719795851,546.336594529501,640.385460295594,849.109576616544,849.109576616544,725.519409363965,416.753236845242,689.6807,696.7936,756.1193,768.3214,1235.916,1014.463,566.1419,557.7474,438.1533,485.8268,486.6545,482.4489,830.8816,801.0428,490.9294,547.9719,566.0126,626.1683,431.9031,565.75,686.054,726.694,1132.84,557.276,360.68,296.418,748.792,398.272,610.87,191.262,1147.150005,1114.899994,1580.130013,735.700008,770.55,732.080007,1026.299984
"ANN27",535906,4252866,33.7178106955176,-91.1014082907102,40.1005130907219,-48.1156243108918,10.2594558811803,-9.79385123498147,8.68895084539701,-35.6895400713238,-55.7355470103445,-48.2730535505208,72.57122,68.20628,70.48026,69.54629,96.7142,89.61465,55.65429,53.60975,73.64741,65.9716,73.47398,69.45804,84.60898,82.6489,65.16779,75.0714,65.20998,60.90807,35.61871,40.86137,71,71,93,60,90,81,89,39,61,23,1106.87681057863,4585.98033310277,2650.06548994483,398.671939004369,529.179516915333,553.311163520513,857.497906955941,857.497906955941,700.873769857847,336.590411541816,668.0668,734.2527,768.5488,793.4241,1245.447,1231.013,546.9485,574.1453,476.7041,578.2833,488.2871,463.1007,845.7521,810.2753,576.8737,644.2141,614.4276,617.3245,496.6958,480.6792,686.054,726.694,1132.84,557.276,360.68,296.418,829.31,398.272,610.87,191.262,1046.170006,1052.740005,1473.469984,672.650016,728.639997,703.849987,958.049988
"ANN29",534830,4250940,25.3046805973768,-86.2485746986142,38.3643948429506,-47.8002161821075,9.91391818202418,-6.82528456438098,9.17465157230022,-38.7239699099544,-57.1933385062826,-46.1673246585436,65.01368,64.22841,73.0463,71.1755,96.43169,88.54793,58.05486,54.48569,73.10657,68.42527,70.28506,67.64933,85.05811,83.05589,63.56947,82.842,69.66589,62.26073,29.95762,39.71281,71,71,91,60,90,66,89,39,84,23,1035.7260085018,4600.25758921972,2227.30603214625,379.166400013516,536.97124482353,632.678941814639,826.179589348455,826.179589348455,712.07763733322,414.880272811228,603.5435,655.6041,731.9169,749.049,1232.954,960.3557,553.3892,556.2186,436.1476,472.3712,531.4265,535.4753,832.554,807.0734,423.5726,506.6775,577.6973,624.58,436.9411,562.598,686.054,726.694,1304.544,557.276,360.68,580.136,783.59,398.272,394.208,191.262,1148.050004,1114.420006,1580.57003,736.990001,771.789985,733.259995,1027.660007
"ANN30",535539,4251509,25.8118425239116,-87.6545126146499,39.0140762211103,-48.898010754971,9.95220339442073,-7.43004185265269,8.9852109709693,-39.7404764679613,-58.6489748083189,-46.9698880906299,68.86121,66.0619,71.79146,70.52234,96.81404,88.6126,57.50252,54.28368,74.16375,69.08884,71.3196,68.14494,85.1762,82.83311,63.61721,83.40677,67.6521,61.23964,32.48221,40.26362,71,71,93,60,90,81,89,39,61,23,1037.87432636399,4607.79385993879,2242.24372378156,385.855950963856,547.97518371837,646.736862621638,835.904999422567,835.904999422567,725.609323486991,426.462651448888,635.5502,691.8544,728.1355,746.4303,1231.502,1008.976,548.7523,559.3218,437.0141,489.5836,524.6514,517.0656,841.1633,811.4057,439.8374,509.9569,602.6262,645.5728,471.4587,587.064,686.054,726.694,1132.84,557.276,360.68,296.418,829.31,398.272,610.87,191.262,1153.379984,1117.820015,1585.789984,738.80998,775.599994,735.280006,1031.619987
"ANN31",536014,4251717,26.51500272016,-88.3944593330216,39.3354334480718,-49.3953367727052,9.93584441482476,-7.99817934517684,8.76013053385764,-40.0381141175005,-59.2365267731221,-47.3725159718632,70.05533,66.85619,71.1048,70.12083,96.94448,88.70281,56.60217,53.9816,74.23902,67.88253,71.85103,68.39079,85.41844,82.77408,63.75634,83.33124,65.75787,60.42375,34.02386,40.59521,71,71,93,60,90,72,89,39,61,23,1036.92942400974,4611.21792866528,2263.7654118088,389.365571811084,551.92855294746,647.983796301779,839.393858988682,839.393858988682,730.036751460768,427.411533068507,636.557,704.5529,732.0603,746.6177,1231.772,1041.566,541.7298,558.4327,452.6921,500.9403,524.4905,512.4328,846.067,814.8356,480.4019,547.6359,621.1516,656.95,493.7606,594.6312,686.054,726.694,1132.84,557.276,360.68,588.772,829.31,398.272,610.87,191.262,1150.509991,1116.060005,1582.259956,737.85999,773.51,735.38999,1033.300018
