"plotid","sample_year","hrs_14_20","hrs_abv25","hrs_blw10","avg_tmax","avg_tmin"
"KUNDE04",2007,830,58,2441,15.7920754716981,6.56235849056604
"KUNDE04",2008,660,52,2812,14.7652784676426,6.2611326417243
"KUNDE04",2009,813,80,2778,15.7346816037736,6.22722405660377
"KUNDE04",2010,550,6,3235,14.6572382075472,5.55245754716981
"KUNDE04",2011,700,46,2959,15.2366933962264,5.65575471698113
"KUNDE04",2012,799,81,2620,16.2256897119954,6.43393661971831
"KUNDE04",2014,915,26,1675,17.0605063888832,7.55783847778148
"LARS01",2004,775,159,2430,16.1338277517575,9.91745627131423
"LARS01",2005,716,15,2952,13.501391509434,6.79990566037736
"LARS01",2006,758,58,3036,13.1084669811321,6.47971698113208
"LARS01",2007,961,29,2654,14.4583962264151,6.79981132075472
"LARS01",2008,660,68,2849,13.7238333812397,6.36399439287735
"LARS01",2009,914,84,2550,15.0561695403505,7.27477993369769
"LARS01",2010,548,9,3441,13.6255541842406,5.7398964750042
"LARS01",2011,802,42,3228,13.0261539597799,5.33294792623767
"LARS01",2012,749,71,2923,14.5522699530516,6.52189906103286
"LARS01",2014,1034,24,1631,16.2801638705128,8.22983811654171
"LAZY04",2004,799,89,2544,15.434882629108,7.96753521126761
"LAZY04",2005,723,15,2393,14.3892452830189,7.66867924528302
"LAZY04",2006,818,44,2598,14.5930424528302,7.58745283018868
"LAZY04",2007,970,42,2239,15.6572641509434,7.60044811320755
"LAZY04",2008,792,35,2505,14.6849167684097,7.40786338583708
"LAZY04",2009,944,84,2274,15.8105612267909,7.96703066037736
"LAZY04",2010,679,3,2885,14.0527900943396,7.11320754716981
"LAZY04",2011,861,28,2714,14.3784882075472,7.20496933962264
"LAZY04",2012,925,73,2239,15.9524225352113,7.68864698537847
"LAZY04",2014,1279,12,1183,16.7819696132597,9.56093370165746
"LAZY05",2004,752,87,2622,15.3023004694836,7.66800977244788
"LAZY05",2005,699,25,2490,14.3032091337462,7.73208276941604
"LAZY05",2006,806,46,2597,14.6496933962264,7.16747641509434
"LAZY05",2007,917,50,2327,15.640141509434,7.04030660377359
"LAZY05",2008,726,45,2619,14.5143003487317,6.92470460500546
"LAZY05",2009,944,92,2382,15.8244262732359,7.34222405660377
"LAZY05",2010,624,4,2980,14.2365393308356,6.42489150943396
"LAZY05",2011,847,28,2821,14.522125,6.44090801886792
"LAZY05",2012,832,82,2442,15.9621291079812,6.94857042253521
"LAZY05",2014,1212,21,1367,17.055682320442,8.52057158444065
"LINS01",2004,762,42,2937,13.7176873804372,7.370347704664
"LINS01",2005,657,5,2781,13.1486038931165,7.4909414732819
"LINS01",2006,769,19,2850,13.1136320754717,7.07474593757429
"LINS01",2007,938,14,2523,14.0039622641509,7.07405660377358
"LINS01",2008,685,8,2820,13.075012539942,6.79915114581287
"LINS01",2009,875,63,2620,14.181641509434,7.20840801886792
"LINS01",2010,536,0,3182,12.6132287735849,6.36231132075472
"LINS01",2011,686,1,3173,12.667101782882,6.28869171225715
"LINS01",2012,750,24,2822,13.9928313926283,6.92502723926383
"LINS01",2014,1146,0,1492,15.4262843751516,8.50784617285555
"LUPIN01",2004,749,50,2868,13.8482394366197,8.15753521126761
"LUPIN01",2005,888,11,2500,13.7613593175505,8.01322542958419
"LUPIN01",2006,867,37,2748,13.3156367924528,7.72662735849057
"LUPIN01",2007,1158,8,2247,14.5915566037736,8.09533018867925
"LUPIN01",2008,887,24,2388,14.0152990728535,7.6441678343604
"LUPIN01",2009,1049,110,2356,15.0762137650657,8.19537023590686
"LUPIN01",2010,786,1,2911,13.1800400943396,7.01677358490566
"LUPIN01",2011,825,31,3016,14.5072617924528,6.70487028301887
"LUPIN01",2012,929,93,2445,16.6248427230047,7.39471126760563
"LUPIN01",2014,1367,36,1347,18.1647486187845,9.34152762430939
"MACKI01",2004,692,145,2503,17.6741314553991,5.01119718309859
"MACKI01",2005,850,44,2540,16.7744674801167,4.97308962264151
"MACKI01",2006,777,70,2587,16.9538679245283,4.81207547169811
"MACKI01",2007,838,105,2699,17.8577830188679,3.84089622641509
"MACKI01",2008,684,47,2950,16.3149947530239,3.86707549961793
"MACKI01",2009,753,129,2689,17.8296886792453,4.37477594339623
"MACKI01",2010,640,39,2929,16.1653891509434,4.26753066037736
"MACKI01",2011,705,65,2804,16.5346509433962,4.4047641509434
"MACKI01",2012,831,115,2725,18.0435657276995,3.56428638497653
"MACKI01",2014,789,54,2200,19.1681025398776,3.92235543183455
"MCCOR01",2004,666,71,2949,14.9182295226936,6.60707694946461
"MCCOR01",2005,673,22,2867,14.4404589595955,6.55393462917167
"MCCOR01",2006,653,49,2923,14.2785377358491,6.26377358490566
"MCCOR01",2007,784,35,2716,15.3657075471698,5.92995283018868
"MCCOR01",2008,582,48,3047,14.3255689508052,5.73768604746101
"MCCOR01",2009,807,75,2626,15.5558231132075,6.52556367924528
"MCCOR01",2010,511,1,3246,13.7107995283019,5.75787028301887
"MCCOR01",2011,674,19,3112,13.733320754717,5.7725141509434
"MCCOR01",2012,720,69,2921,15.2656851104993,5.98794366197183
"MCCOR01",2014,874,19,1671,16.8132845303867,7.67180939226519
"MCCOR02",2004,755,60,2965,14.4095539906103,7.50392018779343
"MCCOR02",2005,807,13,2615,14.0754009433962,7.46316037735849
"MCCOR02",2006,786,54,2799,13.8075235849057,7.13823113207547
"MCCOR02",2007,979,32,2479,15.1418867924528,7.17073113207547
"MCCOR02",2008,738,59,2675,14.1393252936241,6.87135317323215
"MCCOR02",2009,865,75,2529,15.3466839622642,7.27554245283019
"MCCOR02",2010,661,1,3134,13.4324056603774,6.35488443396226
"MCCOR02",2011,863,19,3074,13.371804245283,6.36934905660377
"MCCOR02",2012,774,53,2702,14.8459248826291,6.98245774647887
"MCCOR02",2014,1233,14,1444,16.3094309392265,8.82250552486188
"MCCOR05",2004,752,62,3048,14.3527464788732,7.39617370892019
"MCCOR05",2005,708,18,2739,13.8625,7.35481132075472
"MCCOR05",2006,725,58,2884,13.6470047169811,7.02839622641509
"MCCOR05",2007,931,32,2566,14.8984669811321,7.14382075471698
"MCCOR05",2008,679,77,2774,13.8811058699606,6.91217213657312
"MCCOR05",2009,838,75,2534,15.1317476415094,7.38945283018868
"MCCOR05",2010,568,6,3151,13.2627783018868,6.52470047169811
"MCCOR05",2011,799,20,3101,13.2672570754717,6.42984198113208
"MCCOR05",2012,700,69,2797,14.6594248826291,6.96681220657277
"MCCOR05",2014,1171,21,1459,16.1811022099448,8.75729834254144
"MCNEIL01",2004,613,58,3144,14.4730516431925,6.07051643192488
"MCNEIL01",2005,528,16,3118,13.3687658614615,6.39813552213206
"MCNEIL01",2006,529,39,3191,13.5348113207547,5.58367924528302
"MCNEIL01",2007,665,42,2867,14.7385377358491,5.44018867924528
"MCNEIL01",2008,520,37,3161,13.6528735582323,5.27191030711649
"MCNEIL01",2009,683,68,2999,14.7236663148876,5.55835000167661
"MCNEIL01",2010,441,0,3533,12.6285357588525,5.36910276268677
"MCNEIL01",2011,509,11,3284,12.7760407316216,5.7189378485566
"MCNEIL01",2012,551,56,3160,14.0226852765857,5.58683508860649
"MCNEIL01",2014,680,13,2107,15.1651752902566,6.87061989703356
"MCNEIL03",2004,787,98,2489,15.7134037558685,8.21701877934272
"MCNEIL03",2005,816,36,2296,14.7777212554963,8.11033011779652
"MCNEIL03",2006,886,67,2455,15.2077594339623,7.61343332781855
"MCNEIL03",2007,1034,60,2095,16.4077122641509,7.76049528301887
"MCNEIL03",2008,799,65,2381,15.1226781038199,7.57589101629152
"MCNEIL03",2009,1006,122,2217,16.6664811320755,7.83778422943882
"MCNEIL03",2010,755,10,2753,14.7577122641509,7.03297169811321
"MCNEIL03",2011,914,23,2691,14.8250023584906,7.11504009433962
"MCNEIL03",2012,883,95,2213,16.2149365354555,7.71873152256352
"MCNEIL03",2014,1452,32,1136,17.2086478961353,9.79359825649562
"MESCH01",2004,742,59,2707,14.6805399061033,7.79995305164319
"MESCH01",2005,659,6,2543,13.725664549312,7.52486610707221
"MESCH01",2006,787,15,2680,14.0391037735849,7.36849056603774
"MESCH01",2007,806,27,2486,14.7657547169811,7.18318396226415
"MESCH01",2008,710,12,2714,13.6008585189362,7.02289230151174
"MESCH01",2009,829,77,2470,14.9547122641509,7.45582630778302
"MESCH01",2010,587,0,3075,13.2973833919428,6.76817688679245
"MESCH01",2011,748,14,2827,13.688358490566,6.91744103773585
"MESCH01",2012,774,39,2507,14.924941314554,7.28108920187793
"MESCH01",2014,1082,17,1459,16.0820994475138,8.44770930884414
"MITSU01",2004,683,7,3453,12.2578403755869,6.1977617405119
"MITSU01",2005,531,0,3167,12.188694014843,6.39200722092905
"MITSU01",2006,632,8,3219,11.8751890879954,5.98114946686009
"MITSU01",2007,758,2,2996,12.6380999178337,6.21057772168008
"MITSU01",2008,461,12,3139,11.9443398309099,5.68132121223731
"MITSU01",2009,844,33,2929,12.8929716981132,6.29890687942237
"MITSU01",2010,418,0,3670,11.1994198113208,5.257625
"MITSU01",2011,616,0,3545,11.2616816037736,5.25121226415094
"MITSU01",2012,506,6,3358,12.3184342723005,5.21966436115769
"MITSU01",2014,846,0,2108,13.8663695995213,7.05440428408817
"MITSU02",2004,768,22,3316,13.0886150234742,6.99525821596244
"MITSU02",2005,665,0,2916,12.5931645154253,7.18625728376349
"MITSU02",2006,726,31,3081,12.5631603773585,6.63933962264151
"MITSU02",2007,999,6,2643,13.3491983317658,7.28464911008958
"MITSU02",2008,651,22,2857,12.6696344465612,6.61888673814334
"MITSU02",2009,888,56,2640,14.0944858490566,7.31912233596593
"MITSU02",2010,568,0,3351,12.2093844339623,6.10965579783236
"MITSU02",2011,736,8,3335,12.1684127358491,6.05004245283019
"MITSU02",2012,644,36,2950,13.6391079812207,6.72449061032864
"MITSU02",2014,1211,3,1613,15.0912559292346,8.73328420766879
"MITSU03",2004,600,24,3420,12.8492723004695,5.72443661971831
"MITSU03",2005,583,3,3271,12.7903821958914,5.93046631647234
"MITSU03",2006,586,28,3271,12.4186784721424,5.68841382817446
"MITSU03",2007,742,5,3017,13.4052037300695,5.84950611759288
"MITSU03",2008,504,7,3112,12.5907636169672,5.35811164988268
"MITSU03",2009,818,65,2926,13.7036037735849,6.03794105730599
"MITSU03",2010,405,0,3661,11.8082971698113,5.00352594339623
"MITSU03",2011,584,7,3521,11.8768490566038,5.00979716981132
"MITSU03",2012,572,21,3341,13.0470234741784,4.93598122065728
"MITSU03",2014,797,6,2228,14.6138491127306,6.47571415054237
"MITSU04",2004,821,13,3237,12.8759389671362,7.11596244131455
"MITSU04",2005,615,4,2947,12.6121814189696,7.17320876491272
"MITSU04",2006,732,30,3035,12.418041981572,6.8494491794735
"MITSU04",2007,985,5,2656,13.2339645688622,7.3113220688811
"MITSU04",2008,728,3,2830,12.5153387598004,6.67319010937116
"MITSU04",2009,940,59,2576,13.7909882075472,7.4302429245283
"MITSU04",2010,529,7,3341,12.9143231132075,6.023625
"MITSU04",2011,733,9,3263,12.6649622641509,5.95575471698113
"MITSU04",2012,629,48,2997,13.825176056338,6.73284272300469
"MITSU04",2014,1127,9,1631,14.8042028197555,8.64448715320715
"MOREL01",2004,762,57,2472,15.0772769953052,7.94774647887324
"MOREL01",2005,689,0,2417,14.0984132616915,7.53166248493982
"MOREL01",2006,725,13,2629,14.0051650943396,7.31839622641509
"MOREL01",2007,852,29,2426,14.9916509433962,7.23819949710094
"MOREL01",2008,667,13,2652,13.8031237628551,7.08926576324461
"MOREL01",2009,866,66,2443,14.9614764150943,7.52367452830189
"MOREL01",2010,581,1,2920,13.6090235849057,6.84662735849057
"MOREL01",2011,685,10,2789,13.7003278301887,6.9443891509434
"MOREL01",2012,797,26,2506,14.9805704225352,7.25243896713615
"MOREL01",2014,1007,9,1393,16.3436311200219,8.31224848887427
"MOREL02",2004,766,60,2394,15.1682394366197,8.12429577464789
"MOREL02",2005,786,0,2296,14.0343150228516,7.78273007731448
"MOREL02",2006,757,16,2537,14.2010141509434,7.56400835441962
"MOREL02",2007,917,39,2263,15.2295754716981,7.70288690915926
"MOREL02",2008,780,18,2488,14.0185664937002,7.49295898427503
"MOREL02",2009,943,82,2249,15.3679339622642,8.01556132075472
"MOREL02",2010,659,2,2785,13.7874622641509,7.24080660377358
"MOREL02",2011,766,19,2655,14.0568349056604,7.30960141509434
"MOREL02",2012,867,36,2269,15.3763333333333,7.57279577464789
"MOREL02",2014,1190,14,1228,16.6073101243172,9.05661082972904
"MROTH01",2004,707,26,3136,13.3244029590105,6.82939422961397
"MROTH01",2005,629,4,2943,13.0686412324419,6.94578991332338
"MROTH01",2006,684,12,2990,12.7632075471698,6.61292452830189
"MROTH01",2007,830,10,2752,13.5186556603774,6.5172641509434
"MROTH01",2008,572,5,2992,12.6954043106436,6.28478211001712
"MROTH01",2009,814,47,2757,13.8650660377358,6.92443867924528
"MROTH01",2010,484,0,3370,12.3301886792453,6.0154858490566
"MROTH01",2011,647,3,3284,12.3208419811321,6.0226108490566
"MROTH01",2012,715,14,3007,13.6397183098592,6.35934741784038
"MROTH01",2014,994,0,1662,15.1739453175252,8.19757871645634
"MROTH02",2004,756,34,2814,13.7659154929577,8.11305905334252
"MROTH02",2005,677,3,2488,13.3777887181164,7.97211275181473
"MROTH02",2006,849,15,2740,13.2423349056604,7.70435038312064
"MROTH02",2007,917,13,2442,14.0874309426409,7.69371330868355
"MROTH02",2008,767,8,2667,13.0227539886643,7.40423630554895
"MROTH02",2009,912,66,2500,14.3044403724067,7.91490684952984
"MROTH02",2010,584,0,3041,12.6634749490361,7.00478301886792
"MROTH02",2011,778,2,2974,12.7913466981132,7.10646226415094
"MROTH02",2012,742,15,2504,14.0254966693956,7.67085228073801
"MROTH02",2014,1504,0,1355,15.468422312827,9.88256554908301
"MROTH03",2004,777,53,2705,14.3937089201878,7.99922535211268
"MROTH03",2005,729,4,2484,13.9376091600579,7.65343261921995
"MROTH03",2006,851,20,2653,13.7829716981132,7.59585748155195
"MROTH03",2007,1046,18,2299,14.6250943396226,7.69891509433962
"MROTH03",2008,789,15,2590,13.8027722082,7.2338578447867
"MROTH03",2009,958,61,2412,15.1393561320755,7.72940890681204
"MROTH03",2010,684,0,2858,13.1071509433962,7.0986179245283
"MROTH03",2011,824,7,2876,13.4015589622642,7.03202830188679
"MROTH03",2012,817,27,2369,14.646896713615,7.66409624413146
"MROTH03",2014,1322,1,1336,16.9336433859347,9.13792632253013
"MUTTE01",2004,763,75,2788,14.5140610328639,7.63786384976526
"MUTTE01",2005,777,20,2522,14.0172877358491,7.53981132075472
"MUTTE01",2006,807,51,2748,13.7207783018868,7.29790094339623
"MUTTE01",2007,1015,40,2285,14.9144811320755,7.39747641509434
"MUTTE01",2008,718,49,2553,13.8255314770191,7.17913602308857
"MUTTE01",2009,937,105,2414,15.0838136792453,7.48689853116058
"MUTTE01",2010,648,2,3078,13.2365566037736,6.58205596998615
"MUTTE01",2011,864,16,2963,13.3393938679245,6.56143160377358
"MUTTE01",2012,780,71,2574,14.6513004694836,7.18947887323944
"MUTTE01",2014,1278,16,1354,16.0508839779006,8.96532872928177
"MUTTE02",2004,630,47,3097,13.9678873239437,6.47359154929577
"MUTTE02",2005,519,3,3116,13.1927594339623,6.38089622641509
"MUTTE02",2006,556,21,3130,13.2515094339623,6.16334905660377
"MUTTE02",2007,721,20,2771,14.5674528301887,6.02358490566038
"MUTTE02",2008,527,34,3041,13.6191594366133,5.88272364904909
"MUTTE02",2009,713,54,2896,14.369125,6.16764386792453
"MUTTE02",2010,423,0,3568,12.5113985849057,5.50442452830189
"MUTTE02",2011,541,11,3306,12.6723537735849,5.56002830188679
"MUTTE02",2012,641,39,3094,14.1952018779343,5.76098591549296
"MUTTE02",2014,728,12,2053,15.5239337016575,7.07887569060773
"NELSO01",2004,708,197,2280,17.4884741784038,7.84563936244461
"NELSO01",2005,849,59,2183,16.1860377358491,7.53853773584906
"NELSO01",2006,749,100,2222,16.4593160377358,7.48028301886792
"NELSO01",2007,861,142,2201,17.6974056603774,7.25247641509434
"NELSO01",2008,768,73,2486,16.3758037627666,7.09453563112541
"NELSO01",2009,871,175,2223,17.4522296494929,7.56782007871179
"NELSO01",2010,726,38,2565,15.7775235849057,7.15795283018868
"NELSO01",2011,800,71,2444,16.049945754717,7.18924312755725
"NELSO01",2012,922,145,2258,17.699955399061,7.20193427230047
"NELSO01",2014,1026,65,1341,18.5797546401114,8.12388316491107
"NELSO02",2004,751,190,2312,17.3631924882629,7.90499310469783
"NELSO02",2005,844,61,2206,16.0675235849057,7.57966981132075
"NELSO02",2006,745,104,2293,16.4089622641509,7.49785377358491
"NELSO02",2007,887,137,2207,17.6000235849057,7.40483490566038
"NELSO02",2008,786,70,2467,16.2459010948761,7.29953411980844
"NELSO02",2009,862,173,2267,17.1954952830189,7.48641273584906
"NELSO02",2010,712,41,2671,15.4854127358491,7.08891509433962
"NELSO02",2011,782,67,2565,15.7211886792453,7.15830660377358
"NELSO02",2012,927,142,2292,17.4298990610329,7.29881455399061
"NELSO02",2014,1027,47,1333,18.4262692638327,8.36826602816146
"OTELL01",2004,791,152,2440,17.2918779342723,6.83408450704225
"OTELL01",2005,841,37,2414,16.046320754717,6.62251158664495
"OTELL01",2006,709,72,2497,16.3577358490566,6.29530660377358
"OTELL01",2007,869,97,2440,17.4339633039797,6.00765872557605
"OTELL01",2008,724,42,2753,15.7300787490011,5.96509814517455
"OTELL01",2009,818,120,2503,17.3251297169811,6.14584433962264
"OTELL01",2010,680,28,2927,15.6255047169811,5.66652122641509
"OTELL01",2011,744,57,2712,15.8519764150943,5.79180896226415
"OTELL01",2012,925,95,2521,17.3867136150235,5.81422769953052
"OTELL01",2014,876,41,1804,18.5796104972376,6.63650552486188
"PARDI01",2004,716,68,2596,14.5633399736144,8.15094912832658
"PARDI01",2005,729,10,2436,13.781108490566,7.7113928518739
"PARDI01",2006,720,32,2567,14.0202830188679,7.60978773584906
"PARDI01",2007,916,39,2255,14.9716037735849,7.67384433962264
"PARDI01",2008,832,15,2527,13.7888956100111,7.3921966360508
"PARDI01",2009,852,73,2343,14.5675460370202,7.99394857921554
"PARDI01",2010,637,0,3060,13.0860579729106,6.96565930301786
"PARDI01",2011,717,11,2740,13.35140939689,7.67738299274604
"PARDI01",2012,761,45,2592,14.6036596244131,7.34113615023474
"PARDI01",2014,1037,9,1340,15.7234671942021,8.6981704376217
"PARSO01",2004,754,186,2512,17.7758517895241,6.53847417840376
"PARSO01",2005,808,56,2490,16.5041509433962,6.53042452830189
"PARSO01",2006,655,98,2521,16.7157311320755,6.33837264150943
"PARSO01",2007,836,124,2473,18.0126886792453,5.84735849056604
"PARSO01",2008,738,49,2724,16.343368518888,5.83980131256034
"PARSO01",2009,868,155,2390,17.9859386792453,6.52914150943396
"PARSO01",2010,674,54,2920,16.3662028301887,5.83478537735849
"PARSO01",2011,769,92,2671,16.9234198113208,5.94831603773585
"PARSO01",2012,918,139,2531,18.3392840375587,6.03004694835681
"PARSO01",2014,901,67,1592,19.2028640451199,7.45412430939226
"PETER01",2004,680,139,2711,17.5065023474178,4.11842723004695
"PETER01",2005,811,41,2679,16.3972169811321,4.23818396226415
"PETER01",2006,702,62,2686,16.682641509434,3.96801886792453
"PETER01",2007,799,94,2774,17.6475,3.06188679245283
"PETER01",2008,663,50,3033,16.4161035402912,3.02247450013003
"PETER01",2009,760,120,2782,17.8294905660377,3.6584929245283
"PETER01",2010,652,36,3057,16.0144622641509,3.53800235849057
"PETER01",2011,711,55,2872,16.2744245283019,3.88330424528302
"PETER01",2012,848,100,2764,17.9799624413146,2.84067605633803
"PETER01",2014,769,51,2250,19.2085082872928,3.12591712707182
"PETSN01",2004,704,83,2837,14.9967840375587,7.01476525821596
"PETSN01",2005,681,21,2647,14.2513679245283,6.99610849056604
"PETSN01",2006,667,45,2743,14.3304952830189,6.76155660377358
"PETSN01",2007,812,45,2521,15.3492924528302,6.45625
"PETSN01",2008,664,37,2852,14.3446545511599,6.1866432303983
"PETSN01",2009,857,82,2539,15.4959410377358,6.91089622641509
"PETSN01",2010,556,6,3161,13.7284127358491,6.13418867924528
"PETSN01",2011,747,20,2920,13.812625,6.25503773584906
"PETSN01",2012,810,69,2628,15.4556737089202,6.61192018779343
"PETSN01",2014,1062,22,1450,16.8694821359503,8.13144486399765
"PETSN02",2004,754,94,2690,15.460234741784,7.21985915492958
"PETSN02",2005,750,22,2513,14.7080660377358,7.20015690431944
"PETSN02",2006,772,44,2619,14.8133018867925,7.01191037735849
"PETSN02",2007,931,46,2371,15.9278380503145,6.77518867924528
"PETSN02",2008,727,62,2698,14.8975688547987,6.50884922821167
"PETSN02",2009,880,92,2526,15.9320966981132,7.08807075471698
"PETSN02",2010,587,1,3138,13.8886556603774,6.32085613207547
"PETSN02",2011,762,29,2949,14.1300578163233,6.38089858490566
"PETSN02",2012,880,66,2621,15.7473262910798,6.799982209085
"PETSN02",2014,1108,17,1394,17.4500940001093,8.60334040118257
"PFEND01",2004,735,41,2878,13.98,7.38497581225512
"PFEND01",2005,558,3,2883,12.9602811503187,7.38706832899167
"PFEND01",2006,646,9,2838,13.6296462264151,6.98920343447342
"PFEND01",2007,820,14,2594,14.1187264150943,6.8414858490566
"PFEND01",2008,609,10,2865,13.3352875411424,6.56976059964118
"PFEND01",2009,806,46,2706,14.5351438679245,6.951125
"PFEND01",2010,490,0,3294,12.7049716981132,6.25930424528302
"PFEND01",2011,603,3,3169,12.8134599056604,6.19962028301887
"PFEND01",2012,724,18,2905,14.0212887323944,6.42730985915493
"PFEND01",2014,928,0,1639,15.6310480592321,8.07744785027849
"PFEND02",2004,776,42,2961,13.6085211267606,7.85591444885065
"PFEND02",2005,727,4,2661,13.1295321851666,7.90146231662357
"PFEND02",2006,794,25,2841,13.1134905660377,7.5317308305638
"PFEND02",2007,973,10,2409,14.0626886792453,7.6923820754717
"PFEND02",2008,739,7,2655,13.1491795573544,7.38455180856317
"PFEND02",2009,887,58,2545,14.2146273584906,7.74686888719914
"PFEND02",2010,594,0,3115,12.5103702830189,6.86363443396226
"PFEND02",2011,750,7,3137,12.5534693396226,6.74641509433962
"PFEND02",2012,769,18,2670,14.0361244131455,7.48825364438168
"PFEND02",2014,1325,0,1367,15.8162617603769,9.31662923092536
"PHILL01",2004,631,109,2771,16.5445305164319,4.40129107981221
"PHILL01",2005,777,27,2695,15.679929245283,4.63254716981132
"PHILL01",2006,652,72,2745,15.9893394100921,4.29223074587158
"PHILL01",2007,728,74,2839,16.7598049209145,3.85415771102429
"PHILL01",2008,648,36,3105,15.4117467522901,3.84107143377993
"PHILL01",2009,747,96,2795,16.7857853773585,4.04633726415094
"PHILL01",2010,594,22,3067,15.2793891509434,3.84410141509434
"PHILL01",2011,700,45,2905,15.5445495283019,4.02037735849057
"PHILL01",2012,799,86,2794,17.0378262910798,3.04060798122066
"PHILL01",2014,753,38,2294,17.9207086034743,3.55110698950306
"PHILL02",2004,744,171,2336,17.4124882629108,6.97950704225352
"PHILL02",2005,861,46,2359,16.2341273584906,6.79235849056604
"PHILL02",2006,746,95,2362,16.7283018867925,6.48625
"PHILL02",2007,895,130,2327,17.8156839622641,6.2569680611492
"PHILL02",2008,781,55,2627,16.385858917411,6.14162126932916
"PHILL02",2009,848,139,2412,17.6412995283019,6.39054952830189
"PHILL02",2010,689,46,2798,15.9033820754717,5.94531839622642
"PHILL02",2011,762,74,2604,16.2597948113208,6.0442358490566
"PHILL02",2012,968,125,2414,18.0681713615023,6.01644131455399
"PHILL02",2014,883,69,1711,19.4124616949429,6.86184636583546
"PONTI02",2004,703,42,3152,13.7196177172707,7.14470276396039
"PONTI02",2005,501,8,2942,13.1467924528302,7.03971698113208
"PONTI02",2006,658,26,3021,12.9646462264151,6.72933962264151
"PONTI02",2007,704,27,2765,14.0017924528302,6.59813679245283
"PONTI02",2008,523,62,3058,13.1428581796716,6.36567174622866
"PONTI02",2009,807,57,2793,14.0728018867925,6.93255660377358
"PONTI02",2010,419,0,3546,12.2631061320755,6.13594103773585
"PONTI02",2011,617,11,3238,12.4261910377358,6.16514858490566
"PONTI02",2012,629,44,2977,13.8093990610329,6.54795539906103
"PONTI02",2014,949,11,1638,15.0816842167478,8.16664720709652
"REDDE01",2004,684,118,2420,16.6531455399061,6.865
"REDDE01",2005,829,32,2398,15.4557783018868,6.78768867924528
"REDDE01",2006,703,63,2357,15.5200235849057,6.72306603773585
"REDDE01",2007,765,82,2446,16.5365801886792,6.25287735849057
"REDDE01",2008,711,38,2742,15.2683932115347,6.12114934924502
"REDDE01",2009,780,119,2417,16.6851344339623,6.50755796640613
"REDDE01",2010,654,28,2754,15.3889481132075,6.28283726415094
"REDDE01",2011,698,45,2589,15.6569858490566,6.36079892924605
"REDDE01",2012,822,102,2484,16.8071291079812,6.23267136150235
"REDDE01",2014,954,32,1696,17.6291123071157,7.19140036625848
"REDDE02",2004,771,123,2276,16.3554929577465,7.82816901408451
"REDDE02",2005,892,36,2118,15.2074528301887,7.625410505155
"REDDE02",2006,803,73,2229,15.5029009433962,7.50983490566038
"REDDE02",2007,892,82,2180,16.4069339622642,7.28891509433962
"REDDE02",2008,844,34,2431,14.9023328170348,7.14731057282857
"REDDE02",2009,862,119,2231,16.2658655660377,7.2970141509434
"REDDE02",2010,724,22,2650,14.771141509434,6.92928066037736
"REDDE02",2011,780,35,2570,15.0607358490566,6.99647400551137
"REDDE02",2012,877,100,2241,16.5438403755869,7.3223400977342
"REDDE02",2014,1103,31,1352,17.1960760277723,8.16186214336233
"SAWI01",2004,725,64,2633,14.9065492957746,7.7662441314554
"SAWI01",2005,710,5,2561,13.9328537735849,7.37801886792453
"SAWI01",2006,657,30,2622,14.2419339622642,7.23219339622641
"SAWI01",2007,849,38,2404,15.0602122641509,7.25169811320755
"SAWI01",2008,777,18,2661,13.9401189611694,6.95339389163408
"SAWI01",2009,823,73,2431,14.8602115720329,7.58512644891518
"SAWI01",2010,629,1,3067,13.4095470595651,6.57056067465413
"SAWI01",2011,700,12,2800,13.618052281952,7.21865323597821
"SAWI01",2012,755,46,2703,14.8281807511737,6.92032863849765
"SAWI01",2014,982,13,1539,16.0807409819299,8.23201548906693
"SCHIEK01",2004,744,42,2803,13.8212414008275,8.01726532875399
"SCHIEK01",2005,775,6,2545,13.1943754379915,8.07647629652866
"SCHIEK01",2006,860,20,2757,13.1852594339623,7.68045944903703
"SCHIEK01",2007,1050,12,2320,14.0865094339623,7.69938679245283
"SCHIEK01",2008,755,7,2596,13.1302131298095,7.33121117411256
"SCHIEK01",2009,962,80,2422,14.8390849056604,8.03431839622641
"SCHIEK01",2010,671,0,2917,12.833010524755,7.09404009433962
"SCHIEK01",2011,812,5,2965,12.830266509434,7.05867452830189
"SCHIEK01",2012,799,22,2433,14.1529201877934,7.68179577464789
"SCHIEK01",2014,1467,0,1353,15.7415449706018,9.51374399758843
"SCHIEK02",2004,772,52,2788,14.2880070707222,7.67591351436795
"SCHIEK02",2005,763,6,2539,13.6120358857419,7.81701717959629
"SCHIEK02",2006,815,32,2692,14.5645518867925,7.29738932242337
"SCHIEK02",2007,1047,22,2291,14.7109653346925,7.77876574320214
"SCHIEK02",2008,756,10,2638,13.4899835020792,6.94604356103232
"SCHIEK02",2009,959,67,2453,14.6265566037736,7.63959669811321
"SCHIEK02",2010,641,0,2980,13.0899646226415,6.72373113207547
"SCHIEK02",2011,776,8,2971,13.1911438679245,6.65604952830189
"SCHIEK02",2012,847,24,2532,14.5260774647887,7.27453990610329
"SCHIEK02",2014,1074,41,1348,18.9228896119907,8.73192160552276
"SDC01",2004,712,82,2559,15.5894835680751,7.1874882629108
"SDC01",2005,698,24,2602,14.603061080974,6.87929477114595
"SDC01",2006,657,51,2599,14.847358490566,6.8602358490566
