"","PlotID","year","UnderstorySp","ptct","totpts","pcov"
"249","athea02",2011,"lohi",13,55,0.236363636363636
"250","athea02",2011,"quga",6,55,0.109090909090909
"251","athea02",2011,"todi",36,55,0.654545454545455
"252","athea02",2011,"umca",3,55,0.0545454545454545
"253","backm02",2011,"quag",1,60,0.0166666666666667
"254","backm02",2011,"quch",5,60,0.0833333333333333
"255","backm02",2011,"umca",1,60,0.0166666666666667
"256","backm03",2011,"lohi",2,60,0.0333333333333333
"257","backm03",2011,"psme",2,60,0.0333333333333333
"258","backm03",2011,"quag",12,60,0.2
"259","backm03",2011,"todi",34,60,0.566666666666667
"260","backm03",2011,"umca",14,60,0.233333333333333
"261","backm04",2011,"cebe",1,60,0.0166666666666667
"262","backm04",2011,"lohi",3,60,0.05
"263","backm04",2011,"miau",3,60,0.05
"264","backm04",2011,"psme",15,60,0.25
"265","backm04",2011,"quag",2,60,0.0333333333333333
"266","backm04",2011,"qube",2,60,0.0333333333333333
"267","backm04",2011,"todi",21,60,0.35
"268","backm04",2011,"umca",4,60,0.0666666666666667
"269","backm05",2011,"lohi",2,60,0.0333333333333333
"270","backm05",2011,"psme",1,60,0.0166666666666667
"271","backm05",2011,"quag",5,60,0.0833333333333333
"272","backm05",2011,"quch",5,60,0.0833333333333333
"273","backm05",2011,"umca",11,60,0.183333333333333
"274","badge01",2011,"arcto",1,60,0.0166666666666667
"275","badge01",2011,"cebe",2,60,0.0333333333333333
"276","badge01",2011,"lohi",23,60,0.383333333333333
"277","badge01",2011,"quag",3,60,0.05
"278","badge01",2011,"quga",10,60,0.166666666666667
"279","badge01",2011,"todi",38,60,0.633333333333333
"280","badge01",2011,"umca",13,60,0.216666666666667
"281","belta01",2011,"arme",1,60,0.0166666666666667
"282","belta01",2011,"hear",14,60,0.233333333333333
"283","belta01",2011,"lohi",57,60,0.95
"284","belta01",2011,"miau",4,60,0.0666666666666667
"285","belta01",2011,"quag",25,60,0.416666666666667
"286","belta01",2011,"quch",2,60,0.0333333333333333
"287","belta01",2011,"todi",31,60,0.516666666666667
"288","belta01",2011,"umca",33,60,0.55
"289","belta02",2011,"hear",1,60,0.0166666666666667
"290","belta02",2011,"lohi",6,60,0.1
"291","belta02",2011,"psme",15,60,0.25
"292","belta02",2011,"quag",8,60,0.133333333333333
"293","belta02",2011,"todi",40,60,0.666666666666667
"294","belta02",2011,"umca",10,60,0.166666666666667
"295","belta03",2011,"lohi",1,60,0.0166666666666667
"296","belta03",2011,"psme",5,60,0.0833333333333333
"297","belta03",2011,"quag",1,60,0.0166666666666667
"298","belta03",2011,"quga",14,60,0.233333333333333
"299","belta03",2011,"todi",12,60,0.2
"300","belta03",2011,"umca",2,60,0.0333333333333333
"301","belta04",2011,"arme",1,55,0.0181818181818182
"302","belta04",2011,"hear",5,55,0.0909090909090909
"303","belta04",2011,"lohi",1,55,0.0181818181818182
"304","belta04",2011,"miau",2,55,0.0363636363636364
"305","belta04",2011,"psme",18,55,0.327272727272727
"306","belta04",2011,"quag",14,55,0.254545454545455
"307","belta04",2011,"ruur",4,55,0.0727272727272727
"308","belta04",2011,"todi",42,55,0.763636363636364
"309","belta04",2011,"umca",17,55,0.309090909090909
"310","belta07",2011,"hear",12,60,0.2
"311","belta07",2011,"lohi",21,60,0.35
"312","belta07",2011,"miau",1,60,0.0166666666666667
"313","belta07",2011,"quag",16,60,0.266666666666667
"314","belta07",2011,"quke",7,60,0.116666666666667
"315","belta07",2011,"todi",39,60,0.65
"316","belta07",2011,"umca",3,60,0.05
"317","belta08",2011,"coco",20,60,0.333333333333333
"318","belta08",2011,"hear",1,60,0.0166666666666667
"319","belta08",2011,"lohi",40,60,0.666666666666667
"320","belta08",2011,"psme",4,60,0.0666666666666667
"321","belta08",2011,"quag",2,60,0.0333333333333333
"322","belta08",2011,"rogy",6,60,0.1
"323","belta08",2011,"ruur",1,60,0.0166666666666667
"324","belta08",2011,"syal",51,60,0.85
"325","belta08",2011,"todi",39,60,0.65
"326","belta08",2011,"umca",15,60,0.25
"327","berge01",2011,"aeca",2,60,0.0333333333333333
"328","berge01",2011,"hear",22,60,0.366666666666667
"329","berge01",2011,"lohi",33,60,0.55
"330","berge01",2011,"prunus sp.",1,60,0.0166666666666667
"331","berge01",2011,"todi",34,60,0.566666666666667
"332","berge01",2011,"umca",25,60,0.416666666666667
"333","bouv01",2011,"prunus sp.",1,60,0.0166666666666667
"334","bouv01",2011,"quag",4,60,0.0666666666666667
"335","bouv01",2011,"qudo",13,60,0.216666666666667
"336","bouv01",2011,"quga",8,60,0.133333333333333
"337","bouv01",2011,"qulo",1,60,0.0166666666666667
"338","bouv01",2011,"todi",4,60,0.0666666666666667
"339","bouv02",2011,"arme",1,55,0.0181818181818182
"340","bouv02",2011,"hear",16,55,0.290909090909091
"341","bouv02",2011,"lohi",32,55,0.581818181818182
"342","bouv02",2011,"prunus sp.",3,55,0.0545454545454545
"343","bouv02",2011,"psme",15,55,0.272727272727273
"344","bouv02",2011,"quag",2,55,0.0363636363636364
"345","bouv02",2011,"todi",51,55,0.927272727272727
"346","bouv02",2011,"umca",32,55,0.581818181818182
"347","bouv03",2011,"aeca",2,55,0.0363636363636364
"348","bouv03",2011,"hear",1,55,0.0181818181818182
"349","bouv03",2011,"hodi",1,55,0.0181818181818182
"350","bouv03",2011,"lohi",3,55,0.0545454545454545
"351","bouv03",2011,"quag",7,55,0.127272727272727
"352","bouv03",2011,"quga",1,55,0.0181818181818182
"353","bouv03",2011,"rogy",3,55,0.0545454545454545
"354","bouv03",2011,"symo",18,55,0.327272727272727
"355","bouv03",2011,"todi",42,55,0.763636363636364
"356","bouv03",2011,"umca",34,55,0.618181818181818
"357","bouv09",2011,"aeca",3,60,0.05
"358","bouv09",2011,"hear",3,60,0.05
"359","bouv09",2011,"lohi",31,60,0.516666666666667
"360","bouv09",2011,"quag",5,60,0.0833333333333333
"361","bouv09",2011,"roca",4,60,0.0666666666666667
"362","bouv09",2011,"syal",21,60,0.35
"363","bouv09",2011,"todi",44,60,0.733333333333333
"364","bouv09",2011,"umca",35,60,0.583333333333333
"365","bowes01",2011,"hear",1,60,0.0166666666666667
"366","bowes01",2011,"lohi",49,60,0.816666666666667
"367","bowes01",2011,"quke",1,60,0.0166666666666667
"368","bowes01",2011,"rhamnus sp.",4,60,0.0666666666666667
"369","bowes01",2011,"rogy",2,60,0.0333333333333333
"370","bowes01",2011,"symo",46,60,0.766666666666667
"371","bowes01",2011,"todi",35,60,0.583333333333333
"372","bowes01",2011,"umca",46,60,0.766666666666667
"373","bowes02",2011,"hear",2,60,0.0333333333333333
"374","bowes02",2011,"quga",6,60,0.1
"375","bowes02",2011,"umca",19,60,0.316666666666667
"376","bowes03",2011,"acma",3,60,0.05
"377","bowes03",2011,"hear",2,60,0.0333333333333333
"378","bowes03",2011,"lohi",21,60,0.35
"379","bowes03",2011,"quag",1,60,0.0166666666666667
"380","bowes03",2011,"rhamnus sp.",11,60,0.183333333333333
"381","bowes03",2011,"roca",3,60,0.05
"382","bowes03",2011,"rogy",1,60,0.0166666666666667
"383","bowes03",2011,"symo",39,60,0.65
"384","bowes03",2011,"todi",27,60,0.45
"385","bowes03",2011,"umca",22,60,0.366666666666667
"386","cochr01",2011,"quag",7,60,0.116666666666667
"387","cochr01",2011,"qudo",1,60,0.0166666666666667
"388","cochr01",2011,"todi",26,60,0.433333333333333
"389","cochr01",2011,"umca",5,60,0.0833333333333333
"390","cook01",2011,"quag",9,60,0.15
"391","cook01",2011,"todi",12,60,0.2
"392","cook01",2011,"umca",1,60,0.0166666666666667
"393","cook02",2011,"lohi",4,60,0.0666666666666667
"394","cook02",2011,"quga",9,60,0.15
"395","cook02",2011,"syal",5,60,0.0833333333333333
"396","cook02",2011,"todi",9,60,0.15
"397","cook02",2011,"umca",2,60,0.0333333333333333
"398","doman01",2011,"aeca",5,60,0.0833333333333333
"399","doman01",2011,"arme",4,60,0.0666666666666667
"400","doman01",2011,"bapi",3,60,0.05
"401","doman01",2011,"hear",15,60,0.25
"402","doman01",2011,"hodi",3,60,0.05
"403","doman01",2011,"lohi",35,60,0.583333333333333
"404","doman01",2011,"miau",14,60,0.233333333333333
"405","doman01",2011,"quag",26,60,0.433333333333333
"406","doman01",2011,"qube",1,60,0.0166666666666667
"407","doman01",2011,"rogy",7,60,0.116666666666667
"408","doman01",2011,"symo",31,60,0.516666666666667
"409","doman01",2011,"todi",51,60,0.85
"410","doman01",2011,"umca",43,60,0.716666666666667
"411","eliot01",2011,"acma",1,60,0.0166666666666667
"412","eliot01",2011,"coco",9,60,0.15
"413","eliot01",2011,"lohi",18,60,0.3
"414","eliot01",2011,"psme",3,60,0.05
"415","eliot01",2011,"quag",6,60,0.1
"416","eliot01",2011,"quch",3,60,0.05
"417","eliot01",2011,"roca",1,60,0.0166666666666667
"418","eliot01",2011,"rogy",15,60,0.25
"419","eliot01",2011,"syal",2,60,0.0333333333333333
"420","eliot01",2011,"todi",14,60,0.233333333333333
"421","eliot01",2011,"umca",10,60,0.166666666666667
"422","ferra01",2011,"hear",1,60,0.0166666666666667
"423","ferra01",2011,"hodi",4,60,0.0666666666666667
"424","ferra01",2011,"lohi",17,60,0.283333333333333
"425","ferra01",2011,"quag",7,60,0.116666666666667
"426","ferra01",2011,"rogy",4,60,0.0666666666666667
"427","ferra01",2011,"ruur",29,60,0.483333333333333
"428","ferra01",2011,"symo",57,60,0.95
"429","ferra01",2011,"todi",48,60,0.8
"430","ferra01",2011,"umca",37,60,0.616666666666667
"431","fop04",2011,"acma",5,60,0.0833333333333333
"432","fop04",2011,"quga",1,60,0.0166666666666667
"433","fop04",2011,"ribes sp.",4,60,0.0666666666666667
"434","fop04",2011,"todi",8,60,0.133333333333333
"435","fop04",2011,"umca",22,60,0.366666666666667
"436","fop324",2011,"lohi",11,60,0.183333333333333
"437","fop324",2011,"quag",1,60,0.0166666666666667
"438","fop324",2011,"quga",1,60,0.0166666666666667
"439","fop324",2011,"quke",1,60,0.0166666666666667
"440","fop324",2011,"rhca",1,60,0.0166666666666667
"441","fop324",2011,"ribes sp.",2,60,0.0333333333333333
"442","fop324",2011,"todi",49,60,0.816666666666667
"443","fop324",2011,"umca",10,60,0.166666666666667
"444","fop333",2011,"lohi",9,60,0.15
"445","fop333",2011,"todi",36,60,0.6
"446","fop333",2011,"umca",3,60,0.05
"447","fop340",2011,"lohi",29,60,0.483333333333333
"448","fop340",2011,"quag",1,60,0.0166666666666667
"449","fop340",2011,"todi",45,60,0.75
"450","fop340",2011,"umca",8,60,0.133333333333333
"451","fride01",2011,"hear",2,60,0.0333333333333333
"452","fride01",2011,"lohi",47,60,0.783333333333333
"453","fride01",2011,"quag",1,60,0.0166666666666667
"454","fride01",2011,"quke",10,60,0.166666666666667
"455","fride01",2011,"syal",7,60,0.116666666666667
"456","fride01",2011,"todi",60,60,1
"457","fride01",2011,"umca",3,60,0.05
"458","ganay01",2011,"bapi",4,60,0.0666666666666667
"459","ganay01",2011,"lohi",47,60,0.783333333333333
"460","ganay01",2011,"prunus sp.",1,60,0.0166666666666667
"461","ganay01",2011,"psme",21,60,0.35
"462","ganay01",2011,"quag",16,60,0.266666666666667
"463","ganay01",2011,"todi",24,60,0.4
"464","ganay01",2011,"umca",4,60,0.0666666666666667
"465","ganay02",2011,"lohi",3,50,0.06
"466","ganay02",2011,"prunus sp.",2,50,0.04
"467","ganay02",2011,"psme",4,50,0.08
"468","ganay02",2011,"quag",9,50,0.18
"469","ganay02",2011,"todi",9,50,0.18
"470","ganay02",2011,"umca",9,50,0.18
"471","gard01",2011,"arme",2,60,0.0333333333333333
"472","gard01",2011,"hear",24,60,0.4
"473","gard01",2011,"lohi",50,60,0.833333333333333
"474","gard01",2011,"prunus sp.",1,60,0.0166666666666667
"475","gard01",2011,"quag",3,60,0.05
"476","gard01",2011,"todi",39,60,0.65
"477","gard01",2011,"umca",19,60,0.316666666666667
"478","hallo01",2011,"arme",2,60,0.0333333333333333
"479","hallo01",2011,"hear",13,60,0.216666666666667
"480","hallo01",2011,"lohi",26,60,0.433333333333333
"481","hallo01",2011,"psme",10,60,0.166666666666667
"482","hallo01",2011,"quag",17,60,0.283333333333333
"483","hallo01",2011,"quke",1,60,0.0166666666666667
"484","hallo01",2011,"rogy",1,60,0.0166666666666667
"485","hallo01",2011,"todi",32,60,0.533333333333333
"486","hallo01",2011,"umca",3,60,0.05
"487","halow02",2011,"acma",2,60,0.0333333333333333
"488","halow02",2011,"aeca",3,60,0.05
"489","halow02",2011,"lohi",6,60,0.1
"490","halow02",2011,"quag",2,60,0.0333333333333333
"491","halow02",2011,"todi",8,60,0.133333333333333
"492","halow02",2011,"umca",35,60,0.583333333333333
"493","hood01",2011,"hear",2,60,0.0333333333333333
"494","hood01",2011,"lohi",26,60,0.433333333333333
"495","hood01",2011,"psme",8,60,0.133333333333333
"496","hood01",2011,"quag",6,60,0.1
"497","hood01",2011,"quch",2,60,0.0333333333333333
"498","hood01",2011,"rhca",5,60,0.0833333333333333
"499","hood01",2011,"todi",2,60,0.0333333333333333
"500","hood01",2011,"umca",18,60,0.3
"501","hood02",2011,"arme",1,60,0.0166666666666667
"502","hood02",2011,"caoc",10,60,0.166666666666667
"503","hood02",2011,"hear",26,60,0.433333333333333
"504","hood02",2011,"lohi",6,60,0.1
"505","hood02",2011,"psme",1,60,0.0166666666666667
"506","hood02",2011,"quag",3,60,0.05
"507","hood02",2011,"qube",3,60,0.05
"508","hood02",2011,"rhca",2,60,0.0333333333333333
"509","hood02",2011,"todi",5,60,0.0833333333333333
"510","hood02",2011,"umca",24,60,0.4
"511","hood03",2011,"hear",1,60,0.0166666666666667
"512","hood03",2011,"lide",5,60,0.0833333333333333
"513","hood03",2011,"lohi",1,60,0.0166666666666667
"514","hood03",2011,"psme",9,60,0.15
"515","hood03",2011,"quag",8,60,0.133333333333333
"516","hood03",2011,"quch",59,60,0.983333333333333
"517","hood03",2011,"todi",5,60,0.0833333333333333
"518","hood03",2011,"umca",26,60,0.433333333333333
"519","hood04",2011,"acma",2,55,0.0363636363636364
"520","hood04",2011,"psme",2,55,0.0363636363636364
"521","hood04",2011,"quch",1,55,0.0181818181818182
"522","hood04",2011,"quke",15,55,0.272727272727273
"523","hood04",2011,"ribes sp.",2,55,0.0363636363636364
"524","hood04",2011,"umca",11,55,0.2
"525","hood05",2011,"lide",21,60,0.35
"526","hood05",2011,"lohi",5,60,0.0833333333333333
"527","hood05",2011,"psme",1,60,0.0166666666666667
"528","hood05",2011,"quag",1,60,0.0166666666666667
"529","hood05",2011,"quch",13,60,0.216666666666667
"530","hood05",2011,"todi",9,60,0.15
"531","hood05",2011,"umca",27,60,0.45
"532","hood07",2011,"hear",9,60,0.15
"533","hood07",2011,"lohi",5,60,0.0833333333333333
"534","hood07",2011,"miau",4,60,0.0666666666666667
"535","hood07",2011,"psme",5,60,0.0833333333333333
