"","PlotID","year","UnderstorySp","ptct","totpts","pcov"
"1","ann01",2011,"lohi",11,60,0.183333333333333
"2","ann01",2011,"todi",20,60,0.333333333333333
"3","ann01",2011,"umca",7,60,0.116666666666667
"4","ann02",2011,"lohi",43,60,0.716666666666667
"5","ann02",2011,"psme",1,60,0.0166666666666667
"6","ann02",2011,"quke",1,60,0.0166666666666667
"7","ann02",2011,"todi",29,60,0.483333333333333
"8","ann02",2011,"umca",12,60,0.2
"9","ann03",2011,"roca",3,60,0.05
"10","ann03",2011,"symo",15,60,0.25
"11","ann03",2011,"todi",7,60,0.116666666666667
"12","ann03",2011,"umca",23,60,0.383333333333333
"13","ann04",2011,"lohi",23,60,0.383333333333333
"14","ann04",2011,"psme",1,60,0.0166666666666667
"15","ann04",2011,"todi",46,60,0.766666666666667
"16","ann04",2011,"umca",10,60,0.166666666666667
"17","ann05",2011,"lohi",36,60,0.6
"18","ann05",2011,"psme",2,60,0.0333333333333333
"19","ann05",2011,"roca",1,60,0.0166666666666667
"20","ann05",2011,"symo",46,60,0.766666666666667
"21","ann05",2011,"todi",33,60,0.55
"22","ann05",2011,"umca",16,60,0.266666666666667
"23","ann07",2011,"hear",1,55,0.0181818181818182
"24","ann07",2011,"lohi",15,55,0.272727272727273
"25","ann07",2011,"quag",1,55,0.0181818181818182
"26","ann07",2011,"quga",5,55,0.0909090909090909
"27","ann07",2011,"symo",2,55,0.0363636363636364
"28","ann07",2011,"todi",11,55,0.2
"29","ann07",2011,"umca",2,55,0.0363636363636364
"30","ann08",2011,"lohi",1,55,0.0181818181818182
"31","ann08",2011,"quag x quga",1,55,0.0181818181818182
"32","ann08",2011,"todi",1,55,0.0181818181818182
"33","ann08",2011,"umca",1,55,0.0181818181818182
"34","ann09",2011,"lohi",10,60,0.166666666666667
"35","ann09",2011,"quga",1,60,0.0166666666666667
"36","ann09",2011,"quke",2,60,0.0333333333333333
"37","ann09",2011,"todi",14,60,0.233333333333333
"38","ann10",2011,"arme",7,60,0.116666666666667
"39","ann10",2011,"bapi",5,60,0.0833333333333333
"40","ann10",2011,"hear",8,60,0.133333333333333
"41","ann10",2011,"lohi",46,60,0.766666666666667
"42","ann10",2011,"psme",2,60,0.0333333333333333
"43","ann10",2011,"quag",37,60,0.616666666666667
"44","ann10",2011,"rhamnus sp.",10,60,0.166666666666667
"45","ann10",2011,"rhca",2,60,0.0333333333333333
"46","ann10",2011,"roca",37,60,0.616666666666667
"47","ann10",2011,"todi",47,60,0.783333333333333
"48","ann10",2011,"umca",29,60,0.483333333333333
"49","ann11",2011,"lohi",8,55,0.145454545454545
"50","ann11",2011,"quga",2,55,0.0363636363636364
"51","ann11",2011,"roca",17,55,0.309090909090909
"52","ann11",2011,"syal",12,55,0.218181818181818
"53","ann11",2011,"todi",17,55,0.309090909090909
"54","ann11",2011,"umca",11,55,0.2
"55","ann12",2011,"hear",1,60,0.0166666666666667
"56","ann12",2011,"lohi",6,60,0.1
"57","ann12",2011,"roca",2,60,0.0333333333333333
"58","ann12",2011,"symo",24,60,0.4
"59","ann12",2011,"todi",14,60,0.233333333333333
"60","ann12",2011,"umca",6,60,0.1
"61","ann13",2011,"psme",1,60,0.0166666666666667
"62","ann13",2011,"quga",2,60,0.0333333333333333
"63","ann13",2011,"todi",25,60,0.416666666666667
"64","ann13",2011,"umca",5,60,0.0833333333333333
"65","ann14",2011,"hodi",8,60,0.133333333333333
"66","ann14",2011,"lohi",18,60,0.3
"67","ann14",2011,"psme",2,60,0.0333333333333333
"68","ann14",2011,"syal",1,60,0.0166666666666667
"69","ann14",2011,"todi",53,60,0.883333333333333
"70","ann14",2011,"umca",7,60,0.116666666666667
"71","ann15",2011,"lohi",28,60,0.466666666666667
"72","ann15",2011,"psme",16,60,0.266666666666667
"73","ann15",2011,"quwi",16,60,0.266666666666667
"74","ann15",2011,"syal",2,60,0.0333333333333333
"75","ann15",2011,"symo",15,60,0.25
"76","ann15",2011,"todi",12,60,0.2
"77","ann15",2011,"umca",8,60,0.133333333333333
"78","ann17",2011,"hear",1,60,0.0166666666666667
"79","ann17",2011,"lohi",58,60,0.966666666666667
"80","ann17",2011,"psme",2,60,0.0333333333333333
"81","ann17",2011,"quga",1,60,0.0166666666666667
"82","ann17",2011,"syal",6,60,0.1
"83","ann17",2011,"todi",33,60,0.55
"84","ann17",2011,"umca",28,60,0.466666666666667
"85","ann18",2011,"lohi",32,60,0.533333333333333
"86","ann18",2011,"psme",1,60,0.0166666666666667
"87","ann18",2011,"roca",11,60,0.183333333333333
"88","ann18",2011,"syal",36,60,0.6
"89","ann18",2011,"todi",38,60,0.633333333333333
"90","ann18",2011,"umca",6,60,0.1
"91","ann19",2011,"lohi",1,60,0.0166666666666667
"92","ann19",2011,"psme",1,60,0.0166666666666667
"93","ann19",2011,"quga",19,60,0.316666666666667
"94","ann19",2011,"todi",42,60,0.7
"95","ann19",2011,"umca",10,60,0.166666666666667
"96","ann20",2011,"aeca",1,60,0.0166666666666667
"97","ann20",2011,"lohi",11,60,0.183333333333333
"98","ann20",2011,"todi",48,60,0.8
"99","ann20",2011,"umca",32,60,0.533333333333333
"100","ann21",2011,"lohi",24,60,0.4
"101","ann21",2011,"quke",1,60,0.0166666666666667
"102","ann21",2011,"ruur",1,60,0.0166666666666667
"103","ann21",2011,"syal",3,60,0.05
"104","ann21",2011,"todi",38,60,0.633333333333333
"105","ann21",2011,"umca",6,60,0.1
"106","ann22",2011,"hear",2,60,0.0333333333333333
"107","ann22",2011,"lohi",1,60,0.0166666666666667
"108","ann22",2011,"psme",5,60,0.0833333333333333
"109","ann22",2011,"quke",1,60,0.0166666666666667
"110","ann22",2011,"roca",2,60,0.0333333333333333
"111","ann22",2011,"syal",2,60,0.0333333333333333
"112","ann22",2011,"todi",44,60,0.733333333333333
"113","ann22",2011,"umca",34,60,0.566666666666667
"114","ann23",2011,"lohi",2,60,0.0333333333333333
"115","ann23",2011,"quke",1,60,0.0166666666666667
"116","ann23",2011,"todi",59,60,0.983333333333333
"117","ann23",2011,"umca",4,60,0.0666666666666667
"118","ann24",2011,"bapi",1,60,0.0166666666666667
"119","ann24",2011,"lohi",54,60,0.9
"120","ann24",2011,"psme",8,60,0.133333333333333
"121","ann24",2011,"roca",8,60,0.133333333333333
"122","ann24",2011,"ruur",4,60,0.0666666666666667
"123","ann24",2011,"todi",33,60,0.55
"124","ann24",2011,"umca",11,60,0.183333333333333
"125","ann25",2011,"bapi",2,60,0.0333333333333333
"126","ann25",2011,"lohi",31,60,0.516666666666667
"127","ann25",2011,"psme",9,60,0.15
"128","ann25",2011,"quag",3,60,0.05
"129","ann25",2011,"quke",2,60,0.0333333333333333
"130","ann25",2011,"ruur",2,60,0.0333333333333333
"131","ann25",2011,"todi",25,60,0.416666666666667
"132","ann25",2011,"umca",8,60,0.133333333333333
"133","ann27",2011,"lohi",26,60,0.433333333333333
"134","ann27",2011,"psme",4,60,0.0666666666666667
"135","ann27",2011,"quag",5,60,0.0833333333333333
"136","ann27",2011,"quch",2,60,0.0333333333333333
"137","ann27",2011,"roca",15,60,0.25
"138","ann27",2011,"rudi",1,60,0.0166666666666667
"139","ann27",2011,"syal",42,60,0.7
"140","ann27",2011,"todi",18,60,0.3
"141","ann27",2011,"umca",4,60,0.0666666666666667
"142","ann29",2011,"lohi",23,60,0.383333333333333
"143","ann29",2011,"psme",2,60,0.0333333333333333
"144","ann29",2011,"quag",2,60,0.0333333333333333
"145","ann29",2011,"quga",1,60,0.0166666666666667
"146","ann29",2011,"quke",4,60,0.0666666666666667
"147","ann29",2011,"rose sp.",1,60,0.0166666666666667
"148","ann29",2011,"syal",7,60,0.116666666666667
"149","ann29",2011,"todi",56,60,0.933333333333333
"150","ann29",2011,"umca",23,60,0.383333333333333
"151","ann30",2011,"hear",1,60,0.0166666666666667
"152","ann30",2011,"lohi",38,60,0.633333333333333
"153","ann30",2011,"psme",1,60,0.0166666666666667
"154","ann30",2011,"roca",9,60,0.15
"155","ann30",2011,"syal",12,60,0.2
"156","ann30",2011,"todi",31,60,0.516666666666667
"157","ann30",2011,"umca",7,60,0.116666666666667
"158","ann31",2011,"hear",11,60,0.183333333333333
"159","ann31",2011,"quag",7,60,0.116666666666667
"160","ann31",2011,"roca",2,60,0.0333333333333333
"161","ann31",2011,"syal",19,60,0.316666666666667
"162","ann31",2011,"symo",41,60,0.683333333333333
"163","ann31",2011,"todi",25,60,0.416666666666667
"164","ann31",2011,"umca",8,60,0.133333333333333
"165","ann32",2011,"lohi",44,60,0.733333333333333
"166","ann32",2011,"psme",4,60,0.0666666666666667
"167","ann32",2011,"roca",24,60,0.4
"168","ann32",2011,"syal",44,60,0.733333333333333
"169","ann32",2011,"todi",37,60,0.616666666666667
"170","ann32",2011,"umca",20,60,0.333333333333333
"171","ann33",2011,"hear",3,60,0.05
"172","ann33",2011,"lohi",44,60,0.733333333333333
"173","ann33",2011,"psme",12,60,0.2
"174","ann33",2011,"quag",24,60,0.4
"175","ann33",2011,"rogy",8,60,0.133333333333333
"176","ann33",2011,"symo",32,60,0.533333333333333
"177","ann33",2011,"todi",9,60,0.15
"178","ann33",2011,"umca",10,60,0.166666666666667
"179","ann34",2011,"lohi",7,60,0.116666666666667
"180","ann34",2011,"roca",1,60,0.0166666666666667
"181","ann34",2011,"todi",32,60,0.533333333333333
"182","ann34",2011,"umca",17,60,0.283333333333333
"183","ann35",2011,"lohi",27,55,0.490909090909091
"184","ann35",2011,"miau",1,55,0.0181818181818182
"185","ann35",2011,"psme",1,55,0.0181818181818182
"186","ann35",2011,"todi",41,55,0.745454545454545
"187","ann35",2011,"umca",25,55,0.454545454545455
"188","ann36",2011,"bapi",3,60,0.05
"189","ann36",2011,"hear",17,60,0.283333333333333
"190","ann36",2011,"lohi",40,60,0.666666666666667
"191","ann36",2011,"miau",12,60,0.2
"192","ann36",2011,"psme",1,60,0.0166666666666667
"193","ann36",2011,"quag",1,60,0.0166666666666667
"194","ann36",2011,"quke",1,60,0.0166666666666667
"195","ann36",2011,"rhamnus sp.",1,60,0.0166666666666667
"196","ann36",2011,"roca",12,60,0.2
"197","ann36",2011,"todi",40,60,0.666666666666667
"198","ann36",2011,"umca",36,60,0.6
"199","ann37",2011,"lohi",31,60,0.516666666666667
"200","ann37",2011,"quag",1,60,0.0166666666666667
"201","ann37",2011,"todi",26,60,0.433333333333333
"202","ann37",2011,"umca",8,60,0.133333333333333
"203","ann38",2011,"hear",3,55,0.0545454545454545
"204","ann38",2011,"quag",4,55,0.0727272727272727
"205","ann38",2011,"quke",1,55,0.0181818181818182
"206","ann38",2011,"roca",9,55,0.163636363636364
"207","ann38",2011,"syal",20,55,0.363636363636364
"208","ann38",2011,"symo",40,55,0.727272727272727
"209","ann38",2011,"todi",25,55,0.454545454545455
"210","ann38",2011,"umca",10,55,0.181818181818182
"211","apgar01",2011,"arme",1,60,0.0166666666666667
"212","apgar01",2011,"hear",18,60,0.3
"213","apgar01",2011,"lohi",36,60,0.6
"214","apgar01",2011,"poca",2,60,0.0333333333333333
"215","apgar01",2011,"psme",4,60,0.0666666666666667
"216","apgar01",2011,"quag",25,60,0.416666666666667
"217","apgar01",2011,"quch",7,60,0.116666666666667
"218","apgar01",2011,"todi",44,60,0.733333333333333
"219","apgar01",2011,"umca",32,60,0.533333333333333
"220","arbit01",2011,"quga",2,60,0.0333333333333333
"221","arbit01",2011,"todi",41,60,0.683333333333333
"222","arbit01",2011,"umca",38,60,0.633333333333333
"223","arbit02",2011,"bapi",1,60,0.0166666666666667
"224","arbit02",2011,"lohi",4,60,0.0666666666666667
"225","arbit02",2011,"poca",1,60,0.0166666666666667
"226","arbit02",2011,"psme",2,60,0.0333333333333333
"227","arbit02",2011,"quag",3,60,0.05
"228","arbit02",2011,"quke",3,60,0.05
"229","arbit02",2011,"qulo",2,60,0.0333333333333333
"230","arbit02",2011,"todi",6,60,0.1
"231","arbit02",2011,"umca",16,60,0.266666666666667
"232","arbit03",2011,"arme",1,55,0.0181818181818182
"233","arbit03",2011,"hear",3,55,0.0545454545454545
"234","arbit03",2011,"lohi",33,55,0.6
"235","arbit03",2011,"psme",3,55,0.0545454545454545
"236","arbit03",2011,"roca",1,55,0.0181818181818182
"237","arbit03",2011,"todi",15,55,0.272727272727273
"238","arbit03",2011,"umca",17,55,0.309090909090909
"239","arbit04",2011,"lohi",1,60,0.0166666666666667
"240","arbit04",2011,"todi",12,60,0.2
"241","arbit04",2011,"umca",37,60,0.616666666666667
"242","arbit05",2011,"acma",2,60,0.0333333333333333
"243","arbit05",2011,"aeca",1,60,0.0166666666666667
"244","arbit05",2011,"quke",16,60,0.266666666666667
"245","arbit05",2011,"rogy",17,60,0.283333333333333
"246","arbit05",2011,"todi",55,60,0.916666666666667
"247","arbit05",2011,"umca",6,60,0.1
"248","athea02",2011,"acma",2,55,0.0363636363636364
