"plotid","species","dbh","stem_status","date","year"
"ponti02","umca",6.8,"Alive",2012-05-21,2012
"ponti02","umca",16.6,"Alive",2014-04-28,2014
"ponti02","umca",15.6,"Alive",2014-04-28,2014
"ponti02","umca",6.5,"Alive",2014-04-28,2014
"ponti02","umca",2.6,"Alive",2004-05-19,2004
"ponti02","umca",4.5,"Alive",2004-05-19,2004
"ponti02","umca",1.8,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Dead",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Dead",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Dead",2009-04-30,2009
"ponti02","umca",NA,"Dead",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Dead",2010-05-07,2010
"ponti02","umca",NA,"Dead",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Dead",2011-05-18,2011
"ponti02","umca",2.6,"Dead",2012-05-21,2012
"ponti02","umca",4.7,"Alive",2012-05-21,2012
"ponti02","umca",2,"Dead",2012-05-21,2012
"ponti02","umca",2.6,"Dead",2014-04-28,2014
"ponti02","umca",4.8,"Alive",2014-04-28,2014
"ponti02","umca",3.6,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Dead",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Dead",2011-05-18,2011
"ponti02","umca",3.5,"Alive",2012-05-21,2012
"ponti02","umca",3.8,"Alive",2014-04-28,2014
"ponti02","umca",6.6,"Alive",2004-05-19,2004
"ponti02","umca",3.5,"Alive",2004-05-19,2004
"ponti02","umca",3.7,"Alive",2004-05-19,2004
"ponti02","umca",4.7,"Alive",2004-05-19,2004
"ponti02","umca",4.5,"Alive",2004-05-19,2004
"ponti02","umca",7.8,"Alive",2004-05-19,2004
"ponti02","umca",3.9,"Alive",2004-05-19,2004
"ponti02","umca",4.4,"Alive",2004-05-19,2004
"ponti02","umca",4,"Alive",2004-05-19,2004
"ponti02","umca",3.5,"Alive",2004-05-19,2004
"ponti02","umca",3.7,"Alive",2004-05-19,2004
"ponti02","umca",5.1,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Dead",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",7.9,"Alive",2012-05-21,2012
"ponti02","umca",3.7,"Alive",2012-05-21,2012
"ponti02","umca",4,"Alive",2012-05-21,2012
"ponti02","umca",5.2,"Alive",2012-05-21,2012
"ponti02","umca",4.5,"Alive",2012-05-21,2012
"ponti02","umca",9.8,"Alive",2012-05-21,2012
"ponti02","umca",3.6,"Dead",2012-05-21,2012
"ponti02","umca",4.8,"Alive",2012-05-21,2012
"ponti02","umca",4.2,"Alive",2012-05-21,2012
"ponti02","umca",3.5,"Alive",2012-05-21,2012
"ponti02","umca",4,"Alive",2012-05-21,2012
"ponti02","umca",5.2,"Alive",2012-05-21,2012
"ponti02","umca",8.1,"Alive",2014-04-28,2014
"ponti02","umca",3.6,"Alive",2014-04-28,2014
"ponti02","umca",4,"Alive",2014-04-28,2014
"ponti02","umca",4.8,"Alive",2014-04-28,2014
"ponti02","umca",4.3,"Dead",2014-04-28,2014
"ponti02","umca",10.1,"Alive",2014-04-28,2014
"ponti02","umca",3.7,"Dead",2014-04-28,2014
"ponti02","umca",4.7,"Alive",2014-04-28,2014
"ponti02","umca",4,"Alive",2014-04-28,2014
"ponti02","umca",3.6,"Alive",2014-04-28,2014
"ponti02","umca",4,"Alive",2014-04-28,2014
"ponti02","umca",5.6,"Alive",2014-04-28,2014
"ponti02","umca",8.6,"Alive",2004-05-19,2004
"ponti02","umca",6.2,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",9.5,"Alive",2012-05-21,2012
"ponti02","umca",7.6,"Alive",2012-05-21,2012
"ponti02","umca",3.8,"Alive",2012-05-21,2012
"ponti02","umca",9.4,"Alive",2014-04-28,2014
"ponti02","umca",8,"Alive",2014-04-28,2014
"ponti02","umca",3.9,"Alive",2014-04-28,2014
"ponti02","umca",8,"Alive",2004-05-19,2004
"ponti02","umca",6.6,"Alive",2004-05-19,2004
"ponti02","umca",6.4,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",3.2,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",11.6,"Alive",2012-05-21,2012
"ponti02","umca",6.8,"Alive",2012-05-21,2012
"ponti02","umca",6.5,"Alive",2012-05-21,2012
"ponti02","umca",3.2,"Alive",2012-05-21,2012
"ponti02","umca",10.1,"Alive",2014-04-28,2014
"ponti02","umca",6.8,"Alive",2014-04-28,2014
"ponti02","umca",6.6,"Alive",2014-04-28,2014
"ponti02","umca",3.4,"Alive",2014-04-28,2014
"ponti02","umca",4.2,"Alive",2004-05-19,2004
"ponti02","umca",5.2,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",4.4,"Alive",2012-05-21,2012
"ponti02","umca",6,"Alive",2012-05-21,2012
"ponti02","umca",4.4,"Alive",2014-04-28,2014
"ponti02","umca",6.1,"Alive",2014-04-28,2014
"ponti02","umca",2.7,"Alive",2004-05-19,2004
"ponti02","umca",3.7,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",2.6,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",2.6,"Alive",2012-05-21,2012
"ponti02","umca",2.8,"Alive",2012-05-21,2012
"ponti02","umca",4,"Alive",2012-05-21,2012
"ponti02","umca",2.7,"Alive",2014-04-28,2014
"ponti02","umca",3,"Alive",2014-04-28,2014
"ponti02","umca",3.7,"Alive",2014-04-28,2014
"ponti02","umca",11.7,"Alive",2004-05-19,2004
"ponti02","umca",12.3,"Alive",2004-05-19,2004
"ponti02","umca",11.9,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",12.5,"Alive",2012-05-21,2012
"ponti02","umca",13.4,"Alive",2012-05-21,2012
"ponti02","umca",12.7,"Alive",2012-05-21,2012
"ponti02","umca",12.4,"Alive",2014-04-28,2014
"ponti02","umca",13.8,"Alive",2014-04-28,2014
"ponti02","umca",12.9,"Alive",2014-04-28,2014
"ponti02","umca",13.9,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",16.7,"Alive",2012-05-21,2012
"ponti02","umca",17.6,"Alive",2014-04-28,2014
"ponti02","umca",10.5,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",10.7,"Alive",2012-05-21,2012
"ponti02","umca",10.6,"Alive",2014-04-28,2014
"ponti02","umca",9.6,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",11.2,"Alive",2012-05-21,2012
"ponti02","umca",11.5,"Alive",2014-04-28,2014
"ponti02","umca",6.6,"Alive",2004-05-19,2004
"ponti02","umca",NA,"Alive",2005-05-06,2005
"ponti02","umca",NA,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",6.5,"Alive",2012-05-21,2012
"ponti02","umca",6.1,"Alive",2014-04-28,2014
"ponti02","umca",15.6,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",17.5,"Alive",2012-05-21,2012
"ponti02","umca",14.2,"Alive",2014-04-28,2014
"ponti02","umca",7.2,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",7.1,"Alive",2012-05-21,2012
"ponti02","umca",7.6,"Alive",2014-04-28,2014
"ponti02","umca",8.2,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",NA,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",7.8,"Alive",2012-05-21,2012
"ponti02","umca",8.1,"Alive",2014-04-28,2014
"ponti02","umca",15.5,"Alive",2009-04-30,2009
"ponti02","umca",15.6,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",16,"Alive",2012-05-21,2012
"ponti02","umca",16.6,"Alive",2014-04-28,2014
"ponti02","umca",8.2,"Alive",2006-04-17,2006
"ponti02","umca",NA,"Alive",2007-05-03,2007
"ponti02","umca",NA,"Alive",2008-04-28,2008
"ponti02","umca",NA,"Alive",2009-04-30,2009
"ponti02","umca",8.1,"Alive",2010-05-07,2010
"ponti02","umca",NA,"Alive",2011-05-18,2011
"ponti02","umca",8.1,"Alive",2012-05-21,2012
"ponti02","umca",8.1,"Alive",2014-04-28,2014
"redde01","quag",13.9,"Alive",2004-01-16,2004
"redde01","quag",16.9,"Alive",2004-01-16,2004
"redde01","quag",NA,"Alive",2005-05-06,2005
"redde01","quag",NA,"Alive",2005-05-06,2005
"redde01","quag",NA,"Alive",2006-05-01,2006
"redde01","quag",NA,"Alive",2006-05-01,2006
"redde01","quag",NA,"Alive",2007-05-09,2007
"redde01","quag",NA,"Alive",2007-05-09,2007
"redde01","quag",NA,"Alive",2008-05-03,2008
"redde01","quag",NA,"Alive",2008-05-03,2008
"redde01","quag",NA,"Alive",2009-05-02,2009
"redde01","quag",NA,"Alive",2009-05-02,2009
"redde01","quag",NA,"Alive",2010-05-11,2010
"redde01","quag",NA,"Alive",2010-05-11,2010
"redde01","quag",NA,"Alive",2011-05-25,2011
"redde01","quag",NA,"Alive",2011-05-25,2011
"redde01","quag",16.4,"Alive",2012-05-22,2012
"redde01","quag",18.1,"Alive",2012-05-22,2012
"redde01","quag",17.9,"Alive",2014-05-01,2014
"redde01","quag",18.8,"Alive",2014-05-01,2014
"redde01","umca",69,"Alive",2004-05-25,2004
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",74.2,"Alive",2012-05-22,2012
"redde01","umca",81.8,"Alive",2014-05-01,2014
"redde01","umca",25,"Alive",2004-05-25,2004
"redde01","umca",38.75,"Alive",2004-05-25,2004
"redde01","umca",24.5,"Alive",2004-05-25,2004
"redde01","umca",5,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",27.1,"Alive",2012-05-22,2012
"redde01","umca",7.6,"Alive",2012-05-22,2012
"redde01","umca",41.5,"Alive",2012-05-22,2012
"redde01","umca",31.5,"Alive",2012-05-22,2012
"redde01","umca",27.3,"Alive",2014-05-01,2014
"redde01","umca",7.6,"Alive",2014-05-01,2014
"redde01","umca",42.6,"Alive",2014-05-01,2014
"redde01","umca",29.7,"Alive",2014-05-01,2014
"redde01","umca",33,"Alive",2004-05-25,2004
"redde01","umca",15.5,"Alive",2004-05-25,2004
"redde01","umca",13.75,"Alive",2004-05-25,2004
"redde01","umca",5.75,"Alive",2004-05-25,2004
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2005-05-06,2005
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2006-05-01,2006
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2007-05-09,2007
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2008-05-03,2008
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2009-05-02,2009
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2010-05-11,2010
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",NA,"Dead",2011-05-25,2011
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",NA,"Alive",2011-05-25,2011
"redde01","umca",38.9,"Alive",2012-05-22,2012
"redde01","umca",15,"Alive",2012-05-22,2012
"redde01","umca",14.9,"Alive",2012-05-22,2012
"redde01","umca",5.9,"Alive",2012-05-22,2012
"redde01","umca",35.7,"Alive",2014-05-01,2014
"redde01","umca",17.7,"Dead",2014-05-01,2014
"redde01","umca",15,"Alive",2014-05-01,2014
"redde01","umca",6.1,"Alive",2014-05-01,2014
"redde02","quag",27.5,"Alive",2004-01-16,2004
"redde02","quag",NA,"Alive",2005-05-06,2005
"redde02","quag",NA,"Alive",2006-05-01,2006
"redde02","quag",NA,"Alive",2007-05-09,2007
"redde02","quag",NA,"Alive",2008-05-03,2008
"redde02","quag",NA,"Alive",2009-05-02,2009
"redde02","quag",NA,"Alive",2010-05-11,2010
"redde02","quag",NA,"Alive",2011-05-25,2011
"redde02","quag",29.4,"Alive",2012-05-22,2012
"redde02","quag",32,"Alive",2014-05-01,2014
"redde02","umca",19,"Alive",2004-05-25,2004
"redde02","umca",NA,"Alive",2005-05-06,2005
"redde02","umca",NA,"Alive",2006-05-01,2006
"redde02","umca",NA,"Alive",2007-05-09,2007
"redde02","umca",NA,"Alive",2008-05-03,2008
"redde02","umca",NA,"Alive",2009-05-02,2009
"redde02","umca",NA,"Alive",2010-05-11,2010
"redde02","umca",NA,"Alive",2011-05-25,2011
"redde02","umca",22.4,"Alive",2012-05-22,2012
"redde02","umca",23.1,"Alive",2014-05-01,2014
"redde02","quke",22.7,"Alive",2004-01-16,2004
"redde02","quke",NA,"Alive",2005-05-06,2005
"redde02","quke",NA,"Alive",2006-05-01,2006
"redde02","quke",NA,"Alive",2007-05-09,2007
"redde02","quke",NA,"Alive",2008-05-03,2008
"redde02","quke",NA,"Alive",2009-05-02,2009
"redde02","quke",NA,"Alive",2010-05-11,2010
"redde02","quke",NA,"Alive",2011-05-25,2011
"redde02","quke",26.3,"Alive",2012-05-22,2012
"redde02","quke",26.7,"Alive",2014-05-01,2014
"redde02","umca",9.9,"Alive",2004-05-25,2004
"redde02","umca",NA,"Alive",2005-05-06,2005
"redde02","umca",NA,"Alive",2006-05-01,2006
"redde02","umca",NA,"Alive",2007-05-09,2007
"redde02","umca",NA,"Alive",2008-05-03,2008
"redde02","umca",NA,"Alive",2009-05-02,2009
"redde02","umca",NA,"Alive",2009-05-02,2009
"redde02","umca",NA,"Alive",2010-05-11,2010
"redde02","umca",NA,"Alive",2010-05-11,2010
"redde02","umca",NA,"Alive",2011-05-25,2011
