plot.id,tag,spp,dbh,year,stem.status,slc,log10_slc
COOK02,2800,UMCA,10,2010,alive,16,1.230448921
COOK02,2800,UMCA,10,2011,alive,42,1.633468456
COOK02,4717,UMCA,9,2010,alive,8,0.954242509
COOK02,4717,UMCA,9,2011,alive,42,1.633468456
COOK02,6070,UMCA,11,2006,alive,107,2.033423755
COOK02,6070,UMCA,11,2007,alive,41,1.62324929
COOK02,6070,UMCA,11,2008,alive,27,1.447158031
COOK02,6070,UMCA,11,2009,alive,29,1.477121255
COOK02,6070,UMCA,11,2010,alive,17,1.255272505
COOK02,6070,UMCA,11,2011,alive,98,1.995635195
COOK02,6071,UMCA,5,2008,alive,25,1.414973348
COOK02,6071,UMCA,5,2009,alive,18,1.278753601
COOK02,6071,UMCA,5,2010,alive,12,1.113943352
COOK02,6071,UMCA,5,2011,alive,36,1.568201724
COOK02,6072,UMCA,13,2006,alive,54,1.740362689
COOK02,6072,UMCA,13,2007,alive,53,1.73239376
COOK02,6072,UMCA,13,2008,alive,12,1.113943352
COOK02,6072,UMCA,13,2009,alive,33,1.531478917
COOK02,6072,UMCA,13,2010,alive,12,1.113943352
COOK02,6072,UMCA,13,2011,alive,44,1.653212514
COOK02,6073,UMCA,19,2006,alive,36,1.568201724
COOK02,6073,UMCA,19,2007,alive,44,1.653212514
COOK02,6073,UMCA,19,2008,alive,17,1.255272505
COOK02,6073,UMCA,19,2009,alive,7,0.903089987
COOK02,6073,UMCA,19,2010,alive,6,0.84509804
COOK02,6073,UMCA,19,2011,alive,12,1.113943352
COOK02,6074,UMCA,11,2010,alive,19,1.301029996
COOK02,6074,UMCA,11,2011,alive,93,1.973127854
COOK02,6075,UMCA,11,2006,alive,107,2.033423755
COOK02,6075,UMCA,11,2007,alive,72,1.86332286
COOK02,6075,UMCA,11,2008,alive,21,1.342422681
COOK02,6075,UMCA,11,2009,alive,65,1.819543936
COOK02,6075,UMCA,11,2010,alive,15,1.204119983
COOK02,6075,UMCA,11,2011,alive,59,1.77815125
DOMAN01,2771,UMCA,1,2004,alive,0,0
DOMAN01,2771,UMCA,1,2005,alive,0,0
DOMAN01,2771,UMCA,1,2006,alive,0,0
DOMAN01,2771,UMCA,1,2007,alive,39,1.602059991
DOMAN01,2771,UMCA,1,2008,alive,25,1.414973348
DOMAN01,2771,UMCA,1,2009,alive,21,1.342422681
DOMAN01,2771,UMCA,1,2010,alive,64,1.812913357
DOMAN01,2771,UMCA,1,2011,alive,104,2.021189299
DOMAN01,3649,UMCA,1,2004,alive,0,0
DOMAN01,3649,UMCA,1,2005,alive,0,0
DOMAN01,3649,UMCA,1,2006,alive,0,0
DOMAN01,3649,UMCA,1,2007,alive,0,0
DOMAN01,3649,UMCA,1,2008,alive,67,1.832508913
DOMAN01,3649,UMCA,1,2009,alive,53,1.73239376
DOMAN01,3649,UMCA,1,2010,alive,52,1.72427587
DOMAN01,3649,UMCA,1,2011,alive,69,1.84509804
DOMAN01,3650,UMCA,1,2004,alive,0,0
DOMAN01,3650,UMCA,1,2005,alive,0,0
DOMAN01,3650,UMCA,1,2006,alive,34,1.544068044
DOMAN01,3650,UMCA,1,2007,alive,30,1.491361694
DOMAN01,3650,UMCA,1,2008,alive,12,1.113943352
DOMAN01,3650,UMCA,1,2009,alive,30,1.491361694
DOMAN01,3650,UMCA,1,2010,alive,4,0.698970004
DOMAN01,3650,UMCA,1,2011,alive,61,1.792391689
DOMAN01,3651,UMCA,2,2004,alive,0,0
DOMAN01,3651,UMCA,2,2005,alive,0,0
DOMAN01,3651,UMCA,2,2006,alive,20,1.322219295
DOMAN01,3651,UMCA,2,2007,alive,19,1.301029996
DOMAN01,3651,UMCA,2,2008,alive,29,1.477121255
DOMAN01,3651,UMCA,2,2009,alive,21,1.342422681
DOMAN01,3651,UMCA,2,2010,alive,7,0.903089987
DOMAN01,3651,UMCA,2,2011,alive,138,2.1430148
DOMAN01,3652,UMCA,2,2004,alive,0,0
DOMAN01,3652,UMCA,2,2005,alive,0,0
DOMAN01,3652,UMCA,2,2006,alive,0,0
DOMAN01,3652,UMCA,2,2007,alive,21,1.342422681
DOMAN01,3652,UMCA,2,2008,alive,30,1.491361694
DOMAN01,3652,UMCA,2,2009,alive,38,1.591064607
DOMAN01,3652,UMCA,2,2010,alive,16,1.230448921
DOMAN01,3652,UMCA,2,2011,alive,117,2.071882007
DOMAN01,3653,UMCA,1,2004,alive,0,0
DOMAN01,3654,UMCA,3,2004,alive,0,0
DOMAN01,3654,UMCA,3,2005,alive,0,0
DOMAN01,3654,UMCA,3,2006,alive,30,1.491361694
DOMAN01,3654,UMCA,3,2007,alive,30,1.491361694
DOMAN01,3654,UMCA,3,2008,alive,37,1.579783597
DOMAN01,3654,UMCA,3,2009,alive,28,1.462397998
DOMAN01,3654,UMCA,3,2010,alive,3,0.602059991
DOMAN01,3654,UMCA,3,2011,alive,147,2.170261715
DOMAN01,3655,UMCA,3,2004,alive,0,0
DOMAN01,3655,UMCA,3,2005,alive,0,0
DOMAN01,3655,UMCA,3,2007,alive,42,1.633468456
DOMAN01,3655,UMCA,3,2008,alive,31,1.505149978
DOMAN01,3655,UMCA,3,2009,alive,24,1.397940009
DOMAN01,3655,UMCA,3,2010,alive,42,1.633468456
DOMAN01,3655,UMCA,3,2011,alive,109,2.041392685
DOMAN01,3656,UMCA,2,2004,alive,0,0
DOMAN01,3656,UMCA,2,2005,alive,0,0
DOMAN01,3656,UMCA,2,2006,alive,0,0
DOMAN01,3656,UMCA,2,2007,alive,43,1.643452676
DOMAN01,3656,UMCA,2,2008,alive,25,1.414973348
DOMAN01,3656,UMCA,2,2009,alive,21,1.342422681
DOMAN01,3656,UMCA,2,2010,alive,51,1.716003344
DOMAN01,3656,UMCA,2,2011,alive,62,1.799340549
DOMAN01,3657,UMCA,1,2004,alive,0,0
DOMAN01,3657,UMCA,1,2005,alive,0,0
DOMAN01,3657,UMCA,1,2006,alive,0,0
DOMAN01,3657,UMCA,1,2007,alive,16,1.230448921
DOMAN01,3657,UMCA,1,2008,alive,29,1.477121255
DOMAN01,3657,UMCA,1,2009,alive,29,1.477121255
DOMAN01,3657,UMCA,1,2010,alive,13,1.146128036
DOMAN01,3657,UMCA,1,2011,alive,85,1.934498451
DOMAN01,3658,UMCA,3,2004,alive,0,0
DOMAN01,3658,UMCA,3,2005,alive,0,0
DOMAN01,3658,UMCA,3,2006,alive,128,2.11058971
DOMAN01,3658,UMCA,3,2007,alive,40,1.612783857
DOMAN01,3658,UMCA,3,2008,alive,58,1.770852012
DOMAN01,3658,UMCA,3,2009,alive,38,1.591064607
DOMAN01,3658,UMCA,3,2010,alive,81,1.913813852
DOMAN01,3658,UMCA,3,2011,alive,140,2.149219113
DOMAN01,3659,UMCA,3,2004,alive,0,0
DOMAN01,3659,UMCA,3,2005,alive,0,0
DOMAN01,3659,UMCA,3,2006,alive,89,1.954242509
DOMAN01,3659,UMCA,3,2007,alive,40,1.612783857
DOMAN01,3659,UMCA,3,2008,alive,15,1.204119983
DOMAN01,3659,UMCA,3,2009,alive,43,1.643452676
DOMAN01,3659,UMCA,3,2010,alive,36,1.568201724
DOMAN01,3659,UMCA,3,2011,alive,162,2.212187604
DOMAN01,3660,UMCA,3,2004,alive,0,0
DOMAN01,3660,UMCA,3,2006,alive,57,1.763427994
DOMAN01,3660,UMCA,3,2007,alive,26,1.431363764
DOMAN01,3660,UMCA,3,2008,alive,22,1.361727836
DOMAN01,3660,UMCA,3,2009,alive,40,1.612783857
DOMAN01,3660,UMCA,3,2010,alive,38,1.591064607
DOMAN01,3660,UMCA,3,2011,alive,113,2.056904851
DOMAN01,6346,UMCA,1,2006,alive,24,1.397940009
DOMAN01,6346,UMCA,1,2007,alive,14,1.176091259
DOMAN01,6346,UMCA,1,2008,alive,35,1.556302501
DOMAN01,6346,UMCA,1,2009,alive,37,1.579783597
DOMAN01,6346,UMCA,1,2010,alive,46,1.672097858
DOMAN01,6346,UMCA,1,2011,alive,102,2.012837225
DOMAN01,6347,UMCA,1,2010,alive,9,1
DOMAN01,6347,UMCA,1,2011,alive,27,1.447158031
DOMAN01,6348,UMCA,1,2006,alive,26,1.431363764
DOMAN01,6348,UMCA,1,2008,alive,53,1.73239376
DOMAN01,6348,UMCA,1,2010,alive,9,1
DOMAN01,6348,UMCA,1,2011,alive,84,1.929418926
ELIOT01,328,UMCA,14,2004,alive,134,2.130333768
ELIOT01,328,UMCA,14,2005,alive,127,2.10720997
ELIOT01,328,UMCA,14,2006,alive,86,1.939519253
ELIOT01,328,UMCA,14,2007,alive,54,1.740362689
ELIOT01,328,UMCA,14,2008,alive,62,1.799340549
ELIOT01,328,UMCA,14,2009,alive,188,2.276461804
ELIOT01,328,UMCA,14,2010,alive,104,2.021189299
ELIOT01,328,UMCA,14,2011,alive,193,2.28780173
ELIOT01,2427,UMCA,19,2004,alive,36,1.568201724
ELIOT01,2427,UMCA,19,2005,alive,70,1.851258349
ELIOT01,2427,UMCA,19,2006,alive,51,1.716003344
ELIOT01,2427,UMCA,19,2007,alive,41,1.62324929
ELIOT01,2427,UMCA,19,2008,alive,32,1.51851394
ELIOT01,2427,UMCA,19,2009,alive,108,2.037426498
ELIOT01,2427,UMCA,19,2010,alive,166,2.222716471
ELIOT01,2427,UMCA,19,2011,alive,189,2.278753601
ELIOT01,2436,UMCA,26,2004,alive,53,1.73239376
ELIOT01,2436,UMCA,26,2005,alive,65,1.819543936
ELIOT01,2436,UMCA,26,2006,alive,99,2
ELIOT01,2436,UMCA,26,2007,alive,70,1.851258349
ELIOT01,2436,UMCA,26,2008,alive,22,1.361727836
ELIOT01,2436,UMCA,26,2009,alive,106,2.029383778
ELIOT01,2436,UMCA,26,2010,alive,169,2.230448921
ELIOT01,2436,UMCA,26,2011,alive,183,2.264817823
ELIOT01,2441,UMCA,21,2004,alive,62,1.799340549
ELIOT01,2441,UMCA,21,2005,alive,51,1.716003344
ELIOT01,2441,UMCA,21,2006,alive,144,2.161368002
ELIOT01,2441,UMCA,21,2007,alive,25,1.414973348
ELIOT01,2441,UMCA,21,2008,alive,47,1.681241237
ELIOT01,2441,UMCA,21,2009,alive,62,1.799340549
ELIOT01,2441,UMCA,21,2010,alive,114,2.06069784
ELIOT01,2441,UMCA,21,2011,alive,183,2.264817823
ELIOT01,2899,UMCA,22,2004,alive,61,1.792391689
ELIOT01,2899,UMCA,22,2005,alive,43,1.643452676
ELIOT01,2899,UMCA,22,2006,alive,38,1.591064607
ELIOT01,2899,UMCA,22,2007,alive,15,1.204119983
ELIOT01,2899,UMCA,22,2008,alive,23,1.380211242
ELIOT01,2899,UMCA,22,2009,alive,16,1.230448921
ELIOT01,2899,UMCA,22,2010,alive,140,2.149219113
ELIOT01,2899,UMCA,22,2011,alive,149,2.176091259
ELIOT01,4388,UMCA,38,2004,alive,103,2.017033339
ELIOT01,4388,UMCA,38,2005,alive,54,1.740362689
ELIOT01,4388,UMCA,38,2006,alive,26,1.431363764
ELIOT01,4388,UMCA,38,2007,alive,21,1.342422681
ELIOT01,4388,UMCA,38,2008,alive,25,1.414973348
ELIOT01,4388,UMCA,38,2009,alive,109,2.041392685
ELIOT01,4388,UMCA,38,2010,alive,123,2.093421685
ELIOT01,4388,UMCA,38,2011,alive,195,2.292256071
ELIOT01,4402,UMCA,45,2004,alive,124,2.096910013
ELIOT01,4402,UMCA,45,2005,alive,106,2.029383778
ELIOT01,4402,UMCA,45,2006,alive,49,1.698970004
ELIOT01,4402,UMCA,45,2007,alive,8,0.954242509
ELIOT01,4402,UMCA,45,2008,alive,12,1.113943352
ELIOT01,4402,UMCA,45,2009,alive,12,1.113943352
ELIOT01,4402,UMCA,45,2010,alive,72,1.86332286
ELIOT01,4402,UMCA,45,2011,alive,161,2.209515015
ELIOT01,4405,UMCA,25,2004,alive,7,0.903089987
ELIOT01,4405,UMCA,25,2005,alive,10,1.041392685
ELIOT01,4405,UMCA,25,2006,alive,26,1.431363764
ELIOT01,4405,UMCA,25,2007,alive,15,1.204119983
ELIOT01,4405,UMCA,25,2008,alive,11,1.079181246
ELIOT01,4405,UMCA,25,2009,alive,29,1.477121255
ELIOT01,4405,UMCA,25,2010,alive,96,1.986771734
ELIOT01,4405,UMCA,25,2011,alive,183,2.264817823
ELIOT01,4407,UMCA,20,2004,alive,61,1.792391689
ELIOT01,4407,UMCA,20,2005,alive,38,1.591064607
ELIOT01,4407,UMCA,20,2006,alive,131,2.120573931
ELIOT01,4407,UMCA,20,2007,alive,33,1.531478917
ELIOT01,4407,UMCA,20,2008,alive,26,1.431363764
ELIOT01,4407,UMCA,20,2009,alive,25,1.414973348
ELIOT01,4407,UMCA,20,2010,alive,72,1.86332286
ELIOT01,4407,UMCA,20,2011,alive,202,2.307496038
ELIOT01,4479,UMCA,11,2004,alive,19,1.301029996
ELIOT01,4479,UMCA,11,2005,alive,54,1.740362689
ELIOT01,4479,UMCA,11,2006,alive,118,2.075546961
ELIOT01,4479,UMCA,11,2007,alive,23,1.380211242
ELIOT01,4479,UMCA,11,2008,alive,11,1.079181246
ELIOT01,4479,UMCA,11,2009,alive,43,1.643452676
ELIOT01,4479,UMCA,11,2010,alive,71,1.857332496
ELIOT01,4479,UMCA,11,2011,alive,20,1.322219295
ELIOT01,4480,UMCA,27,2004,alive,36,1.568201724
ELIOT01,4480,UMCA,27,2005,alive,24,1.397940009
ELIOT01,4480,UMCA,27,2006,alive,26,1.431363764
ELIOT01,4480,UMCA,27,2007,alive,9,1
ELIOT01,4480,UMCA,27,2008,alive,13,1.146128036
ELIOT01,4480,UMCA,27,2009,alive,13,1.146128036
ELIOT01,4480,UMCA,27,2010,alive,83,1.924279286
ELIOT01,4480,UMCA,27,2011,alive,166,2.222716471
ELIOT01,408c,UMCA,23,2004,alive,11,1.079181246
ELIOT01,408c,UMCA,23,2005,alive,37,1.579783597
ELIOT01,408c,UMCA,23,2006,alive,57,1.763427994
ELIOT01,408c,UMCA,23,2007,alive,17,1.255272505
ELIOT01,408c,UMCA,23,2008,alive,19,1.301029996
ELIOT01,408c,UMCA,23,2009,alive,15,1.204119983
ELIOT01,408c,UMCA,23,2010,alive,130,2.117271296
ELIOT01,408c,UMCA,23,2011,alive,105,2.025305865
ELIOT01,412d,UMCA,2,2004,alive,47,1.681241237
ELIOT01,412d,UMCA,2,2005,alive,72,1.86332286
ELIOT01,412d,UMCA,2,2006,alive,89,1.954242509
ELIOT01,412d,UMCA,2,2007,alive,20,1.322219295
ELIOT01,412d,UMCA,2,2008,alive,34,1.544068044
ELIOT01,412d,UMCA,2,2009,alive,25,1.414973348
ELIOT01,412d,UMCA,2,2010,alive,148,2.173186268
ELIOT01,412d,UMCA,2,2011,alive,151,2.181843588
ELIOT01,413b,UMCA,15,2004,alive,59,1.77815125
ELIOT01,413b,UMCA,15,2005,alive,51,1.716003344
ELIOT01,413b,UMCA,15,2006,alive,117,2.071882007
ELIOT01,413b,UMCA,15,2007,alive,13,1.146128036
ELIOT01,413b,UMCA,15,2008,alive,9,1
ELIOT01,413b,UMCA,15,2009,alive,61,1.792391689
ELIOT01,413b,UMCA,15,2010,alive,90,1.959041392
ELIOT01,413b,UMCA,15,2011,alive,139,2.146128036
ELIOT01,414b,UMCA,56,2004,alive,68,1.838849091
ELIOT01,414b,UMCA,56,2005,alive,74,1.875061263
ELIOT01,414b,UMCA,56,2006,alive,130,2.117271296
ELIOT01,414b,UMCA,56,2007,alive,14,1.176091259
ELIOT01,414b,UMCA,56,2008,alive,11,1.079181246
ELIOT01,414b,UMCA,56,2009,alive,18,1.278753601
ELIOT01,414b,UMCA,56,2010,alive,151,2.181843588
ELIOT01,414b,UMCA,56,2011,alive,197,2.29666519
FERRA01,2598,UMCA,3,2010,alive,43,1.643452676
FERRA01,2598,UMCA,3,2011,alive,56,1.755874856
FERRA01,2773,UMCA,17,2004,alive,0,0
FERRA01,2773,UMCA,17,2005,alive,0,0
FERRA01,2773,UMCA,17,2006,alive,23,1.380211242
FERRA01,2773,UMCA,17,2007,alive,50,1.707570176
FERRA01,2773,UMCA,17,2008,alive,5,0.77815125
FERRA01,2773,UMCA,17,2009,alive,5,0.77815125
FERRA01,2773,UMCA,17,2010,alive,14,1.176091259
FERRA01,2773,UMCA,17,2011,alive,3,0.602059991
FERRA01,2774,UMCA,11,2004,alive,0,0
FERRA01,2774,UMCA,11,2005,alive,0,0
FERRA01,2774,UMCA,11,2006,alive,66,1.826074803
FERRA01,2774,UMCA,11,2007,alive,21,1.342422681
FERRA01,2775,UMCA,6,2004,alive,0,0
FERRA01,2775,UMCA,6,2005,alive,2,0.477121255
FERRA01,2775,UMCA,6,2006,alive,68,1.838849091
FERRA01,2775,UMCA,6,2007,alive,81,1.913813852
FERRA01,2775,UMCA,6,2008,alive,33,1.531478917
FERRA01,2775,UMCA,6,2009,alive,58,1.770852012
FERRA01,2775,UMCA,6,2010,alive,15,1.204119983
FERRA01,2775,UMCA,6,2011,alive,98,1.995635195
FERRA01,2776,UMCA,56,2004,alive,6,0.84509804
FERRA01,2776,UMCA,56,2005,alive,1,0.301029996
FERRA01,2776,UMCA,56,2006,alive,91,1.963787827
FERRA01,2776,UMCA,56,2007,alive,24,1.397940009
FERRA01,2776,UMCA,56,2008,alive,13,1.146128036
FERRA01,2776,UMCA,56,2009,alive,24,1.397940009
FERRA01,2776,UMCA,56,2010,alive,8,0.954242509
FERRA01,2777,UMCA,2,2004,alive,0,0
FERRA01,2777,UMCA,2,2005,alive,0,0
FERRA01,2777,UMCA,2,2006,alive,66,1.826074803
FERRA01,2777,UMCA,2,2007,alive,93,1.973127854
FERRA01,2777,UMCA,2,2008,alive,49,1.698970004
FERRA01,2777,UMCA,2,2009,alive,65,1.819543936
FERRA01,2777,UMCA,2,2010,alive,16,1.230448921
FERRA01,2777,UMCA,2,2011,alive,148,2.173186268
FERRA01,2778,UMCA,2,2004,alive,1,0.301029996
FERRA01,2778,UMCA,2,2005,alive,0,0
FERRA01,2778,UMCA,2,2006,alive,46,1.672097858
FERRA01,2778,UMCA,2,2007,alive,86,1.939519253
FERRA01,2778,UMCA,2,2008,alive,45,1.662757832
FERRA01,2778,UMCA,2,2009,alive,46,1.672097858
FERRA01,2778,UMCA,2,2010,alive,17,1.255272505
FERRA01,2778,UMCA,2,2011,alive,100,2.004321374
FERRA01,2779,UMCA,4,2004,alive,0,0
FERRA01,2779,UMCA,4,2005,alive,0,0
FERRA01,2779,UMCA,4,2006,alive,68,1.838849091
FERRA01,2779,UMCA,4,2007,alive,24,1.397940009
FERRA01,2779,UMCA,4,2008,alive,13,1.146128036
FERRA01,2779,UMCA,4,2009,alive,41,1.62324929
FERRA01,2779,UMCA,4,2010,alive,14,1.176091259
FERRA01,2779,UMCA,4,2011,alive,61,1.792391689
FERRA01,2780,UMCA,11,2004,alive,0,0
FERRA01,2780,UMCA,11,2005,alive,0,0
FERRA01,2780,UMCA,11,2006,alive,61,1.792391689
FERRA01,2780,UMCA,11,2007,alive,76,1.886490725
FERRA01,2780,UMCA,11,2008,alive,19,1.301029996
FERRA01,2780,UMCA,11,2009,alive,34,1.544068044
FERRA01,2780,UMCA,11,2010,alive,18,1.278753601
FERRA01,2780,UMCA,11,2011,alive,73,1.86923172
FERRA01,2781,UMCA,9,2004,alive,0,0
FERRA01,2781,UMCA,9,2005,alive,0,0
FERRA01,2781,UMCA,9,2006,alive,76,1.886490725
FERRA01,2781,UMCA,9,2007,alive,82,1.919078092
FERRA01,2781,UMCA,9,2008,alive,24,1.397940009
FERRA01,2781,UMCA,9,2009,alive,20,1.322219295
FERRA01,2781,UMCA,9,2010,alive,9,1
FERRA01,2781,UMCA,9,2011,alive,63,1.806179974
FERRA01,2783,UMCA,3,2004,alive,0,0
FERRA01,2783,UMCA,3,2005,alive,0,0
FERRA01,2783,UMCA,3,2006,alive,114,2.06069784
FERRA01,2783,UMCA,3,2007,alive,63,1.806179974
FERRA01,2783,UMCA,3,2008,alive,14,1.176091259
FERRA01,2783,UMCA,3,2009,alive,19,1.301029996
FERRA01,2783,UMCA,3,2010,alive,14,1.176091259
FERRA01,2783,UMCA,3,2011,alive,71,1.857332496
FERRA01,2784,UMCA,2,2004,alive,0,0
FERRA01,2784,UMCA,2,2005,alive,0,0
FERRA01,2784,UMCA,2,2006,alive,124,2.096910013
FERRA01,2784,UMCA,2,2007,alive,88,1.949390007
FERRA01,2784,UMCA,2,2008,alive,15,1.204119983
FERRA01,2784,UMCA,2,2009,alive,43,1.643452676
FERRA01,2784,UMCA,2,2010,alive,17,1.255272505
FERRA01,2784,UMCA,2,2011,alive,58,1.770852012
FERRA01,2788,UMCA,11,2004,alive,0,0
FERRA01,2788,UMCA,11,2005,alive,0,0
FERRA01,2788,UMCA,11,2006,alive,161,2.209515015
FERRA01,2788,UMCA,11,2007,alive,15,1.204119983
FERRA01,2788,UMCA,11,2008,alive,5,0.77815125
FERRA01,2788,UMCA,11,2009,alive,15,1.204119983
FERRA01,2788,UMCA,11,2010,alive,33,1.531478917
FERRA01,2788,UMCA,11,2011,alive,61,1.792391689
FERRA01,2789,UMCA,1,2004,alive,0,0
FERRA01,2789,UMCA,1,2005,alive,0,0
FERRA01,2789,UMCA,1,2006,alive,121,2.086359831
FERRA01,2789,UMCA,1,2007,alive,25,1.414973348
FERRA01,2789,UMCA,1,2008,alive,15,1.204119983
FERRA01,2789,UMCA,1,2009,alive,35,1.556302501
FERRA01,2789,UMCA,1,2010,alive,24,1.397940009
FERRA01,2789,UMCA,1,2011,alive,49,1.698970004
FERRA01,2790,UMCA,3,2004,alive,0,0
FERRA01,2790,UMCA,3,2005,alive,0,0
FERRA01,2790,UMCA,3,2006,alive,149,2.176091259
FERRA01,2790,UMCA,3,2007,alive,50,1.707570176
FERRA01,2790,UMCA,3,2008,alive,27,1.447158031
FERRA01,2790,UMCA,3,2009,alive,53,1.73239376
FERRA01,2790,UMCA,3,2010,alive,30,1.491361694
FERRA01,2790,UMCA,3,2011,alive,92,1.968482949
FERRA01,2791,UMCA,9,2004,alive,0,0
FERRA01,2791,UMCA,9,2005,alive,0,0
FERRA01,2791,UMCA,9,2006,alive,151,2.181843588
FERRA01,2791,UMCA,9,2007,alive,14,1.176091259
FERRA01,2791,UMCA,9,2008,alive,23,1.380211242
FERRA01,2791,UMCA,9,2009,alive,36,1.568201724
FERRA01,2791,UMCA,9,2010,alive,31,1.505149978
FERRA01,2793,UMCA,13,2004,alive,0,0
FERRA01,2793,UMCA,13,2005,alive,0,0
FERRA01,2793,UMCA,13,2006,alive,140,2.149219113
FERRA01,2793,UMCA,13,2007,alive,56,1.755874856
FERRA01,2793,UMCA,13,2008,alive,30,1.491361694
FERRA01,2793,UMCA,13,2009,alive,24,1.397940009
FERRA01,2793,UMCA,13,2010,alive,19,1.301029996
FERRA01,2793,UMCA,13,2011,alive,75,1.880813592
FERRA01,2794,UMCA,11,2004,alive,0,0
FERRA01,2794,UMCA,11,2005,alive,0,0
FERRA01,2794,UMCA,11,2006,alive,132,2.123851641
FERRA01,2794,UMCA,11,2007,alive,60,1.785329835
FERRA01,2794,UMCA,11,2008,alive,42,1.633468456
FERRA01,2794,UMCA,11,2009,alive,52,1.72427587
FERRA01,2794,UMCA,11,2010,alive,47,1.681241237
FERRA01,2794,UMCA,11,2011,alive,98,1.995635195
FERRA01,2795,UMCA,9,2004,alive,0,0
FERRA01,2795,UMCA,9,2005,alive,0,0
FERRA01,2795,UMCA,9,2006,alive,125,2.100370545
FERRA01,2795,UMCA,9,2007,alive,30,1.491361694
FERRA01,2795,UMCA,9,2008,alive,35,1.556302501
FERRA01,2795,UMCA,9,2009,alive,34,1.544068044
FERRA01,2795,UMCA,9,2010,alive,12,1.113943352
FERRA01,2795,UMCA,9,2011,alive,64,1.812913357
FERRA01,2796,UMCA,4,2004,alive,0,0
FERRA01,2796,UMCA,4,2005,alive,0,0
FERRA01,2796,UMCA,4,2006,alive,169,2.230448921
FERRA01,2796,UMCA,4,2007,alive,94,1.977723605
FERRA01,2796,UMCA,4,2008,alive,34,1.544068044
FERRA01,2796,UMCA,4,2009,alive,8,0.954242509
FERRA01,2796,UMCA,4,2010,alive,56,1.755874856
FERRA01,2796,UMCA,4,2011,alive,100,2.004321374
FERRA01,2797,UMCA,3,2004,alive,0,0
FERRA01,2797,UMCA,3,2005,alive,0,0
FERRA01,2797,UMCA,3,2006,alive,105,2.025305865
FERRA01,2797,UMCA,3,2007,alive,40,1.612783857
FERRA01,2797,UMCA,3,2008,alive,17,1.255272505
FERRA01,2797,UMCA,3,2009,alive,25,1.414973348
FERRA01,2797,UMCA,3,2010,alive,31,1.505149978
FERRA01,2797,UMCA,3,2011,alive,93,1.973127854
FERRA01,2798,UMCA,9,2004,alive,0,0
FERRA01,2798,UMCA,9,2005,alive,0,0
FERRA01,2798,UMCA,9,2006,alive,54,1.740362689
FERRA01,2798,UMCA,9,2007,alive,25,1.414973348
FERRA01,2798,UMCA,9,2008,alive,14,1.176091259
FERRA01,2798,UMCA,9,2009,alive,20,1.322219295
FERRA01,2798,UMCA,9,2010,alive,12,1.113943352
FERRA01,2798,UMCA,9,2011,alive,72,1.86332286
FERRA01,3699,UMCA,3,2004,alive,0,0
FERRA01,3699,UMCA,3,2005,alive,0,0
FERRA01,3699,UMCA,3,2006,alive,162,2.212187604
FERRA01,3699,UMCA,3,2007,alive,76,1.886490725
FERRA01,3699,UMCA,3,2008,alive,27,1.447158031
FERRA01,3699,UMCA,3,2009,alive,47,1.681241237
FERRA01,3699,UMCA,3,2010,alive,19,1.301029996
FERRA01,3699,UMCA,3,2011,alive,41,1.62324929
FERRA01,3701,UMCA,7,2004,alive,0,0
FERRA01,3701,UMCA,7,2005,alive,0,0
FERRA01,3701,UMCA,7,2006,alive,90,1.959041392
FERRA01,3701,UMCA,7,2007,alive,40,1.612783857
FERRA01,3701,UMCA,7,2008,alive,35,1.556302501
FERRA01,3701,UMCA,7,2009,alive,29,1.477121255
FERRA01,3701,UMCA,7,2010,alive,11,1.079181246
FERRA01,3701,UMCA,7,2011,alive,9,1
FERRA01,3702,UMCA,2,2004,alive,0,0
FERRA01,3702,UMCA,2,2005,alive,0,0
FERRA01,3702,UMCA,2,2006,alive,69,1.84509804
FERRA01,3702,UMCA,2,2007,alive,34,1.544068044
FERRA01,3702,UMCA,2,2008,alive,12,1.113943352
FERRA01,3702,UMCA,2,2009,alive,44,1.653212514
FERRA01,3702,UMCA,2,2010,alive,3,0.602059991
FERRA01,3702,UMCA,2,2011,alive,10,1.041392685
FERRA01,3703,UMCA,3,2004,alive,0,0
FERRA01,3703,UMCA,3,2005,alive,1,0.301029996
FERRA01,3703,UMCA,3,2006,alive,98,1.995635195
FERRA01,3703,UMCA,3,2007,alive,43,1.643452676
FERRA01,3703,UMCA,3,2008,alive,28,1.462397998
FERRA01,3703,UMCA,3,2009,alive,51,1.716003344
FERRA01,3703,UMCA,3,2010,alive,10,1.041392685
FERRA01,3703,UMCA,3,2011,alive,7,0.903089987
FERRA01,3704,UMCA,10,2004,alive,0,0
FERRA01,3704,UMCA,10,2005,alive,0,0
FERRA01,3704,UMCA,10,2006,alive,18,1.278753601
FERRA01,3704,UMCA,10,2007,alive,112,2.053078443
FERRA01,3704,UMCA,10,2008,alive,16,1.230448921
FERRA01,3704,UMCA,10,2009,alive,19,1.301029996
FERRA01,3704,UMCA,10,2010,alive,15,1.204119983
FERRA01,3704,UMCA,10,2011,alive,8,0.954242509
FERRA01,3706,UMCA,11,2004,alive,0,0
FERRA01,3706,UMCA,11,2005,alive,2,0.477121255
FERRA01,3706,UMCA,11,2006,alive,66,1.826074803
FERRA01,3706,UMCA,11,2007,alive,95,1.982271233
FERRA01,3706,UMCA,11,2008,alive,33,1.531478917
